material_id,formula,elements,theoretical,valence_info,VEC_count
mp-1220669,Nb3AlCo8,"Al, Co, Nb",True,"Nb: 3 (Valence: 5), Al: 1 (Valence: 3), Co: 8 (Valence: 9)",7.5
mp-1216183,Y3VCo8,"Co, V, Y",True,"Y: 3 (Valence: 3), V: 1 (Valence: 5), Co: 8 (Valence: 9)",7.166666666666667
mp-1185701,Mg16Al12Re,"Al, Mg, Re",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Re: 1 (Valence: 7)",2.586206896551724
mp-1185658,Mg16Al12Cr,"Al, Cr, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Cr: 1 (Valence: 6)",2.5517241379310347
mp-1223096,La2TiCo16,"Co, La, Ti",True,"La: 2 (Valence: 3), Ti: 1 (Valence: 4), Co: 16 (Valence: 9)",8.105263157894736
mp-1229031,AgPd2Au,"Ag, Au, Pd",True,"Ag: 1 (Valence: 11), Pd: 2 (Valence: 10), Au: 1 (Valence: 11)",10.5
mp-1185703,Mg16Al12Rh,"Al, Mg, Rh",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Rh: 1 (Valence: 9)",2.6551724137931036
mp-1185656,Mg16Al12Co,"Al, Co, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Co: 1 (Valence: 9)",2.6551724137931036
mp-1221730,Mn7Al4V5,"Al, Mn, V",True,"Mn: 7 (Valence: 7), Al: 4 (Valence: 3), V: 5 (Valence: 5)",5.375
mp-1185644,Mg16Al12Bi,"Al, Bi, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Bi: 1 (Valence: 5)",2.5172413793103448
mp-1185690,Mg16Al12Pd,"Al, Mg, Pd",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Pd: 1 (Valence: 10)",2.689655172413793
mp-1185700,Mg16Al12Pt,"Al, Mg, Pt",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Pt: 1 (Valence: 10)",2.689655172413793
mp-1185717,Mg16Al12W,"Al, Mg, W",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), W: 1 (Valence: 6)",2.5517241379310347
mp-1185716,Mg16Al12V,"Al, Mg, V",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), V: 1 (Valence: 5)",2.5172413793103448
mp-1223059,La3ScAl8,"Al, La, Sc",True,"La: 3 (Valence: 3), Sc: 1 (Valence: 3), Al: 8 (Valence: 3)",3.0
mp-1227595,Ca2Bi3Au10,"Au, Bi, Ca",True,"Ca: 2 (Valence: 2), Bi: 3 (Valence: 5), Au: 10 (Valence: 11)",8.6
mp-1228507,Ba2(CaAl3)3,"Al, Ba, Ca",True,"Ba: 2 (Valence: 2), Ca: 1 (Valence: 2), Al: 3 (Valence: 3)",2.5
mp-1221922,Mn3Ni3Sn2,"Mn, Ni, Sn",True,"Mn: 3 (Valence: 7), Ni: 3 (Valence: 10), Sn: 2 (Valence: 4)",7.375
mp-1185663,Mg16Al12Ga,"Al, Ga, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Ga: 1 (Valence: 3)",2.4482758620689653
mp-1215394,Zr3TiZn8,"Ti, Zn, Zr",True,"Zr: 3 (Valence: 4), Ti: 1 (Valence: 4), Zn: 8 (Valence: 12)",9.333333333333334
mp-1222154,Mg4Sn6Pt5,"Mg, Pt, Sn",True,"Mg: 4 (Valence: 2), Sn: 6 (Valence: 4), Pt: 5 (Valence: 10)",5.466666666666667
mp-1227383,Ca2AlZn16,"Al, Ca, Zn",True,"Ca: 2 (Valence: 2), Al: 1 (Valence: 3), Zn: 16 (Valence: 12)",10.473684210526315
mp-1185661,Mg16Al12Fe,"Al, Fe, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Fe: 1 (Valence: 8)",2.6206896551724137
mp-1223090,La2VCo16,"Co, La, V",True,"La: 2 (Valence: 3), V: 1 (Valence: 5), Co: 16 (Valence: 9)",8.157894736842104
mp-1216143,Y2(MgZn)3,"Mg, Y, Zn",True,"Y: 2 (Valence: 3), Mg: 1 (Valence: 2), Zn: 1 (Valence: 12)",5.0
mp-1185659,Mg16Al12Cu,"Al, Cu, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Cu: 1 (Valence: 11)",2.7241379310344827
mp-1185730,Mg16TaAl12,"Al, Mg, Ta",True,"Mg: 16 (Valence: 2), Ta: 1 (Valence: 5), Al: 12 (Valence: 3)",2.5172413793103448
mp-1185176,La(Mg4Al3)4,"Al, La, Mg",True,"La: 1 (Valence: 3), Mg: 4 (Valence: 2), Al: 3 (Valence: 3)",2.5
mp-1215720,Zr3AlFe8,"Al, Fe, Zr",True,"Zr: 3 (Valence: 4), Al: 1 (Valence: 3), Fe: 8 (Valence: 8)",6.583333333333333
mp-1185719,Mg16Al12Zn,"Al, Mg, Zn",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Zn: 1 (Valence: 12)",2.7586206896551726
mp-1184744,Hf(Mg4Al3)4,"Al, Hf, Mg",True,"Hf: 1 (Valence: 4), Mg: 4 (Valence: 2), Al: 3 (Valence: 3)",2.625
mp-1220664,Nb3AlCr8,"Al, Cr, Nb",True,"Nb: 3 (Valence: 5), Al: 1 (Valence: 3), Cr: 8 (Valence: 6)",5.5
mp-1185651,Mg16Al12Cd,"Al, Cd, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Cd: 1 (Valence: 12)",2.7586206896551726
mp-1185722,Mg16BeAl12,"Al, Be, Mg",True,"Mg: 16 (Valence: 2), Be: 1 (Valence: 2), Al: 12 (Valence: 3)",2.413793103448276
mp-1185724,Mg16MnAl12,"Al, Mg, Mn",True,"Mg: 16 (Valence: 2), Mn: 1 (Valence: 7), Al: 12 (Valence: 3)",2.586206896551724
mp-1185702,Mg16Al12Ru,"Al, Mg, Ru",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Ru: 1 (Valence: 8)",2.6206896551724137
mp-1215811,Zr3AlCo8,"Al, Co, Zr",True,"Zr: 3 (Valence: 4), Al: 1 (Valence: 3), Co: 8 (Valence: 9)",7.25
mp-1187115,Sr(Mg4Al3)4,"Al, Mg, Sr",True,"Sr: 1 (Valence: 2), Mg: 4 (Valence: 2), Al: 3 (Valence: 3)",2.375
mp-1215395,Zr3TiFe8,"Fe, Ti, Zr",True,"Zr: 3 (Valence: 4), Ti: 1 (Valence: 4), Fe: 8 (Valence: 8)",6.666666666666667
mp-1222568,Li3Ag3Sn2,"Ag, Li, Sn",True,"Li: 3 (Valence: 1), Ag: 3 (Valence: 11), Sn: 2 (Valence: 4)",5.5
mp-1215420,Zr3TaFe8,"Fe, Ta, Zr",True,"Zr: 3 (Valence: 4), Ta: 1 (Valence: 5), Fe: 8 (Valence: 8)",6.75
mp-1221431,MoPd2Rh,"Mo, Pd, Rh",True,"Mo: 1 (Valence: 6), Pd: 2 (Valence: 10), Rh: 1 (Valence: 9)",8.75
mp-975424,Rb(Mg4Al3)4,"Al, Mg, Rb",True,"Rb: 1 (Valence: 1), Mg: 4 (Valence: 2), Al: 3 (Valence: 3)",2.25
mp-1185709,Mg16Al12Sn,"Al, Mg, Sn",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Sn: 1 (Valence: 4)",2.4827586206896552
mp-1185712,Mg16Al12Tc,"Al, Mg, Tc",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Tc: 1 (Valence: 7)",2.586206896551724
mp-1185681,Mg16Al12Ir,"Al, Ir, Mg",True,"Mg: 16 (Valence: 2), Al: 12 (Valence: 3), Ir: 1 (Valence: 9)",2.6551724137931036
mp-1223423,La2MgNi9,"La, Mg, Ni",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2), Ni: 9 (Valence: 10)",8.166666666666666
mp-1215413,ZnCu2Ni,"Cu, Ni, Zn",True,"Zn: 1 (Valence: 12), Cu: 2 (Valence: 11), Ni: 1 (Valence: 10)",11.0
mp-1186062,Na(Mg4Al3)4,"Al, Mg, Na",True,"Na: 1 (Valence: 1), Mg: 4 (Valence: 2), Al: 3 (Valence: 3)",2.25
mp-1147766,Ca(AlSn)2,"Al, Ca, Sn",True,"Ca: 1 (Valence: 2), Al: 1 (Valence: 3), Sn: 1 (Valence: 4)",3.0
mp-1215230,ZrTiMn4,"Mn, Ti, Zr",True,"Zr: 1 (Valence: 4), Ti: 1 (Valence: 4), Mn: 4 (Valence: 7)",6.0
mp-1215291,ZrTiFe4,"Fe, Ti, Zr",True,"Zr: 1 (Valence: 4), Ti: 1 (Valence: 4), Fe: 4 (Valence: 8)",6.666666666666667
mp-1219015,Sn2Pd3Au,"Au, Pd, Sn",True,"Sn: 2 (Valence: 4), Pd: 3 (Valence: 10), Au: 1 (Valence: 11)",8.166666666666666
mp-1215298,ZrTaFe4,"Fe, Ta, Zr",True,"Zr: 1 (Valence: 4), Ta: 1 (Valence: 5), Fe: 4 (Valence: 8)",6.833333333333333
mp-1215221,ZrTiCr4,"Cr, Ti, Zr",True,"Zr: 1 (Valence: 4), Ti: 1 (Valence: 4), Cr: 4 (Valence: 6)",5.333333333333333
mp-29208,Ca(MgBi)2,"Bi, Ca, Mg",False,"Ca: 1 (Valence: 2), Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)",3.0
mp-1018782,Li3YBi2,"Bi, Li, Y",False,"Li: 3 (Valence: 1), Y: 1 (Valence: 3), Bi: 2 (Valence: 5)",2.6666666666666665
mp-1227348,Be4NbMo,"Be, Mo, Nb",True,"Be: 4 (Valence: 2), Nb: 1 (Valence: 5), Mo: 1 (Valence: 6)",3.1666666666666665
mp-1069695,Sr(MgBi)2,"Bi, Mg, Sr",False,"Sr: 1 (Valence: 2), Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)",3.0
mp-1218042,TaCo4Mo,"Co, Mo, Ta",True,"Ta: 1 (Valence: 5), Co: 4 (Valence: 9), Mo: 1 (Valence: 6)",7.833333333333333
mp-1227322,Bi2PdPt,"Bi, Pd, Pt",True,"Bi: 2 (Valence: 5), Pd: 1 (Valence: 10), Pt: 1 (Valence: 10)",7.5
mp-1227375,Be4CrMo,"Be, Cr, Mo",True,"Be: 4 (Valence: 2), Cr: 1 (Valence: 6), Mo: 1 (Valence: 6)",3.3333333333333335
mp-1220454,NbAlFe4,"Al, Fe, Nb",True,"Nb: 1 (Valence: 5), Al: 1 (Valence: 3), Fe: 4 (Valence: 8)",6.666666666666667
mp-1224401,HfTiFe4,"Fe, Hf, Ti",True,"Hf: 1 (Valence: 4), Ti: 1 (Valence: 4), Fe: 4 (Valence: 8)",6.666666666666667
mp-1215657,Zn9Ga3Mo2,"Ga, Mo, Zn",True,"Zn: 9 (Valence: 12), Ga: 3 (Valence: 3), Mo: 2 (Valence: 6)",9.214285714285714
mp-1206638,NiSn2Au,"Au, Ni, Sn",True,"Ni: 1 (Valence: 10), Sn: 2 (Valence: 4), Au: 1 (Valence: 11)",7.25
mp-1221536,Mn2SnPd3,"Mn, Pd, Sn",True,"Mn: 2 (Valence: 7), Sn: 1 (Valence: 4), Pd: 3 (Valence: 10)",8.0
mp-1228005,BaGaSn,"Ba, Ga, Sn",True,"Ba: 1 (Valence: 2), Ga: 1 (Valence: 3), Sn: 1 (Valence: 4)",3.0
mp-1227359,Be4AlCr,"Al, Be, Cr",True,"Be: 4 (Valence: 2), Al: 1 (Valence: 3), Cr: 1 (Valence: 6)",2.8333333333333335
mp-1198642,Y7Co6Sn23,"Co, Sn, Y",False,"Y: 7 (Valence: 3), Co: 6 (Valence: 9), Sn: 23 (Valence: 4)",4.638888888888889
mp-1018768,Li3LaBi2,"Bi, La, Li",False,"Li: 3 (Valence: 1), La: 1 (Valence: 3), Bi: 2 (Valence: 5)",2.6666666666666665
mp-29209,Ba(MgBi)2,"Ba, Bi, Mg",False,"Ba: 1 (Valence: 2), Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)",3.0
mp-1215929,YMgAl4,"Al, Mg, Y",True,"Y: 1 (Valence: 3), Mg: 1 (Valence: 2), Al: 4 (Valence: 3)",2.8333333333333335
mp-1211475,La4Al51W7,"Al, La, W",True,"La: 4 (Valence: 3), Al: 51 (Valence: 3), W: 7 (Valence: 6)",3.338709677419355
mp-1224427,HfTaFe4,"Fe, Hf, Ta",True,"Hf: 1 (Valence: 4), Ta: 1 (Valence: 5), Fe: 4 (Valence: 8)",6.833333333333333
mp-1208228,Ti3NbAl2,"Al, Nb, Ti",True,"Ti: 3 (Valence: 4), Nb: 1 (Valence: 5), Al: 2 (Valence: 3)",3.8333333333333335
mp-30174,Ca4Al51Cr7,"Al, Ca, Cr",True,"Ca: 4 (Valence: 2), Al: 51 (Valence: 3), Cr: 7 (Valence: 6)",3.274193548387097
mp-1217865,Ta19(Ni9Mo)2,"Mo, Ni, Ta",True,"Ta: 19 (Valence: 5), Ni: 9 (Valence: 10), Mo: 1 (Valence: 6)",6.586206896551724
mp-1215290,ZrNbFe4,"Fe, Nb, Zr",True,"Zr: 1 (Valence: 4), Nb: 1 (Valence: 5), Fe: 4 (Valence: 8)",6.833333333333333
mp-1218970,Sn2PdAu,"Au, Pd, Sn",True,"Sn: 2 (Valence: 4), Pd: 1 (Valence: 10), Au: 1 (Valence: 11)",7.25
mp-1217934,TaTiFe4,"Fe, Ta, Ti",True,"Ta: 1 (Valence: 5), Ti: 1 (Valence: 4), Fe: 4 (Valence: 8)",6.833333333333333
mp-1217980,TaBe4Mo,"Be, Mo, Ta",True,"Ta: 1 (Valence: 5), Be: 4 (Valence: 2), Mo: 1 (Valence: 6)",3.1666666666666665
mp-1229248,Ca65Ga24Sn19,"Ca, Ga, Sn",True,"Ca: 65 (Valence: 2), Ga: 24 (Valence: 3), Sn: 19 (Valence: 4)",2.574074074074074
mp-1216848,TiNbFe4,"Fe, Nb, Ti",True,"Ti: 1 (Valence: 4), Nb: 1 (Valence: 5), Fe: 4 (Valence: 8)",6.833333333333333
mp-1217935,TaFe4W,"Fe, Ta, W",True,"Ta: 1 (Valence: 5), Fe: 4 (Valence: 8), W: 1 (Valence: 6)",7.166666666666667
mp-1222031,Mn11Al4V,"Al, Mn, V",True,"Mn: 11 (Valence: 7), Al: 4 (Valence: 3), V: 1 (Valence: 5)",5.875
mp-1223802,Hf2Al3Zn,"Al, Hf, Zn",True,"Hf: 2 (Valence: 4), Al: 3 (Valence: 3), Zn: 1 (Valence: 12)",4.833333333333333
mp-30580,SrGaCu2,"Cu, Ga, Sr",False,"Sr: 1 (Valence: 2), Ga: 1 (Valence: 3), Cu: 2 (Valence: 11)",6.75
mp-1215478,Zr2VCo3,"Co, V, Zr",True,"Zr: 2 (Valence: 4), V: 1 (Valence: 5), Co: 3 (Valence: 9)",6.666666666666667
mp-1008511,BaGaCu2,"Ba, Cu, Ga",False,"Ba: 1 (Valence: 2), Ga: 1 (Valence: 3), Cu: 2 (Valence: 11)",6.75
mp-1188725,Y2Ga2Fe15,"Fe, Ga, Y",False,"Y: 2 (Valence: 3), Ga: 2 (Valence: 3), Fe: 15 (Valence: 8)",6.947368421052632
mp-1216057,Y2NiRu3,"Ni, Ru, Y",True,"Y: 2 (Valence: 3), Ni: 1 (Valence: 10), Ru: 3 (Valence: 8)",6.666666666666667
mp-1216066,Y2CoRu3,"Co, Ru, Y",True,"Y: 2 (Valence: 3), Co: 1 (Valence: 9), Ru: 3 (Valence: 8)",6.5
mp-1222754,LaYMg6,"La, Mg, Y",True,"La: 1 (Valence: 3), Y: 1 (Valence: 3), Mg: 6 (Valence: 2)",2.25
mp-1215554,Zr2FeCo3,"Co, Fe, Zr",True,"Zr: 2 (Valence: 4), Fe: 1 (Valence: 8), Co: 3 (Valence: 9)",7.166666666666667
mp-1219430,Sc2AlCo3,"Al, Co, Sc",True,"Sc: 2 (Valence: 3), Al: 1 (Valence: 3), Co: 3 (Valence: 9)",6.0
mp-1220689,Nb(ZnGa)3,"Ga, Nb, Zn",True,"Nb: 1 (Valence: 5), Zn: 1 (Valence: 12), Ga: 1 (Valence: 3)",6.666666666666667
mp-1224324,Hf2Al3Ag,"Ag, Al, Hf",True,"Hf: 2 (Valence: 4), Al: 3 (Valence: 3), Ag: 1 (Valence: 11)",4.666666666666667
mp-30416,Rb4Sn2Au7,"Au, Rb, Sn",False,"Rb: 4 (Valence: 1), Sn: 2 (Valence: 4), Au: 7 (Valence: 11)",6.846153846153846
mp-1188794,Y2Mn5Co12,"Co, Mn, Y",False,"Y: 2 (Valence: 3), Mn: 5 (Valence: 7), Co: 12 (Valence: 9)",7.842105263157895
mp-1216123,Y2Al3Fe,"Al, Fe, Y",True,"Y: 2 (Valence: 3), Al: 3 (Valence: 3), Fe: 1 (Valence: 8)",3.8333333333333335
mp-865990,Y3Al7Cu2,"Al, Cu, Y",True,"Y: 3 (Valence: 3), Al: 7 (Valence: 3), Cu: 2 (Valence: 11)",4.333333333333333
mp-1221389,Mn5Ni8Sn3,"Mn, Ni, Sn",True,"Mn: 5 (Valence: 7), Ni: 8 (Valence: 10), Sn: 3 (Valence: 4)",7.9375
mp-1215477,Zr2Al3Ni,"Al, Ni, Zr",True,"Zr: 2 (Valence: 4), Al: 3 (Valence: 3), Ni: 1 (Valence: 10)",4.5
mp-1215479,Zr2V3Fe,"Fe, V, Zr",True,"Zr: 2 (Valence: 4), V: 3 (Valence: 5), Fe: 1 (Valence: 8)",5.166666666666667
mp-1224327,Hf2Al3Au,"Al, Au, Hf",True,"Hf: 2 (Valence: 4), Al: 3 (Valence: 3), Au: 1 (Valence: 11)",4.666666666666667
mp-1227816,Ca3Mg2Ni13,"Ca, Mg, Ni",True,"Ca: 3 (Valence: 2), Mg: 2 (Valence: 2), Ni: 13 (Valence: 10)",7.777777777777778
mp-1215510,Zr2Al3Co,"Al, Co, Zr",True,"Zr: 2 (Valence: 4), Al: 3 (Valence: 3), Co: 1 (Valence: 9)",4.333333333333333
mp-1215552,Zr2AlFe3,"Al, Fe, Zr",True,"Zr: 2 (Valence: 4), Al: 1 (Valence: 3), Fe: 3 (Valence: 8)",5.833333333333333
mp-1215561,Zr2VNi3,"Ni, V, Zr",True,"Zr: 2 (Valence: 4), V: 1 (Valence: 5), Ni: 3 (Valence: 10)",7.166666666666667
mp-1223820,Hf2Al3Cu,"Al, Cu, Hf",True,"Hf: 2 (Valence: 4), Al: 3 (Valence: 3), Cu: 1 (Valence: 11)",4.666666666666667
mp-641101,K34(Zn4In17)5,"In, K, Zn",False,"K: 34 (Valence: 1), Zn: 4 (Valence: 12), In: 17 (Valence: 3)",2.418181818181818
mp-1215517,Zr2MnFe3,"Fe, Mn, Zr",True,"Zr: 2 (Valence: 4), Mn: 1 (Valence: 7), Fe: 3 (Valence: 8)",6.5
mp-1215491,Zr2Al3Cr,"Al, Cr, Zr",True,"Zr: 2 (Valence: 4), Al: 3 (Valence: 3), Cr: 1 (Valence: 6)",3.8333333333333335
mp-1228746,Ca43Al16Pb13,"Al, Ca, Pb",True,"Ca: 43 (Valence: 2), Al: 16 (Valence: 3), Pb: 13 (Valence: 4)",2.5833333333333335
mp-11430,Ca3Al7Ag2,"Ag, Al, Ca",False,"Ca: 3 (Valence: 2), Al: 7 (Valence: 3), Ag: 2 (Valence: 11)",4.083333333333333
mp-12695,CaMg2Ni9,"Ca, Mg, Ni",False,"Ca: 1 (Valence: 2), Mg: 2 (Valence: 2), Ni: 9 (Valence: 10)",8.0
mp-1102168,VCo2Ni,"Co, Ni, V",False,"V: 1 (Valence: 5), Co: 2 (Valence: 9), Ni: 1 (Valence: 10)",8.25
mp-510696,Cs4Sn2Au7,"Au, Cs, Sn",False,"Cs: 4 (Valence: 1), Sn: 2 (Valence: 4), Au: 7 (Valence: 11)",6.846153846153846
mp-1222119,MgAlCu,"Al, Cu, Mg",True,"Mg: 1 (Valence: 2), Al: 1 (Valence: 3), Cu: 1 (Valence: 11)",5.333333333333333
mp-10876,Ca3Al7Cu2,"Al, Ca, Cu",False,"Ca: 3 (Valence: 2), Al: 7 (Valence: 3), Cu: 2 (Valence: 11)",4.083333333333333
mp-570946,Na2Li5Sn4,"Li, Na, Sn",False,"Na: 2 (Valence: 1), Li: 5 (Valence: 1), Sn: 4 (Valence: 4)",2.090909090909091
mp-1221827,Mn3Ni4Sn,"Mn, Ni, Sn",True,"Mn: 3 (Valence: 7), Ni: 4 (Valence: 10), Sn: 1 (Valence: 4)",8.125
mp-1222143,Mg3InAg4,"Ag, In, Mg",True,"Mg: 3 (Valence: 2), In: 1 (Valence: 3), Ag: 4 (Valence: 11)",6.625
mp-1222617,Li2ZnCu3,"Cu, Li, Zn",True,"Li: 2 (Valence: 1), Zn: 1 (Valence: 12), Cu: 3 (Valence: 11)",7.833333333333333
mp-1215442,Zr2Al3Zn,"Al, Zn, Zr",True,"Zr: 2 (Valence: 4), Al: 3 (Valence: 3), Zn: 1 (Valence: 12)",4.833333333333333
mp-5134,LaMg2Ni9,"La, Mg, Ni",False,"La: 1 (Valence: 3), Mg: 2 (Valence: 2), Ni: 9 (Valence: 10)",8.083333333333334
mp-1215484,Zr2CoMo3,"Co, Mo, Zr",True,"Zr: 2 (Valence: 4), Co: 1 (Valence: 9), Mo: 3 (Valence: 6)",5.833333333333333
mp-1223215,La2MgAl3,"Al, La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2), Al: 3 (Valence: 3)",2.8333333333333335
mp-1221707,Mn9Al4V3,"Al, Mn, V",True,"Mn: 9 (Valence: 7), Al: 4 (Valence: 3), V: 3 (Valence: 5)",5.625
mp-1215528,Zr2Co3Mo,"Co, Mo, Zr",True,"Zr: 2 (Valence: 4), Co: 3 (Valence: 9), Mo: 1 (Valence: 6)",6.833333333333333
mp-568925,Ni2Sn4Au,"Au, Ni, Sn",False,"Ni: 2 (Valence: 10), Sn: 4 (Valence: 4), Au: 1 (Valence: 11)",6.714285714285714
mp-1221903,Mn7Ni8Sn,"Mn, Ni, Sn",True,"Mn: 7 (Valence: 7), Ni: 8 (Valence: 10), Sn: 1 (Valence: 4)",8.3125
mp-1217066,Ti2Be3Ga,"Be, Ga, Ti",True,"Ti: 2 (Valence: 4), Be: 3 (Valence: 2), Ga: 1 (Valence: 3)",2.8333333333333335
mp-1222087,Mn3Sn2Pd5,"Mn, Pd, Sn",True,"Mn: 3 (Valence: 7), Sn: 2 (Valence: 4), Pd: 5 (Valence: 10)",7.9
mp-1095547,ZrTi2Ni9,"Ni, Ti, Zr",False,"Zr: 1 (Valence: 4), Ti: 2 (Valence: 4), Ni: 9 (Valence: 10)",8.5
mp-1223828,Hf2Al3Ni,"Al, Hf, Ni",True,"Hf: 2 (Valence: 4), Al: 3 (Valence: 3), Ni: 1 (Valence: 10)",4.5
mp-1222673,Li2GaCu3,"Cu, Ga, Li",True,"Li: 2 (Valence: 1), Ga: 1 (Valence: 3), Cu: 3 (Valence: 11)",6.333333333333333
mp-1217985,Ta2MnV3,"Mn, Ta, V",True,"Ta: 2 (Valence: 5), Mn: 1 (Valence: 7), V: 3 (Valence: 5)",5.333333333333333
mp-571021,K5InPb8,"In, K, Pb",False,"K: 5 (Valence: 1), In: 1 (Valence: 3), Pb: 8 (Valence: 4)",2.857142857142857
mp-1221708,Mn5Al2V,"Al, Mn, V",True,"Mn: 5 (Valence: 7), Al: 2 (Valence: 3), V: 1 (Valence: 5)",5.75
mp-1216110,Y2AlFe3,"Al, Fe, Y",True,"Y: 2 (Valence: 3), Al: 1 (Valence: 3), Fe: 3 (Valence: 8)",5.5
mp-1216136,Y2AlCo3,"Al, Co, Y",True,"Y: 2 (Valence: 3), Al: 1 (Valence: 3), Co: 3 (Valence: 9)",6.0
mp-1190711,Sr2(ZnAu2)3,"Au, Sr, Zn",False,"Sr: 2 (Valence: 2), Zn: 1 (Valence: 12), Au: 2 (Valence: 11)",7.6
mp-1191197,Sr2(GaAu2)3,"Au, Ga, Sr",False,"Sr: 2 (Valence: 2), Ga: 1 (Valence: 3), Au: 2 (Valence: 11)",5.8
mp-1078304,Ca2AlPd2,"Al, Ca, Pd",False,"Ca: 2 (Valence: 2), Al: 1 (Valence: 3), Pd: 2 (Valence: 10)",5.4
mp-1078428,Ca2GaPt2,"Ca, Ga, Pt",False,"Ca: 2 (Valence: 2), Ga: 1 (Valence: 3), Pt: 2 (Valence: 10)",5.4
mp-20393,Sr2InPt2,"In, Pt, Sr",False,"Sr: 2 (Valence: 2), In: 1 (Valence: 3), Pt: 2 (Valence: 10)",5.4
mp-1078362,Ca2AlPt2,"Al, Ca, Pt",False,"Ca: 2 (Valence: 2), Al: 1 (Valence: 3), Pt: 2 (Valence: 10)",5.4
mp-581814,Ca21(Mn2Bi9)2,"Bi, Ca, Mn",False,"Ca: 21 (Valence: 2), Mn: 2 (Valence: 7), Bi: 9 (Valence: 5)",3.15625
mp-20792,Ca2InPd2,"Ca, In, Pd",False,"Ca: 2 (Valence: 2), In: 1 (Valence: 3), Pd: 2 (Valence: 10)",5.4
mp-20843,Sr2InPd2,"In, Pd, Sr",False,"Sr: 2 (Valence: 2), In: 1 (Valence: 3), Pd: 2 (Valence: 10)",5.4
mp-1078280,Ca2GaPd2,"Ca, Ga, Pd",False,"Ca: 2 (Valence: 2), Ga: 1 (Valence: 3), Pd: 2 (Valence: 10)",5.4
mp-1211291,Na20Zn7Sn12,"Na, Sn, Zn",True,"Na: 20 (Valence: 1), Zn: 7 (Valence: 12), Sn: 12 (Valence: 4)",3.8974358974358974
mp-1104604,Na2SrSn4,"Na, Sn, Sr",False,"Na: 2 (Valence: 1), Sr: 1 (Valence: 2), Sn: 4 (Valence: 4)",2.857142857142857
mp-680450,K2LiSn4,"K, Li, Sn",False,"K: 2 (Valence: 1), Li: 1 (Valence: 1), Sn: 4 (Valence: 4)",2.7142857142857144
mp-1196249,Ti11Ni9Pt4,"Ni, Pt, Ti",True,"Ti: 11 (Valence: 4), Ni: 9 (Valence: 10), Pt: 4 (Valence: 10)",7.25
mp-21885,Ca2InPt2,"Ca, In, Pt",False,"Ca: 2 (Valence: 2), In: 1 (Valence: 3), Pt: 2 (Valence: 10)",5.4
mp-571626,Mg3Ga7Co2,"Co, Ga, Mg",False,"Mg: 3 (Valence: 2), Ga: 7 (Valence: 3), Co: 2 (Valence: 9)",3.75
mp-1222193,Mg4CuNi,"Cu, Mg, Ni",True,"Mg: 4 (Valence: 2), Cu: 1 (Valence: 11), Ni: 1 (Valence: 10)",4.833333333333333
mp-1208338,TiMnSn4,"Mn, Sn, Ti",True,"Ti: 1 (Valence: 4), Mn: 1 (Valence: 7), Sn: 4 (Valence: 4)",4.5
mp-1220866,NaSn2Pd3,"Na, Pd, Sn",True,"Na: 1 (Valence: 1), Sn: 2 (Valence: 4), Pd: 3 (Valence: 10)",6.5
mp-1202432,K3Mg18Pb11,"K, Mg, Pb",False,"K: 3 (Valence: 1), Mg: 18 (Valence: 2), Pb: 11 (Valence: 4)",2.59375
mp-1204087,K3Mg18Sn11,"K, Mg, Sn",False,"K: 3 (Valence: 1), Mg: 18 (Valence: 2), Sn: 11 (Valence: 4)",2.59375
mp-1212154,La23Cd4Ir7,"Cd, Ir, La",True,"La: 23 (Valence: 3), Cd: 4 (Valence: 12), Ir: 7 (Valence: 9)",5.294117647058823
mp-1211976,La23Mg4Ir7,"Ir, La, Mg",True,"La: 23 (Valence: 3), Mg: 4 (Valence: 2), Ir: 7 (Valence: 9)",4.117647058823529
mp-1019104,CaSnHg,"Ca, Hg, Sn",False,"Ca: 1 (Valence: 2), Sn: 1 (Valence: 4), Hg: 1 (Valence: 12)",6.0
mp-1192970,Y8In3Co,"Co, In, Y",False,"Y: 8 (Valence: 3), In: 3 (Valence: 3), Co: 1 (Valence: 9)",3.5
