material_id,formula,elements,theoretical,valence_info,VEC_count
mp-1210716,Mg6NiSn,"Mg, Ni, Sn",True,"Mg: 6 (Valence: 2), Ni: 1 (Valence: 10), Sn: 1 (Valence: 4)",3.25
mp-31407,Ba5In4Bi5,"Ba, Bi, In",False,"Ba: 5 (Valence: 2), In: 4 (Valence: 3), Bi: 5 (Valence: 5)",3.357142857142857
mp-1225200,FeCoSn2,"Co, Fe, Sn",True,"Fe: 1 (Valence: 8), Co: 1 (Valence: 9), Sn: 2 (Valence: 4)",6.25
mp-1215564,ZnCuAu2,"Au, Cu, Zn",True,"Zn: 1 (Valence: 12), Cu: 1 (Valence: 11), Au: 2 (Valence: 11)",11.25
mp-607475,Zr4In5Co2,"Co, In, Zr",False,"Zr: 4 (Valence: 4), In: 5 (Valence: 3), Co: 2 (Valence: 9)",4.454545454545454
mp-1215609,ZnGa11Co4,"Co, Ga, Zn",True,"Zn: 1 (Valence: 12), Ga: 11 (Valence: 3), Co: 4 (Valence: 9)",5.0625
mp-1223301,La2Al3Cu7,"Al, Cu, La",True,"La: 2 (Valence: 3), Al: 3 (Valence: 3), Cu: 7 (Valence: 11)",7.666666666666667
mp-1227912,Ca11(Cd9Au2)2,"Au, Ca, Cd",True,"Ca: 11 (Valence: 2), Cd: 9 (Valence: 12), Au: 2 (Valence: 11)",6.909090909090909
mp-1225981,La2Al7Ni,"Al, La, Ni",True,"La: 2 (Valence: 3), Al: 7 (Valence: 3), Ni: 1 (Valence: 10)",3.7
mp-1223390,La6Al3Fe11,"Al, Fe, La",True,"La: 6 (Valence: 3), Al: 3 (Valence: 3), Fe: 11 (Valence: 8)",5.75
mp-1223645,La6Ga3Co11,"Co, Ga, La",True,"La: 6 (Valence: 3), Ga: 3 (Valence: 3), Co: 11 (Valence: 9)",6.3
mp-1055899,NbInNi,"In, Nb, Ni",True,"Nb: 1 (Valence: 5), In: 1 (Valence: 3), Ni: 1 (Valence: 10)",6.0
mp-1227349,BaZnIn3,"Ba, In, Zn",True,"Ba: 1 (Valence: 2), Zn: 1 (Valence: 12), In: 3 (Valence: 3)",4.6
mp-30805,SrNiSn3,"Ni, Sn, Sr",False,"Sr: 1 (Valence: 2), Ni: 1 (Valence: 10), Sn: 3 (Valence: 4)",4.8
mp-1201034,ZrGa2Co,"Co, Ga, Zr",False,"Zr: 1 (Valence: 4), Ga: 2 (Valence: 3), Co: 1 (Valence: 9)",4.75
mp-30433,BaSn3Pt,"Ba, Pt, Sn",False,"Ba: 1 (Valence: 2), Sn: 3 (Valence: 4), Pt: 1 (Valence: 10)",4.8
mp-1216850,TiCuNi,"Cu, Ni, Ti",True,"Ti: 1 (Valence: 4), Cu: 1 (Valence: 11), Ni: 1 (Valence: 10)",8.333333333333334
mp-1227345,BaTl3Au,"Au, Ba, Tl",True,"Ba: 1 (Valence: 2), Tl: 3 (Valence: 3), Au: 1 (Valence: 11)",4.4
mp-1227962,BaCd3Ga,"Ba, Cd, Ga",True,"Ba: 1 (Valence: 2), Cd: 3 (Valence: 12), Ga: 1 (Valence: 3)",8.2
mp-1218256,SrIn3Hg,"Hg, In, Sr",True,"Sr: 1 (Valence: 2), In: 3 (Valence: 3), Hg: 1 (Valence: 12)",4.6
mp-1200150,ZrGa2Ni,"Ga, Ni, Zr",False,"Zr: 1 (Valence: 4), Ga: 2 (Valence: 3), Ni: 1 (Valence: 10)",5.0
mp-30834,SrSn3Pd,"Pd, Sn, Sr",False,"Sr: 1 (Valence: 2), Sn: 3 (Valence: 4), Pd: 1 (Valence: 10)",4.8
mp-30269,HfGa2Ni,"Ga, Hf, Ni",False,"Hf: 1 (Valence: 4), Ga: 2 (Valence: 3), Ni: 1 (Valence: 10)",5.0
mp-1216602,Tl2Pd9Pb,"Pb, Pd, Tl",True,"Tl: 2 (Valence: 3), Pd: 9 (Valence: 10), Pb: 1 (Valence: 4)",8.333333333333334
mp-1227967,BaGa3Sn,"Ba, Ga, Sn",True,"Ba: 1 (Valence: 2), Ga: 3 (Valence: 3), Sn: 1 (Valence: 4)",3.0
mp-1068048,BaSn3Au,"Au, Ba, Sn",False,"Ba: 1 (Valence: 2), Sn: 3 (Valence: 4), Au: 1 (Valence: 11)",5.0
mp-1069603,LaAl3Au,"Al, Au, La",False,"La: 1 (Valence: 3), Al: 3 (Valence: 3), Au: 1 (Valence: 11)",4.6
mp-1215181,ZrTiCu,"Cu, Ti, Zr",True,"Zr: 1 (Valence: 4), Ti: 1 (Valence: 4), Cu: 1 (Valence: 11)",6.333333333333333
mp-1217777,SrZnIn3,"In, Sr, Zn",True,"Sr: 1 (Valence: 2), Zn: 1 (Valence: 12), In: 3 (Valence: 3)",4.6
mp-11879,BaNiSn3,"Ba, Ni, Sn",False,"Ba: 1 (Valence: 2), Ni: 1 (Valence: 10), Sn: 3 (Valence: 4)",4.8
mp-1070573,LaAl3Cu,"Al, Cu, La",False,"La: 1 (Valence: 3), Al: 3 (Valence: 3), Cu: 1 (Valence: 11)",4.6
mp-11269,BaSn3Pd,"Ba, Pd, Sn",False,"Ba: 1 (Valence: 2), Sn: 3 (Valence: 4), Pd: 1 (Valence: 10)",4.8
mp-1226791,CaAl3Au,"Al, Au, Ca",True,"Ca: 1 (Valence: 2), Al: 3 (Valence: 3), Au: 1 (Valence: 11)",4.4
mp-21660,HfGa2Co,"Co, Ga, Hf",False,"Hf: 1 (Valence: 4), Ga: 2 (Valence: 3), Co: 1 (Valence: 9)",4.75
mp-1218236,SrIn3Au,"Au, In, Sr",True,"Sr: 1 (Valence: 2), In: 3 (Valence: 3), Au: 1 (Valence: 11)",4.4
mp-1227072,CaGa3Pt,"Ca, Ga, Pt",True,"Ca: 1 (Valence: 2), Ga: 3 (Valence: 3), Pt: 1 (Valence: 10)",4.2
mp-1218359,SrAl3Ag,"Ag, Al, Sr",True,"Sr: 1 (Valence: 2), Al: 3 (Valence: 3), Ag: 1 (Valence: 11)",4.4
mp-1227995,BaIn3Pt,"Ba, In, Pt",True,"Ba: 1 (Valence: 2), In: 3 (Valence: 3), Pt: 1 (Valence: 10)",4.2
mp-1228096,K4Cu4Sn7,"Cu, K, Sn",True,"K: 4 (Valence: 1), Cu: 4 (Valence: 11), Sn: 7 (Valence: 4)",5.066666666666666
mp-1218786,Sr2Mg3In5,"In, Mg, Sr",True,"Sr: 2 (Valence: 2), Mg: 3 (Valence: 2), In: 5 (Valence: 3)",2.5
mp-1228403,Ba2Ga7Ag,"Ag, Ba, Ga",True,"Ba: 2 (Valence: 2), Ga: 7 (Valence: 3), Ag: 1 (Valence: 11)",3.6
mp-1223052,La2ZnBi4,"Bi, La, Zn",True,"La: 2 (Valence: 3), Zn: 1 (Valence: 12), Bi: 4 (Valence: 5)",5.428571428571429
mp-1220675,Nb2(AlGa)3,"Al, Ga, Nb",True,"Nb: 2 (Valence: 5), Al: 1 (Valence: 3), Ga: 1 (Valence: 3)",4.0
mp-1227351,Ca2Ga7Ag,"Ag, Ca, Ga",True,"Ca: 2 (Valence: 2), Ga: 7 (Valence: 3), Ag: 1 (Valence: 11)",3.6
mp-1223437,La2Ga7Co,"Co, Ga, La",True,"La: 2 (Valence: 3), Ga: 7 (Valence: 3), Co: 1 (Valence: 9)",3.6
mp-1223339,La2Ga5Cu3,"Cu, Ga, La",True,"La: 2 (Valence: 3), Ga: 5 (Valence: 3), Cu: 3 (Valence: 11)",5.4
mp-1218558,Sr4Sn9Au7,"Au, Sn, Sr",True,"Sr: 4 (Valence: 2), Sn: 9 (Valence: 4), Au: 7 (Valence: 11)",6.05
mp-1223453,La2Ga5Au3,"Au, Ga, La",True,"La: 2 (Valence: 3), Ga: 5 (Valence: 3), Au: 3 (Valence: 11)",5.4
mp-1215365,Zr5AlNi4,"Al, Ni, Zr",True,"Zr: 5 (Valence: 4), Al: 1 (Valence: 3), Ni: 4 (Valence: 10)",6.3
mp-571443,SrMgIn3,"In, Mg, Sr",False,"Sr: 1 (Valence: 2), Mg: 1 (Valence: 2), In: 3 (Valence: 3)",2.6
mp-1222026,Mn2GaNi,"Ga, Mn, Ni",True,"Mn: 2 (Valence: 7), Ga: 1 (Valence: 3), Ni: 1 (Valence: 10)",6.75
mp-1223040,LaGa3Ni,"Ga, La, Ni",True,"La: 1 (Valence: 3), Ga: 3 (Valence: 3), Ni: 1 (Valence: 10)",4.4
mp-1227390,BaTlIn3,"Ba, In, Tl",True,"Ba: 1 (Valence: 2), Tl: 1 (Valence: 3), In: 3 (Valence: 3)",2.8
mp-1215945,YGa3Cu,"Cu, Ga, Y",True,"Y: 1 (Valence: 3), Ga: 3 (Valence: 3), Cu: 1 (Valence: 11)",4.6
mp-1218230,SrInAu5,"Au, In, Sr",True,"Sr: 1 (Valence: 2), In: 1 (Valence: 3), Au: 5 (Valence: 11)",8.571428571428571
mp-1227881,BaMgIn3,"Ba, In, Mg",True,"Ba: 1 (Valence: 2), Mg: 1 (Valence: 2), In: 3 (Valence: 3)",2.6
mp-1222853,LaGa3Cu,"Cu, Ga, La",True,"La: 1 (Valence: 3), Ga: 3 (Valence: 3), Cu: 1 (Valence: 11)",4.6
mp-1222842,LaGa3Pd,"Ga, La, Pd",True,"La: 1 (Valence: 3), Ga: 3 (Valence: 3), Pd: 1 (Valence: 10)",4.4
mp-1222794,LaGa3Pt,"Ga, La, Pt",True,"La: 1 (Valence: 3), Ga: 3 (Valence: 3), Pt: 1 (Valence: 10)",4.4
mp-1215933,YAl3Ag,"Ag, Al, Y",True,"Y: 1 (Valence: 3), Al: 3 (Valence: 3), Ag: 1 (Valence: 11)",4.6
mp-30402,K(SnAu2)2,"Au, K, Sn",False,"K: 1 (Valence: 1), Sn: 1 (Valence: 4), Au: 2 (Valence: 11)",6.75
mp-1195947,K23(Sn3Au4)3,"Au, K, Sn",False,"K: 23 (Valence: 1), Sn: 3 (Valence: 4), Au: 4 (Valence: 11)",2.6333333333333333
mp-639910,Y(Sn3Ru2)2,"Ru, Sn, Y",False,"Y: 1 (Valence: 3), Sn: 3 (Valence: 4), Ru: 2 (Valence: 8)",5.166666666666667
mp-1206665,La(Sn3Ru2)2,"La, Ru, Sn",True,"La: 1 (Valence: 3), Sn: 3 (Valence: 4), Ru: 2 (Valence: 8)",5.166666666666667
mp-571599,Ba(BiPd)2,"Ba, Bi, Pd",False,"Ba: 1 (Valence: 2), Bi: 1 (Valence: 5), Pd: 1 (Valence: 10)",5.666666666666667
mp-1080049,Sr(ZnSn)2,"Sn, Sr, Zn",False,"Sr: 1 (Valence: 2), Zn: 1 (Valence: 12), Sn: 1 (Valence: 4)",6.0
mp-1199411,La3(GaRu)2,"Ga, La, Ru",False,"La: 3 (Valence: 3), Ga: 1 (Valence: 3), Ru: 1 (Valence: 8)",4.0
mp-567114,Sr(BiPd)2,"Bi, Pd, Sr",False,"Sr: 1 (Valence: 2), Bi: 1 (Valence: 5), Pd: 1 (Valence: 10)",5.666666666666667
mp-1223139,La4BiPb2,"Bi, La, Pb",True,"La: 4 (Valence: 3), Bi: 1 (Valence: 5), Pb: 2 (Valence: 4)",3.5714285714285716
mp-1223111,La4Bi2Pb,"Bi, La, Pb",True,"La: 4 (Valence: 3), Bi: 2 (Valence: 5), Pb: 1 (Valence: 4)",3.7142857142857144
mp-1223150,La4SnBi2,"Bi, La, Sn",True,"La: 4 (Valence: 3), Sn: 1 (Valence: 4), Bi: 2 (Valence: 5)",3.7142857142857144
mp-1213732,CrSn4Au,"Au, Cr, Sn",True,"Cr: 1 (Valence: 6), Sn: 4 (Valence: 4), Au: 1 (Valence: 11)",5.5
mp-1221656,MnAl2Ni,"Al, Mn, Ni",True,"Mn: 1 (Valence: 7), Al: 2 (Valence: 3), Ni: 1 (Valence: 10)",5.75
mp-1216906,TiInPd2,"In, Pd, Ti",True,"Ti: 1 (Valence: 4), In: 1 (Valence: 3), Pd: 2 (Valence: 10)",6.75
mp-1224169,HfTiRu2,"Hf, Ru, Ti",True,"Hf: 1 (Valence: 4), Ti: 1 (Valence: 4), Ru: 2 (Valence: 8)",6.0
mp-1221728,MnCrPt6,"Cr, Mn, Pt",True,"Mn: 1 (Valence: 7), Cr: 1 (Valence: 6), Pt: 6 (Valence: 10)",9.125
mp-1217016,TiAlCo2,"Al, Co, Ti",True,"Ti: 1 (Valence: 4), Al: 1 (Valence: 3), Co: 2 (Valence: 9)",6.25
mp-1063566,MgSc2Ru,"Mg, Ru, Sc",False,"Mg: 1 (Valence: 2), Sc: 2 (Valence: 3), Ru: 1 (Valence: 8)",4.0
mp-1221660,MnAl2Cu,"Al, Cu, Mn",True,"Mn: 1 (Valence: 7), Al: 2 (Valence: 3), Cu: 1 (Valence: 11)",6.0
mp-1215216,ZrNbAl6,"Al, Nb, Zr",True,"Zr: 1 (Valence: 4), Nb: 1 (Valence: 5), Al: 6 (Valence: 3)",3.375
mp-1206867,Sc2Ga8Co,"Co, Ga, Sc",True,"Sc: 2 (Valence: 3), Ga: 8 (Valence: 3), Co: 1 (Valence: 9)",3.5454545454545454
mp-1224798,Ga2CoNi,"Co, Ga, Ni",True,"Ga: 2 (Valence: 3), Co: 1 (Valence: 9), Ni: 1 (Valence: 10)",6.25
mp-1228540,Al2VNi9,"Al, Ni, V",True,"Al: 2 (Valence: 3), V: 1 (Valence: 5), Ni: 9 (Valence: 10)",8.416666666666666
mp-1101092,Y2In8Co,"Co, In, Y",False,"Y: 2 (Valence: 3), In: 8 (Valence: 3), Co: 1 (Valence: 9)",3.5454545454545454
mp-20551,GaCo2Ni,"Co, Ga, Ni",False,"Ga: 1 (Valence: 3), Co: 2 (Valence: 9), Ni: 1 (Valence: 10)",7.75
mp-1220329,NbAl6Mo,"Al, Mo, Nb",True,"Nb: 1 (Valence: 5), Al: 6 (Valence: 3), Mo: 1 (Valence: 6)",3.625
mp-1217044,TiAlNi6,"Al, Ni, Ti",True,"Ti: 1 (Valence: 4), Al: 1 (Valence: 3), Ni: 6 (Valence: 10)",8.375
mp-1221548,MnTlRh2,"Mn, Rh, Tl",True,"Mn: 1 (Valence: 7), Tl: 1 (Valence: 3), Rh: 2 (Valence: 9)",7.0
mp-1226004,CoNiPt2,"Co, Ni, Pt",True,"Co: 1 (Valence: 9), Ni: 1 (Valence: 10), Pt: 2 (Valence: 10)",9.75
mp-1222139,Mg4CdAg5,"Ag, Cd, Mg",True,"Mg: 4 (Valence: 2), Cd: 1 (Valence: 12), Ag: 5 (Valence: 11)",7.5
mp-1018799,MgSc3Ru2,"Mg, Ru, Sc",False,"Mg: 1 (Valence: 2), Sc: 3 (Valence: 3), Ru: 2 (Valence: 8)",4.5
mp-1217071,Ti2CuNi,"Cu, Ni, Ti",True,"Ti: 2 (Valence: 4), Cu: 1 (Valence: 11), Ni: 1 (Valence: 10)",7.25
mp-21479,LaIn5Rh,"In, La, Rh",False,"La: 1 (Valence: 3), In: 5 (Valence: 3), Rh: 1 (Valence: 9)",3.857142857142857
mp-1217893,TaNbAl6,"Al, Nb, Ta",True,"Ta: 1 (Valence: 5), Nb: 1 (Valence: 5), Al: 6 (Valence: 3)",3.5
mp-1224173,HfZn2Ga,"Ga, Hf, Zn",True,"Hf: 1 (Valence: 4), Zn: 2 (Valence: 12), Ga: 1 (Valence: 3)",7.75
mp-1217015,TiAl2V,"Al, Ti, V",True,"Ti: 1 (Valence: 4), Al: 2 (Valence: 3), V: 1 (Valence: 5)",3.75
mp-1218140,TaAl4Ni15,"Al, Ni, Ta",True,"Ta: 1 (Valence: 5), Al: 4 (Valence: 3), Ni: 15 (Valence: 10)",8.35
mp-639659,InCuPt2,"Cu, In, Pt",False,"In: 1 (Valence: 3), Cu: 1 (Valence: 11), Pt: 2 (Valence: 10)",8.5
mp-1207127,CuSnPd2,"Cu, Pd, Sn",True,"Cu: 1 (Valence: 11), Sn: 1 (Valence: 4), Pd: 2 (Valence: 10)",8.75
mp-1224993,FeCoPt2,"Co, Fe, Pt",True,"Fe: 1 (Valence: 8), Co: 1 (Valence: 9), Pt: 2 (Valence: 10)",9.25
mp-1025229,TiGa5Co,"Co, Ga, Ti",True,"Ti: 1 (Valence: 4), Ga: 5 (Valence: 3), Co: 1 (Valence: 9)",4.0
mp-1222424,Li3Tl2Cd,"Cd, Li, Tl",True,"Li: 3 (Valence: 1), Tl: 2 (Valence: 3), Cd: 1 (Valence: 12)",3.5
mp-1218003,TaAl2Ni9,"Al, Ni, Ta",True,"Ta: 1 (Valence: 5), Al: 2 (Valence: 3), Ni: 9 (Valence: 10)",8.416666666666666
mp-1224331,Hf4AgPd,"Ag, Hf, Pd",True,"Hf: 4 (Valence: 4), Ag: 1 (Valence: 11), Pd: 1 (Valence: 10)",6.166666666666667
mp-1215438,Zn2CuNi,"Cu, Ni, Zn",True,"Zn: 2 (Valence: 12), Cu: 1 (Valence: 11), Ni: 1 (Valence: 10)",11.25
mp-570863,CrCoPt2,"Co, Cr, Pt",False,"Cr: 1 (Valence: 6), Co: 1 (Valence: 9), Pt: 2 (Valence: 10)",8.75
mp-1228905,Al2FeCo,"Al, Co, Fe",True,"Al: 2 (Valence: 3), Fe: 1 (Valence: 8), Co: 1 (Valence: 9)",5.75
mp-1217022,TiAlAu2,"Al, Au, Ti",True,"Ti: 1 (Valence: 4), Al: 1 (Valence: 3), Au: 2 (Valence: 11)",7.25
mp-20911,LaIn5Ir,"In, Ir, La",False,"La: 1 (Valence: 3), In: 5 (Valence: 3), Ir: 1 (Valence: 9)",3.857142857142857
mp-1217285,TiAl4Ni15,"Al, Ni, Ti",True,"Ti: 1 (Valence: 4), Al: 4 (Valence: 3), Ni: 15 (Valence: 10)",8.3
mp-1215460,Zn2AgAu,"Ag, Au, Zn",True,"Zn: 2 (Valence: 12), Ag: 1 (Valence: 11), Au: 1 (Valence: 11)",11.5
mp-1228973,Al3ZnCr8,"Al, Cr, Zn",True,"Al: 3 (Valence: 3), Zn: 1 (Valence: 12), Cr: 8 (Valence: 6)",5.75
mp-1217891,TaTiAl6,"Al, Ta, Ti",True,"Ta: 1 (Valence: 5), Ti: 1 (Valence: 4), Al: 6 (Valence: 3)",3.375
mp-1222616,Li2TlHg,"Hg, Li, Tl",True,"Li: 2 (Valence: 1), Tl: 1 (Valence: 3), Hg: 1 (Valence: 12)",4.25
mp-1216351,VGaNi6,"Ga, Ni, V",True,"V: 1 (Valence: 5), Ga: 1 (Valence: 3), Ni: 6 (Valence: 10)",8.5
mp-1220476,NbAl2Ni9,"Al, Nb, Ni",True,"Nb: 1 (Valence: 5), Al: 2 (Valence: 3), Ni: 9 (Valence: 10)",8.416666666666666
mp-1025176,HfGa5Ni,"Ga, Hf, Ni",False,"Hf: 1 (Valence: 4), Ga: 5 (Valence: 3), Ni: 1 (Valence: 10)",4.142857142857143
mp-1217921,TaGaNi6,"Ga, Ni, Ta",True,"Ta: 1 (Valence: 5), Ga: 1 (Valence: 3), Ni: 6 (Valence: 10)",8.5
mp-1228186,Al4Ni3Pt,"Al, Ni, Pt",True,"Al: 4 (Valence: 3), Ni: 3 (Valence: 10), Pt: 1 (Valence: 10)",6.5
mp-1215496,ZnCdAg2,"Ag, Cd, Zn",True,"Zn: 1 (Valence: 12), Cd: 1 (Valence: 12), Ag: 2 (Valence: 11)",11.5
mp-1228135,Al5CuMo2,"Al, Cu, Mo",True,"Al: 5 (Valence: 3), Cu: 1 (Valence: 11), Mo: 2 (Valence: 6)",4.75
mp-1208235,Ti4(NbAl3)3,"Al, Nb, Ti",True,"Ti: 4 (Valence: 4), Nb: 1 (Valence: 5), Al: 3 (Valence: 3)",3.75
mp-1228906,AlCrFe2,"Al, Cr, Fe",True,"Al: 1 (Valence: 3), Cr: 1 (Valence: 6), Fe: 2 (Valence: 8)",6.25
mp-1222110,MnGa2Ni9,"Ga, Mn, Ni",True,"Mn: 1 (Valence: 7), Ga: 2 (Valence: 3), Ni: 9 (Valence: 10)",8.583333333333334
mp-1217098,Ti4CuAg,"Ag, Cu, Ti",True,"Ti: 4 (Valence: 4), Cu: 1 (Valence: 11), Ag: 1 (Valence: 11)",6.333333333333333
mp-1221572,MnInRh2,"In, Mn, Rh",True,"Mn: 1 (Valence: 7), In: 1 (Valence: 3), Rh: 2 (Valence: 9)",7.0
mp-1228554,Al2Ni9Pd,"Al, Ni, Pd",True,"Al: 2 (Valence: 3), Ni: 9 (Valence: 10), Pd: 1 (Valence: 10)",8.833333333333334
mp-1215228,ZrTi4Be5,"Be, Ti, Zr",True,"Zr: 1 (Valence: 4), Ti: 4 (Valence: 4), Be: 5 (Valence: 2)",3.0
mp-1215336,ZrAl6Mo,"Al, Mo, Zr",True,"Zr: 1 (Valence: 4), Al: 6 (Valence: 3), Mo: 1 (Valence: 6)",3.5
mp-1224791,GaNi2Pt,"Ga, Ni, Pt",True,"Ga: 1 (Valence: 3), Ni: 2 (Valence: 10), Pt: 1 (Valence: 10)",8.25
mp-644280,GaCuPt2,"Cu, Ga, Pt",False,"Ga: 1 (Valence: 3), Cu: 1 (Valence: 11), Pt: 2 (Valence: 10)",8.5
mp-1224944,GaCu4Ni15,"Cu, Ga, Ni",True,"Ga: 1 (Valence: 3), Cu: 4 (Valence: 11), Ni: 15 (Valence: 10)",9.85
mp-1217070,Ti2RePt,"Pt, Re, Ti",True,"Ti: 2 (Valence: 4), Re: 1 (Valence: 7), Pt: 1 (Valence: 10)",6.25
mp-1221982,MgZn4Ag5,"Ag, Mg, Zn",True,"Mg: 1 (Valence: 2), Zn: 4 (Valence: 12), Ag: 5 (Valence: 11)",10.5
mp-1208973,Sc2Ga8Ni,"Ga, Ni, Sc",True,"Sc: 2 (Valence: 3), Ga: 8 (Valence: 3), Ni: 1 (Valence: 10)",3.6363636363636362
mp-3702,FeCuPt2,"Cu, Fe, Pt",False,"Fe: 1 (Valence: 8), Cu: 1 (Valence: 11), Pt: 2 (Valence: 10)",9.75
mp-1221702,MnAlRh2,"Al, Mn, Rh",True,"Mn: 1 (Valence: 7), Al: 1 (Valence: 3), Rh: 2 (Valence: 9)",7.0
mp-1229119,Al(Ni4Pt)3,"Al, Ni, Pt",True,"Al: 1 (Valence: 3), Ni: 4 (Valence: 10), Pt: 1 (Valence: 10)",8.833333333333334
mp-1228938,AlCuNi6,"Al, Cu, Ni",True,"Al: 1 (Valence: 3), Cu: 1 (Valence: 11), Ni: 6 (Valence: 10)",9.25
mp-30493,ZnCdPt2,"Cd, Pt, Zn",False,"Zn: 1 (Valence: 12), Cd: 1 (Valence: 12), Pt: 2 (Valence: 10)",11.0
mp-1228972,AlCoNi6,"Al, Co, Ni",True,"Al: 1 (Valence: 3), Co: 1 (Valence: 9), Ni: 6 (Valence: 10)",9.0
mp-1224968,FeNiPt2,"Fe, Ni, Pt",True,"Fe: 1 (Valence: 8), Ni: 1 (Valence: 10), Pt: 2 (Valence: 10)",9.5
mp-1217017,TiAl6Mo,"Al, Mo, Ti",True,"Ti: 1 (Valence: 4), Al: 6 (Valence: 3), Mo: 1 (Valence: 6)",3.5
mp-1217067,Ti2ReOs,"Os, Re, Ti",True,"Ti: 2 (Valence: 4), Re: 1 (Valence: 7), Os: 1 (Valence: 8)",5.75
mp-1215448,Zn2PdAu,"Au, Pd, Zn",True,"Zn: 2 (Valence: 12), Pd: 1 (Valence: 10), Au: 1 (Valence: 11)",11.25
mp-1213092,CuSnPd2,"Cu, Pd, Sn",True,"Cu: 1 (Valence: 11), Sn: 1 (Valence: 4), Pd: 2 (Valence: 10)",8.75
mp-1216661,TiZnCu2,"Cu, Ti, Zn",True,"Ti: 1 (Valence: 4), Zn: 1 (Valence: 12), Cu: 2 (Valence: 11)",9.5
mp-1224303,HfAl2Zn,"Al, Hf, Zn",True,"Hf: 1 (Valence: 4), Al: 2 (Valence: 3), Zn: 1 (Valence: 12)",5.5
mp-1223211,La2MgAl,"Al, La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2), Al: 1 (Valence: 3)",2.75
mp-30919,LaGa6Pd,"Ga, La, Pd",False,"La: 1 (Valence: 3), Ga: 6 (Valence: 3), Pd: 1 (Valence: 10)",3.875
mp-1228913,Al2CoNi,"Al, Co, Ni",True,"Al: 2 (Valence: 3), Co: 1 (Valence: 9), Ni: 1 (Valence: 10)",6.25
mp-1025375,YGa5Co,"Co, Ga, Y",False,"Y: 1 (Valence: 3), Ga: 5 (Valence: 3), Co: 1 (Valence: 9)",3.857142857142857
mp-1222144,Mg2AgPd,"Ag, Mg, Pd",True,"Mg: 2 (Valence: 2), Ag: 1 (Valence: 11), Pd: 1 (Valence: 10)",6.25
mp-30593,ZnCu2Ni,"Cu, Ni, Zn",False,"Zn: 1 (Valence: 12), Cu: 2 (Valence: 11), Ni: 1 (Valence: 10)",11.0
mp-1025241,ScGa5Fe,"Fe, Ga, Sc",True,"Sc: 1 (Valence: 3), Ga: 5 (Valence: 3), Fe: 1 (Valence: 8)",3.7142857142857144
mp-1025242,ScGa5Co,"Co, Ga, Sc",True,"Sc: 1 (Valence: 3), Ga: 5 (Valence: 3), Co: 1 (Valence: 9)",3.857142857142857
mp-1216894,TiCuNi2,"Cu, Ni, Ti",True,"Ti: 1 (Valence: 4), Cu: 1 (Valence: 11), Ni: 2 (Valence: 10)",8.75
mp-1224940,Ga3Ni12Sn,"Ga, Ni, Sn",True,"Ga: 3 (Valence: 3), Ni: 12 (Valence: 10), Sn: 1 (Valence: 4)",8.3125
mp-1066921,MnGaNi2,"Ga, Mn, Ni",True,"Mn: 1 (Valence: 7), Ga: 1 (Valence: 3), Ni: 2 (Valence: 10)",7.5
mp-1224309,HfGa2Ag,"Ag, Ga, Hf",True,"Hf: 1 (Valence: 4), Ga: 2 (Valence: 3), Ag: 1 (Valence: 11)",5.25
mp-1224529,HfInNi2,"Hf, In, Ni",True,"Hf: 1 (Valence: 4), In: 1 (Valence: 3), Ni: 2 (Valence: 10)",6.75
mp-1224492,HfInPd2,"Hf, In, Pd",True,"Hf: 1 (Valence: 4), In: 1 (Valence: 3), Pd: 2 (Valence: 10)",6.75
mp-12550,AlCuPt2,"Al, Cu, Pt",False,"Al: 1 (Valence: 3), Cu: 1 (Valence: 11), Pt: 2 (Valence: 10)",8.5
mp-1221948,MnGaIr2,"Ga, Ir, Mn",True,"Mn: 1 (Valence: 7), Ga: 1 (Valence: 3), Ir: 2 (Valence: 9)",7.0
mp-1224456,HfInPt2,"Hf, In, Pt",True,"Hf: 1 (Valence: 4), In: 1 (Valence: 3), Pt: 2 (Valence: 10)",6.75
mp-1191866,Y4Ga16Co3,"Co, Ga, Y",False,"Y: 4 (Valence: 3), Ga: 16 (Valence: 3), Co: 3 (Valence: 9)",3.782608695652174
mp-11300,TiCdHg2,"Cd, Hg, Ti",False,"Ti: 1 (Valence: 4), Cd: 1 (Valence: 12), Hg: 2 (Valence: 12)",10.0
mp-1216876,TiGaNi6,"Ga, Ni, Ti",True,"Ti: 1 (Valence: 4), Ga: 1 (Valence: 3), Ni: 6 (Valence: 10)",8.375
mp-1207090,CuSnPd2,"Cu, Pd, Sn",True,"Cu: 1 (Valence: 11), Sn: 1 (Valence: 4), Pd: 2 (Valence: 10)",8.75
mp-1228126,Al5CuW2,"Al, Cu, W",True,"Al: 5 (Valence: 3), Cu: 1 (Valence: 11), W: 2 (Valence: 6)",4.75
mp-1228921,Al3Ni2Pt,"Al, Ni, Pt",True,"Al: 3 (Valence: 3), Ni: 2 (Valence: 10), Pt: 1 (Valence: 10)",6.5
mp-1221932,MgZnAg2,"Ag, Mg, Zn",True,"Mg: 1 (Valence: 2), Zn: 1 (Valence: 12), Ag: 2 (Valence: 11)",9.0
mp-1223230,La2AlZn,"Al, La, Zn",True,"La: 2 (Valence: 3), Al: 1 (Valence: 3), Zn: 1 (Valence: 12)",5.25
