material_id,formula,elements,theoretical,valence_info
mp-1094469,Mg2Zn,"Mg, Zn",True,
mp-1094450,Mg5Zn,"Mg, Zn",True,
mp-1094455,Mg2Zn,"Mg, Zn",True,
mp-1094437,Mg2Zn,"Mg, Zn",True,
mp-1016279,Mg7Zn,"Mg, Zn",True,
mp-1094862,MgZn,"Mg, Zn",True,
mp-1094427,Mg3Zn,"Mg, Zn",True,
mp-1094505,MgZn,"Mg, Zn",True,
mp-1094473,Mg5Zn,"Mg, Zn",True,
mp-1094421,Mg2Zn,"Mg, Zn",True,
mp-1094468,Mg2Zn,"Mg, Zn",True,
mp-1094465,Mg2Zn,"Mg, Zn",True,
mp-1094503,Mg2Zn,"Mg, Zn",True,
mp-1094464,Mg3Zn,"Mg, Zn",True,
mp-1185642,Mg149Zn,"Mg, Zn",True,
mp-1094445,MgZn,"Mg, Zn",True,
mp-1094459,Mg5Zn,"Mg, Zn",True,
mp-1094434,Mg5Zn,"Mg, Zn",True,
mp-1094475,MgZn,"Mg, Zn",True,
mp-1094433,Mg3Zn,"Mg, Zn",True,
mp-1094435,MgZn,"Mg, Zn",True,
mp-1094490,MgZn,"Mg, Zn",True,
mp-1094438,Mg2Zn,"Mg, Zn",True,
mp-1094422,Mg2Zn,"Mg, Zn",True,
mp-1094791,Mg3Zn,"Mg, Zn",True,
mp-1023616,Mg15Zn,"Mg, Zn",True,
mp-1094425,Mg5Zn,"Mg, Zn",True,
mp-2415538,MgZn,"Mg, Zn",True,
mp-1094431,Mg2Zn,"Mg, Zn",True,
mp-1094489,Mg2Zn,"Mg, Zn",True,
mp-978269,MgZn2,"Mg, Zn",True,
mp-1094483,MgZn2,"Mg, Zn",True,
mp-1124,MgZn2,"Mg, Zn",False,
mp-1094198,MgZn2,"Mg, Zn",True,
mp-1094461,MgZn2,"Mg, Zn",True,
mp-1094867,MgZn3,"Mg, Zn",True,
mp-1094476,MgZn3,"Mg, Zn",True,
mp-1094478,MgZn3,"Mg, Zn",True,
mp-1094741,MgZn3,"Mg, Zn",True,
mp-1094430,MgZn3,"Mg, Zn",True,
mp-580931,MgZn5,"Mg, Zn",False,
mp-1094485,MgZn5,"Mg, Zn",True,
mp-1094194,MgZn5,"Mg, Zn",True,
mp-1094462,MgZn5,"Mg, Zn",True,
mp-1094484,MgZn5,"Mg, Zn",True,
mp-680671,Mg4Zn7,"Mg, Zn",True,
mp-935148,Mg4Zn7,"Mg, Zn",True,
mp-30784,Mg2Zn11,"Mg, Zn",False,
mp-570025,Mg21Zn25,"Mg, Zn",False,
mp-1016252,Mg7Ga,"Ga, Mg",True,
mp-1094849,MgGa,"Ga, Mg",True,
mp-1094674,Mg2Ga,"Ga, Mg",True,
mp-1094650,MgGa,"Ga, Mg",True,
mp-1094649,Mg2Ga,"Ga, Mg",True,
mp-1094883,MgGa,"Ga, Mg",True,
mp-1094634,Mg2Ga,"Ga, Mg",True,
mp-1094850,MgGa,"Ga, Mg",True,
mp-30650,Mg2Ga,"Ga, Mg",False,
mp-1094652,Mg3Ga,"Ga, Mg",True,
mp-1094632,MgGa,"Ga, Mg",True,
mp-1016221,Mg3Ga,"Ga, Mg",True,
mp-1094643,MgGa,"Ga, Mg",True,
mp-1094626,Mg5Ga,"Ga, Mg",True,
mp-1094648,MgGa,"Ga, Mg",True,
mp-1094863,MgGa,"Ga, Mg",True,
mp-1094631,Mg5Ga,"Ga, Mg",True,
mp-1094671,Mg2Ga,"Ga, Mg",True,
mp-978281,Mg3Ga,"Ga, Mg",True,
mp-1094621,MgGa,"Ga, Mg",True,
mp-1094854,Mg3Ga,"Ga, Mg",True,
mp-1094619,Mg2Ga,"Ga, Mg",True,
mp-1094612,Mg5Ga,"Ga, Mg",True,
mp-1094657,Mg5Ga,"Ga, Mg",True,
mp-1094667,MgGa,"Ga, Mg",True,
mp-1094656,Mg2Ga,"Ga, Mg",True,
mp-1094608,Mg3Ga,"Ga, Mg",True,
mp-1094642,Mg2Ga,"Ga, Mg",True,
mp-574266,MgGa,"Ga, Mg",False,
mp-1023503,Mg15Ga,"Ga, Mg",True,
mp-1094617,MgGa,"Ga, Mg",True,
mp-1094613,Mg2Ga,"Ga, Mg",True,
mp-1094610,Mg2Ga,"Ga, Mg",True,
mp-978280,Mg3Ga,"Ga, Mg",True,
mp-1094633,Mg3Ga,"Ga, Mg",True,
mp-1094637,MgGa,"Ga, Mg",True,
mp-1094658,Mg2Ga,"Ga, Mg",True,
mp-1094635,Mg2Ga,"Ga, Mg",True,
mp-1094653,Mg2Ga,"Ga, Mg",True,
mp-1094606,Mg5Ga,"Ga, Mg",True,
mp-1094661,MgGa,"Ga, Mg",True,
mp-1094729,MgGa,"Ga, Mg",True,
mp-1185597,Mg149Ga,"Ga, Mg",True,
mp-1094622,MgGa2,"Ga, Mg",True,
mp-1094644,MgGa2,"Ga, Mg",True,
mp-1094624,MgGa2,"Ga, Mg",True,
mp-1770,Mg5Ga2,"Ga, Mg",False,
mp-1094682,MgGa2,"Ga, Mg",True,
mp-1094630,MgGa2,"Ga, Mg",True,
mp-1094640,MgGa2,"Ga, Mg",True,
mp-1094616,MgGa2,"Ga, Mg",True,
mp-1094659,MgGa2,"Ga, Mg",True,
mp-1094629,MgGa2,"Ga, Mg",True,
mp-30651,MgGa2,"Ga, Mg",False,
mp-1094646,MgGa2,"Ga, Mg",True,
mp-567539,MgGa2,"Ga, Mg",False,
mp-1094950,MgGa3,"Ga, Mg",True,
mp-1094969,MgGa3,"Ga, Mg",True,
mp-1094660,MgGa3,"Ga, Mg",True,
mp-1094645,MgGa3,"Ga, Mg",True,
mp-1185866,MgGa3,"Ga, Mg",True,
mp-1094614,MgGa3,"Ga, Mg",True,
mp-1094971,MgGa3,"Ga, Mg",True,
mp-1094651,MgGa5,"Ga, Mg",True,
mp-1094618,MgGa5,"Ga, Mg",True,
mp-1094662,MgGa5,"Ga, Mg",True,
mp-27668,Mg2Ga5,"Ga, Mg",False,
mp-1094638,MgGa5,"Ga, Mg",True,
mp-1094639,MgGa5,"Ga, Mg",True,
mp-1187343,RbMg149,"Mg, Rb",True,
mp-1094491,SrMg2,"Mg, Sr",True,
mp-1094338,SrMg3,"Mg, Sr",True,
mp-1188044,SrMg149,"Mg, Sr",True,
mp-1023511,SrMg15,"Mg, Sr",True,
mp-1094320,SrMg3,"Mg, Sr",True,
mp-1094880,SrMg,"Mg, Sr",True,
mp-1094308,SrMg,"Mg, Sr",True,
mp-567526,SrMg4,"Mg, Sr",False,
mp-971944,SrMg3,"Mg, Sr",True,
mp-2564,SrMg,"Mg, Sr",False,
mp-1094274,SrMg,"Mg, Sr",True,
mp-981214,SrMg5,"Mg, Sr",True,
mp-1187198,SrMg2,"Mg, Sr",True,
mp-1094299,SrMg,"Mg, Sr",True,
mp-1094271,SrMg,"Mg, Sr",True,
mp-1094310,SrMg2,"Mg, Sr",True,
mp-2572,SrMg2,"Mg, Sr",False,
mp-1116,Sr2Mg17,"Mg, Sr",False,
mp-1100783,Sr2Mg,"Mg, Sr",True,
mp-1094285,Sr2Mg,"Mg, Sr",True,
mp-1187100,Sr2Mg,"Mg, Sr",True,
mp-1094281,Sr2Mg,"Mg, Sr",True,
mp-1097933,Sr2Mg,"Mg, Sr",True,
mp-1094352,Sr2Mg,"Mg, Sr",True,
mp-1397279,Sr2Mg,"Mg, Sr",True,
mp-1094317,Sr2Mg,"Mg, Sr",True,
mp-1094288,Sr2Mg,"Mg, Sr",True,
mp-1094293,Sr3Mg,"Mg, Sr",True,
mp-1094309,Sr3Mg,"Mg, Sr",True,
mp-1094297,Sr3Mg,"Mg, Sr",True,
mp-1094786,Sr3Mg,"Mg, Sr",True,
mp-1094360,Sr5Mg,"Mg, Sr",True,
mp-1094530,Sr5Mg,"Mg, Sr",True,
mp-1094292,Sr5Mg,"Mg, Sr",True,
mp-1094372,Sr5Mg,"Mg, Sr",True,
mp-1094314,Sr5Mg,"Mg, Sr",True,
mp-30782,Sr6Mg23,"Mg, Sr",False,
mp-30783,Sr9Mg38,"Mg, Sr",False,
mp-1094447,YMg,"Mg, Y",True,
mp-1187860,YMg2,"Mg, Y",True,
mp-1094403,YMg2,"Mg, Y",True,
mp-1094418,YMg2,"Mg, Y",True,
mp-1094442,YMg5,"Mg, Y",True,
mp-1094452,YMg,"Mg, Y",True,
mp-1094482,YMg5,"Mg, Y",True,
mp-1094404,YMg2,"Mg, Y",True,
mp-1023510,YMg15,"Mg, Y",True,
mp-615,YMg,"Mg, Y",False,
mp-1188082,YMg149,"Mg, Y",True,
mp-1094405,YMg5,"Mg, Y",True,
mp-971794,YMg3,"Mg, Y",True,
mp-1100166,YMg3,"Mg, Y",True,
mp-11499,YMg2,"Mg, Y",False,
mp-1094701,YMg,"Mg, Y",True,
mp-865376,YMg3,"Mg, Y",True,
mp-1016277,YMg7,"Mg, Y",True,
mp-1079382,YMg7,"Mg, Y",True,
mp-1094454,YMg2,"Mg, Y",True,
mp-981252,YMg5,"Mg, Y",True,
mp-1100191,YMg5,"Mg, Y",True,
mp-1094531,Y2Mg,"Mg, Y",True,
mp-1094389,Y2Mg,"Mg, Y",True,
mp-1094424,Y2Mg,"Mg, Y",True,
mp-1387551,Y2Mg,"Mg, Y",True,
mp-1094419,Y2Mg,"Mg, Y",True,
mp-865583,Y2Mg,"Mg, Y",True,
mp-1094397,Y3Mg,"Mg, Y",True,
mp-1094449,Y3Mg,"Mg, Y",True,
mp-1216163,Y4Mg25,"Mg, Y",True,
mp-1094415,Y5Mg,"Mg, Y",True,
mp-1988,Y5Mg24,"Mg, Y",False,
mp-1094375,Y5Mg,"Mg, Y",True,
mp-1216435,Y11Mg76,"Mg, Y",True,
mp-1217184,Y19Mg97,"Mg, Y",True,
mp-1094792,Mg3Zr,"Mg, Zr",True,
mp-1023619,Mg15Zr,"Mg, Zr",True,
mp-1094974,MgZr,"Mg, Zr",True,
mp-1094479,MgZr,"Mg, Zr",True,
mp-1185655,Mg149Zr,"Mg, Zr",True,
mp-1094466,Mg3Zr,"Mg, Zr",True,
mp-1094882,MgZr,"Mg, Zr",True,
mp-1016284,Mg7Zr,"Mg, Zr",True,
mp-1061732,MgZr2,"Mg, Zr",False,
mp-1094768,MgZr3,"Mg, Zr",True,
mp-1094472,MgZr3,"Mg, Zr",True,
mp-978270,MgZr3,"Mg, Zr",True,
mp-1185589,Mg149Nb,"Mg, Nb",True,
mp-1023502,Mg15Nb,"Mg, Nb",True,
mp-1185565,Mg149Mo,"Mg, Mo",True,
mp-1185636,Mg149Tc,"Mg, Tc",True,
mp-1185555,Mg149Ru,"Mg, Ru",True,
mp-625,Mg3Ru2,"Mg, Ru",False,
mp-1185582,Mg149Rh,"Mg, Rh",True,
mp-542429,Mg3Rh,"Mg, Rh",False,
mp-1172,MgRh,"Mg, Rh",False,
mp-12693,Mg2Rh,"Mg, Rh",False,
mp-30778,Mg5Rh2,"Mg, Rh",False,
mp-865611,MgRh3,"Mg, Rh",True,
mp-977273,MgRh5,"Mg, Rh",True,
mp-570153,Mg44Rh7,"Mg, Rh",False,
mp-1079229,Mg3Pd,"Mg, Pd",False,
mp-18316,Mg2Pd,"Mg, Pd",False,
mp-18712,Mg3Pd,"Mg, Pd",False,
mp-506,MgPd,"Mg, Pd",False,
mp-1185580,Mg149Pd,"Mg, Pd",True,
mp-1185771,Mg2Pd,"Mg, Pd",True,
mp-1185816,Mg5Pd,"Mg, Pd",True,
mp-12741,MgPd2,"Mg, Pd",False,
mp-2406,Mg5Pd2,"Mg, Pd",False,
mp-12742,MgPd3,"Mg, Pd",False,
mp-1185927,MgPd3,"Mg, Pd",True,
mp-7753,MgPd3,"Mg, Pd",False,
mp-1185939,MgPd3,"Mg, Pd",True,
mp-1212554,Mg29Pd4,"Mg, Pd",True,
mp-1210703,Mg3Pd5,"Mg, Pd",True,
mp-977059,MgPd5,"Mg, Pd",True,
mp-976976,MgPd5,"Mg, Pd",True,
mp-864952,Mg3Ag,"Ag, Mg",True,
mp-2696,MgAg,"Ag, Mg",False,
mp-1185809,Mg5Ag,"Ag, Mg",True,
mp-1185801,Mg5Ag,"Ag, Mg",True,
mp-1185591,Mg149Ag,"Ag, Mg",True,
mp-1185802,Mg5Ag,"Ag, Mg",True,
mp-1185807,Mg5Ag,"Ag, Mg",True,
mp-1185756,Mg2Ag,"Ag, Mg",True,
mp-1185748,Mg2Ag,"Ag, Mg",True,
mp-1185754,Mg2Ag,"Ag, Mg",True,
mp-1185823,MgAg2,"Ag, Mg",True,
mp-1185840,MgAg2,"Ag, Mg",True,
mp-1185842,MgAg2,"Ag, Mg",True,
mp-1185822,MgAg2,"Ag, Mg",True,
mp-1185836,MgAg3,"Ag, Mg",True,
mp-30351,MgAg3,"Ag, Mg",False,
mp-864934,MgAg3,"Ag, Mg",True,
mp-1222034,MgAg4,"Ag, Mg",True,
mp-1185839,MgAg5,"Ag, Mg",True,
mp-1185833,MgAg5,"Ag, Mg",True,
mp-1210857,Mg26Ag7,"Ag, Mg",True,
mp-678,Mg54Ag17,"Ag, Mg",False,
mp-978273,Mg3Cd,"Cd, Mg",True,
mp-1039495,Mg2Cd,"Cd, Mg",True,
mp-1039293,Mg3Cd,"Cd, Mg",True,
mp-1038832,Mg3Cd,"Cd, Mg",True,
mp-1016237,Mg3Cd,"Cd, Mg",True,
mp-1094936,Mg2Cd,"Cd, Mg",True,
mp-1038814,MgCd,"Cd, Mg",True,
mp-1094951,Mg5Cd,"Cd, Mg",True,
mp-1016253,Mg7Cd,"Cd, Mg",True,
mp-1039426,Mg3Cd,"Cd, Mg",True,
mp-1094927,Mg2Cd,"Cd, Mg",True,
mp-1039124,MgCd,"Cd, Mg",True,
mp-1094704,Mg5Cd,"Cd, Mg",True,
mp-1039471,MgCd,"Cd, Mg",True,
mp-1039164,MgCd,"Cd, Mg",True,
mp-1038972,MgCd,"Cd, Mg",True,
mp-1038944,MgCd,"Cd, Mg",True,
mp-1185581,Mg149Cd,"Cd, Mg",True,
mp-1094796,Mg5Cd,"Cd, Mg",True,
mp-1039026,Mg2Cd,"Cd, Mg",True,
mp-1094909,Mg2Cd,"Cd, Mg",True,
mp-1094985,Mg2Cd,"Cd, Mg",True,
mp-11307,MgCd,"Cd, Mg",False,
mp-1038767,MgCd,"Cd, Mg",True,
mp-1094911,Mg2Cd,"Cd, Mg",True,
mp-1039186,MgCd,"Cd, Mg",True,
mp-1039222,MgCd,"Cd, Mg",True,
mp-30490,Mg3Cd,"Cd, Mg",False,
mp-1039255,Mg2Cd,"Cd, Mg",True,
mp-1094697,Mg2Cd,"Cd, Mg",True,
mp-1094776,Mg2Cd,"Cd, Mg",True,
mp-1094907,Mg2Cd,"Cd, Mg",True,
mp-1094747,Mg2Cd,"Cd, Mg",True,
mp-1039434,Mg5Cd,"Cd, Mg",True,
mp-978274,MgCd,"Cd, Mg",True,
mp-1039463,MgCd,"Cd, Mg",True,
mp-1039055,Mg3Cd,"Cd, Mg",True,
mp-1039319,Mg2Cd,"Cd, Mg",True,
mp-1039246,MgCd,"Cd, Mg",True,
mp-1038829,MgCd,"Cd, Mg",True,
mp-1023489,Mg15Cd,"Cd, Mg",True,
mp-1038785,MgCd2,"Cd, Mg",True,
mp-1039204,MgCd2,"Cd, Mg",True,
mp-1094757,MgCd2,"Cd, Mg",True,
mp-1038797,MgCd2,"Cd, Mg",True,
mp-1094901,MgCd2,"Cd, Mg",True,
mp-1039543,MgCd2,"Cd, Mg",True,
mp-1094694,MgCd2,"Cd, Mg",True,
mp-1038882,MgCd2,"Cd, Mg",True,
mp-972954,MgCd2,"Cd, Mg",True,
mp-1094804,MgCd2,"Cd, Mg",True,
mp-1094812,MgCd2,"Cd, Mg",True,
mp-1039175,MgCd2,"Cd, Mg",True,
mp-1094763,MgCd2,"Cd, Mg",True,
mp-1039217,MgCd2,"Cd, Mg",True,
mp-1038869,MgCd3,"Cd, Mg",True,
mp-1094771,MgCd3,"Cd, Mg",True,
mp-30491,MgCd3,"Cd, Mg",False,
mp-1039249,MgCd3,"Cd, Mg",True,
mp-1094851,MgCd3,"Cd, Mg",True,
mp-1094937,MgCd3,"Cd, Mg",True,
mp-1094839,MgCd3,"Cd, Mg",True,
mp-1094742,MgCd5,"Cd, Mg",True,
mp-1039011,MgCd5,"Cd, Mg",True,
mp-1094830,MgCd5,"Cd, Mg",True,
mp-1185594,Mg149In,"In, Mg",True,
mp-1221957,MgIn,"In, Mg",True,
mp-31326,Mg2In,"In, Mg",False,
mp-2313,MgIn,"In, Mg",False,
mp-1222128,Mg3In,"In, Mg",True,
mp-569125,Mg3In,"In, Mg",False,
mp-978283,Mg3In,"In, Mg",True,
mp-1185817,Mg5In,"In, Mg",True,
mp-1185891,MgIn,"In, Mg",True,
mp-1185798,Mg2In,"In, Mg",True,
mp-697180,Mg3In,"In, Mg",False,
mp-1185830,Mg5In,"In, Mg",True,
mp-1185835,Mg5In,"In, Mg",True,
mp-1185827,Mg5In,"In, Mg",True,
mp-1079072,Mg3In,"In, Mg",False,
mp-1185912,MgIn2,"In, Mg",True,
mp-1185920,MgIn2,"In, Mg",True,
mp-1185901,MgIn2,"In, Mg",True,
mp-1185898,MgIn2,"In, Mg",True,
mp-22570,Mg5In2,"In, Mg",False,
mp-1185905,MgIn2,"In, Mg",True,
mp-1185916,MgIn2,"In, Mg",True,
mp-1222037,MgIn2,"In, Mg",True,
mp-1185903,MgIn2,"In, Mg",True,
mp-1185913,MgIn2,"In, Mg",True,
mp-1185629,MgIn2,"In, Mg",True,
mp-1185934,MgIn2,"In, Mg",True,
mp-973308,MgIn3,"In, Mg",True,
mp-973320,MgIn3,"In, Mg",True,
mp-1185630,MgIn3,"In, Mg",True,
mp-20566,MgIn3,"In, Mg",False,
mp-983609,MgIn5,"In, Mg",True,
mp-1185918,MgIn5,"In, Mg",True,
mp-1185922,MgIn5,"In, Mg",True,
mp-973372,MgIn5,"In, Mg",True,
mp-643067,Mg3Sn,"Mg, Sn",False,
mp-978294,Mg3Sn,"Mg, Sn",True,
mp-1094244,Mg3Sn,"Mg, Sn",True,
mp-1094250,MgSn,"Mg, Sn",True,
mp-1094215,MgSn,"Mg, Sn",True,
mp-1094199,Mg5Sn,"Mg, Sn",True,
mp-1094514,Mg3Sn,"Mg, Sn",True,
mp-1016305,Mg7Sn,"Mg, Sn",True,
mp-1094543,Mg2Sn,"Mg, Sn",True,
mp-2343,Mg2Sn,"Mg, Sn",False,
mp-1094800,MgSn,"Mg, Sn",True,
mp-1094801,MgSn,"Mg, Sn",True,
mp-1094205,Mg5Sn,"Mg, Sn",True,
mp-1094524,MgSn,"Mg, Sn",True,
mp-1023593,Mg15Sn,"Mg, Sn",True,
mp-1016238,Mg3Sn,"Mg, Sn",True,
mp-1094251,MgSn,"Mg, Sn",True,
mp-1094247,MgSn,"Mg, Sn",True,
mp-1018795,Mg2Sn,"Mg, Sn",True,
mp-1094736,MgSn,"Mg, Sn",True,
mp-1094209,Mg2Sn,"Mg, Sn",True,
mp-1094669,MgSn,"Mg, Sn",True,
mp-1185637,Mg149Sn,"Mg, Sn",True,
mp-1094238,MgSn,"Mg, Sn",True,
mp-938875,Mg3Sn,"Mg, Sn",True,
mp-1185973,MgSn,"Mg, Sn",True,
mp-1094189,Mg5Sn,"Mg, Sn",True,
mp-1094252,MgSn2,"Mg, Sn",True,
mp-1094233,MgSn2,"Mg, Sn",True,
mp-1094206,MgSn2,"Mg, Sn",True,
mp-1094521,MgSn2,"Mg, Sn",True,
mp-1094241,MgSn2,"Mg, Sn",True,
mp-1094213,MgSn2,"Mg, Sn",True,
mp-1094212,MgSn2,"Mg, Sn",True,
mp-1094239,MgSn2,"Mg, Sn",True,
mp-1094223,MgSn2,"Mg, Sn",True,
mp-1094988,MgSn3,"Mg, Sn",True,
mp-1094202,MgSn3,"Mg, Sn",True,
mp-978257,MgSn3,"Mg, Sn",True,
mp-1094725,MgSn3,"Mg, Sn",True,
mp-1094249,MgSn3,"Mg, Sn",True,
mp-1094802,MgSn3,"Mg, Sn",True,
mp-1094230,MgSn3,"Mg, Sn",True,
mp-1094245,MgSn5,"Mg, Sn",True,
mp-1094246,MgSn5,"Mg, Sn",True,
mp-1094240,MgSn5,"Mg, Sn",True,
mp-2426125,Mg9Sn5,"Mg, Sn",True,
mp-31503,Mg9Sn5,"Mg, Sn",False,
mp-1094229,MgSn5,"Mg, Sn",True,
mp-978251,CsMg149,"Cs, Mg",True,
mp-1183328,BaMg3,"Ba, Mg",True,
mp-1184337,BaMg149,"Ba, Mg",True,
mp-1183308,BaMg,"Ba, Mg",True,
mp-1935,BaMg2,"Ba, Mg",False,
mp-1813,Ba2Mg17,"Ba, Mg",False,
mp-568512,Ba6Mg23,"Ba, Mg",False,
mp-1094163,LaMg2,"La, Mg",True,
mp-1016227,LaMg3,"La, Mg",True,
mp-1094174,LaMg3,"La, Mg",True,
mp-1095697,LaMg2,"La, Mg",False,
mp-1104815,LaMg12,"La, Mg",True,
mp-1094739,LaMg,"La, Mg",True,
mp-1909,LaMg2,"La, Mg",False,
mp-2306,LaMg3,"La, Mg",False,
mp-1094169,LaMg3,"La, Mg",True,
mp-1104,LaMg,"La, Mg",False,
mp-1094216,LaMg,"La, Mg",True,
mp-1094168,LaMg2,"La, Mg",True,
mp-1023560,LaMg15,"La, Mg",True,
mp-1098156,LaMg3,"La, Mg",True,
mp-1094182,LaMg,"La, Mg",True,
mp-30752,La2Mg17,"La, Mg",False,
mp-1094203,La2Mg,"La, Mg",True,
mp-1094190,La2Mg,"La, Mg",True,
mp-1094195,La2Mg,"La, Mg",True,
mp-1094177,La2Mg,"La, Mg",True,
mp-1094201,La2Mg,"La, Mg",True,
mp-1094170,La2Mg,"La, Mg",True,
mp-1094172,La3Mg,"La, Mg",True,
mp-1094171,La3Mg,"La, Mg",True,
mp-1094855,La3Mg,"La, Mg",True,
mp-975341,La3Mg,"La, Mg",True,
mp-1094759,La3Mg,"La, Mg",True,
mp-1222990,La4Mg,"La, Mg",True,
mp-1094218,La5Mg,"La, Mg",True,
mp-1211590,La5Mg41,"La, Mg",True,
mp-1185098,La5Mg,"La, Mg",True,
mp-1185091,La5Mg,"La, Mg",True,
mp-1094178,La5Mg,"La, Mg",True,
mp-1023478,HfMg15,"Hf, Mg",True,
mp-1185513,HfMg149,"Hf, Mg",True,
mp-1094220,Hf3Mg,"Hf, Mg",True,
mp-1185640,Mg149Ta,"Mg, Ta",True,
mp-1185583,Mg149Re,"Mg, Re",True,
mp-1185600,Mg149Os,"Mg, Os",True,
mp-30739,Mg3Ir,"Ir, Mg",False,
mp-1185890,MgIr,"Ir, Mg",True,
mp-568419,Mg3Ir,"Ir, Mg",False,
mp-683946,MgIr,"Ir, Mg",False,
mp-1185575,Mg149Ir,"Ir, Mg",True,
mp-11883,MgIr2,"Ir, Mg",False,
mp-16860,Mg13Ir3,"Ir, Mg",False,
mp-1210677,Mg2Ir3,"Ir, Mg",True,
mp-31499,Mg29Ir4,"Ir, Mg",False,
mp-569273,Mg44Ir7,"Ir, Mg",False,
mp-1185568,Mg149Pt,"Mg, Pt",True,
mp-18707,Mg3Pt,"Mg, Pt",False,
mp-13208,Mg2Pt,"Mg, Pt",False,
mp-1185838,Mg5Pt,"Mg, Pt",True,
mp-569265,Mg3Pt,"Mg, Pt",False,
mp-12651,MgPt,"Mg, Pt",False,
mp-1185948,MgPt2,"Mg, Pt",True,
mp-1185946,MgPt2,"Mg, Pt",True,
mp-30777,MgPt3,"Mg, Pt",True,
mp-977056,MgPt5,"Mg, Pt",True,
mp-1185952,MgPt5,"Mg, Pt",True,
mp-1206346,MgPt7,"Mg, Pt",True,
mp-17783,Mg3Au,"Au, Mg",False,
mp-437,MgAu,"Au, Mg",False,
mp-1078964,Mg3Au,"Au, Mg",False,
mp-11250,Mg2Au,"Au, Mg",False,
mp-1185813,Mg5Au,"Au, Mg",True,
mp-1185573,Mg149Au,"Au, Mg",True,
mp-1557,Mg3Au,"Au, Mg",False,
mp-1185844,MgAu2,"Au, Mg",True,
mp-1185857,MgAu2,"Au, Mg",True,
mp-1185854,MgAu2,"Au, Mg",True,
mp-864935,MgAu3,"Au, Mg",True,
mp-1185848,MgAu3,"Au, Mg",True,
mp-570017,MgAu3,"Au, Mg",True,
mp-1185846,MgAu3,"Au, Mg",True,
mp-30408,MgAu3,"Au, Mg",False,
mp-1185695,MgAu5,"Au, Mg",True,
mp-1185852,MgAu5,"Au, Mg",True,
mp-1222172,Mg3Au13,"Au, Mg",True,
mp-30407,Mg13Au41,"Au, Mg",False,
mp-1408,MgHg,"Hg, Mg",False,
mp-1185814,Mg5Hg,"Hg, Mg",True,
mp-731,Mg3Hg,"Hg, Mg",False,
mp-1185579,Mg149Hg,"Hg, Mg",True,
mp-978282,Mg3Hg,"Hg, Mg",True,
mp-1185805,Mg5Hg,"Hg, Mg",True,
mp-973295,Mg5Hg,"Hg, Mg",True,
mp-30719,Mg2Hg,"Hg, Mg",False,
mp-1185810,Mg5Hg,"Hg, Mg",True,
mp-569103,Mg3Hg,"Hg, Mg",False,
mp-1185784,Mg3Hg,"Hg, Mg",True,
mp-1185877,MgHg2,"Hg, Mg",True,
mp-1185878,MgHg2,"Hg, Mg",True,
mp-1185876,MgHg2,"Hg, Mg",True,
mp-11464,MgHg2,"Hg, Mg",False,
mp-1185886,MgHg2,"Hg, Mg",True,
mp-1185883,MgHg3,"Hg, Mg",True,
mp-11465,Mg5Hg3,"Hg, Mg",False,
mp-1185879,MgHg3,"Hg, Mg",True,
mp-1205873,MgHg3,"Hg, Mg",True,
mp-1185880,MgHg3,"Hg, Mg",True,
mp-1185881,MgHg3,"Hg, Mg",True,
mp-1185885,MgHg5,"Hg, Mg",True,
mp-981382,MgHg5,"Hg, Mg",True,
mp-1185887,MgHg5,"Hg, Mg",True,
mp-2351903,MgHg5,"Hg, Mg",True,
mp-972892,MgHg5,"Hg, Mg",True,
mp-11498,MgTl,"Mg, Tl",False,
mp-1185792,Mg3Tl,"Mg, Tl",True,
mp-1185635,Mg149Tl,"Mg, Tl",True,
mp-1185786,Mg3Tl,"Mg, Tl",True,
mp-864938,Mg3Tl,"Mg, Tl",True,
mp-567244,Mg2Tl,"Mg, Tl",False,
mp-570849,Mg5Tl2,"Mg, Tl",False,
mp-978262,MgTl3,"Mg, Tl",True,
mp-1185990,MgTl3,"Mg, Tl",True,
mp-1185982,MgTl3,"Mg, Tl",True,
mp-20724,Mg2Pb,"Mg, Pb",False,
mp-978293,Mg3Pb,"Mg, Pb",True,
mp-1185831,Mg5Pb,"Mg, Pb",True,
mp-1185832,Mg5Pb,"Mg, Pb",True,
mp-1185818,Mg5Pb,"Mg, Pb",True,
mp-1185787,Mg3Pb,"Mg, Pb",True,
mp-1185570,Mg149Pb,"Mg, Pb",True,
mp-1102915,Mg2Pb,"Mg, Pb",False,
mp-1185937,MgPb,"Mg, Pb",True,
mp-1185825,Mg5Pb,"Mg, Pb",True,
mp-1185919,MgPb,"Mg, Pb",True,
mp-1185928,MgPb2,"Mg, Pb",True,
mp-1185999,MgPb2,"Mg, Pb",True,
mp-1185940,MgPb2,"Mg, Pb",True,
mp-1185936,MgPb2,"Mg, Pb",True,
mp-1210680,MgPb2,"Mg, Pb",True,
mp-1185955,MgPb2,"Mg, Pb",True,
mp-976828,MgPb3,"Mg, Pb",True,
mp-1185974,MgPb3,"Mg, Pb",True,
mp-976824,MgPb3,"Mg, Pb",True,
mp-976891,MgPb5,"Mg, Pb",True,
mp-1185962,MgPb5,"Mg, Pb",True,
mp-976969,MgPb5,"Mg, Pb",True,
mp-1185557,Mg149Bi,"Bi, Mg",True,
mp-1039305,MgBi,"Bi, Mg",True,
mp-1023495,Mg15Bi,"Bi, Mg",True,
