material_id,formula,elements,theoretical,valence_info
mp-1094983,Mg5Bi,"Bi, Mg",True,
mp-1038936,MgBi,"Bi, Mg",True,
mp-1039073,Mg3Bi,"Bi, Mg",True,
mp-1039075,Mg3Bi,"Bi, Mg",True,
mp-1185694,MgBi,"Bi, Mg",True,
mp-1094676,Mg3Bi,"Bi, Mg",True,
mp-1039154,MgBi,"Bi, Mg",True,
mp-1039188,MgBi,"Bi, Mg",True,
mp-1094714,Mg5Bi,"Bi, Mg",True,
mp-1016327,Mg7Bi,"Bi, Mg",True,
mp-1038799,MgBi,"Bi, Mg",True,
mp-1038921,Mg5Bi,"Bi, Mg",True,
mp-1094981,MgBi2,"Bi, Mg",True,
mp-1038792,MgBi2,"Bi, Mg",True,
mp-1038896,MgBi2,"Bi, Mg",True,
mp-1039263,MgBi2,"Bi, Mg",True,
mp-1094878,MgBi2,"Bi, Mg",True,
mp-1094822,MgBi2,"Bi, Mg",True,
mp-569018,Mg3Bi2,"Bi, Mg",False,
mp-1039058,MgBi2,"Bi, Mg",True,
mp-1196079,Mg3Bi2,"Bi, Mg",True,
mp-1095014,MgBi2,"Bi, Mg",True,
mp-1207227,Mg2Bi3,"Bi, Mg",True,
mp-1185697,MgBi3,"Bi, Mg",True,
mp-1185855,MgBi5,"Bi, Mg",True,
mp-1185698,MgBi5,"Bi, Mg",True,
mp-1185699,MgBi5,"Bi, Mg",True,
mp-2404,CaAl2,"Al, Ca",False,
mp-1190736,Ca8Al3,"Al, Ca",False,
mp-1749,CaAl4,"Al, Ca",False,
mp-1193055,Ca13Al14,"Al, Ca",False,
mp-2121,ScAl3,"Al, Sc",False,
mp-813,ScAl2,"Al, Sc",False,
mp-331,ScAl,"Al, Sc",False,
mp-999204,ScAl3,"Al, Sc",True,
mp-11220,Sc2Al,"Al, Sc",False,
mp-978498,Sc3Al,"Al, Sc",True,
mp-862259,Sc3Al,"Al, Sc",True,
mp-1953,TiAl,"Al, Ti",False,
mp-1823,Ti3Al,"Al, Ti",False,
mp-567705,TiAl2,"Al, Ti",False,
mp-11809,TiAl2,"Al, Ti",False,
mp-542915,TiAl3,"Al, Ti",False,
mp-998981,TiAl3,"Al, Ti",True,
mp-1217092,Ti3Al5,"Al, Ti",True,
mp-1217081,Ti3Al5,"Al, Ti",True,
mp-1217111,Ti5Al11,"Al, Ti",True,
mp-1228001,AlV,"Al, V",True,
mp-1387,AlV3,"Al, V",False,
mp-1228006,AlV2,"Al, V",True,
mp-1228813,AlV3,"Al, V",True,
mp-2554,Al3V,"Al, V",False,
mp-1214872,Al8V5,"Al, V",True,
mp-1228763,Al8V5,"Al, V",True,
mp-16722,Al10V,"Al, V",False,
mp-30335,Al23V4,"Al, V",False,
mp-1229052,Al41V4,"Al, V",True,
mp-567919,Al45V7,"Al, V",False,
mp-867780,Al3Cr,"Al, Cr",True,
mp-1214894,Al11Cr4,"Al, Cr",True,
mp-19954,Al8Cr5,"Al, Cr",False,
mp-31019,Al45Cr7,"Al, Cr",False,
mp-973149,Mn3Al,"Al, Mn",True,
mp-12067,MnAl,"Al, Mn",False,
mp-771,MnAl,"Al, Mn",False,
mp-1180309,Mn2Al3,"Al, Mn",False,
mp-173,MnAl6,"Al, Mn",False,
mp-1194040,Mn5Al8,"Al, Mn",False,
mp-16511,Mn3Al10,"Al, Mn",False,
mp-2856,Mn4Al11,"Al, Mn",False,
mp-1104165,MnAl12,"Al, Mn",False,
mp-30526,Mn4Al19,"Al, Mn",False,
mp-2018,AlFe3,"Al, Fe",False,
mp-1228952,AlFe4,"Al, Fe",True,
mp-2658,AlFe,"Al, Fe",False,
mp-1183162,AlFe3,"Al, Fe",True,
mp-570001,Al6Fe,"Al, Fe",False,
mp-1193259,Al8Fe5,"Al, Fe",False,
mp-1191778,Al9Fe2,"Al, Fe",False,
mp-1214901,Al12Fe7,"Al, Fe",True,
mp-1202900,Al13Fe4,"Al, Fe",False,
mp-284,AlCo,"Al, Co",False,
mp-1080667,AlCo3,"Al, Co",True,
mp-196,Al5Co2,"Al, Co",False,
mp-16488,Al9Co2,"Al, Co",False,
mp-30751,Al13Co4,"Al, Co",True,
mp-1198336,Al13Co4,"Al, Co",False,
mp-1215090,Al19Co6,"Al, Co",True,
mp-2593,AlNi3,"Al, Ni",False,
mp-1025044,AlNi2,"Al, Ni",True,
mp-1228868,AlNi,"Al, Ni",True,
mp-1183232,AlNi3,"Al, Ni",True,
mp-672232,AlNi3,"Al, Ni",True,
mp-1487,AlNi,"Al, Ni",False,
mp-1229048,Al2Ni3,"Al, Ni",True,
mp-16514,Al3Ni5,"Al, Ni",False,
mp-622209,Al3Ni,"Al, Ni",False,
mp-1057,Al3Ni2,"Al, Ni",False,
mp-16515,Al4Ni3,"Al, Ni",False,
mp-1228713,Al4Ni15,"Al, Ni",True,
mp-2500,AlCu,"Al, Cu",False,
mp-1008555,AlCu3,"Al, Cu",True,
mp-1182885,AlCu4,"Al, Cu",False,
mp-1022721,AlCu,"Al, Cu",True,
mp-12777,AlCu3,"Al, Cu",False,
mp-12802,AlCu3,"Al, Cu",False,
mp-1183216,AlCu3,"Al, Cu",True,
mp-985806,Al2Cu,"Al, Cu",True,
mp-998,Al2Cu,"Al, Cu",False,
mp-1183161,Al3Cu,"Al, Cu",True,
mp-985825,Al3Cu,"Al, Cu",True,
mp-10886,Al3Cu2,"Al, Cu",False,
mp-1228752,Al4Cu15,"Al, Cu",True,
mp-593,Al4Cu9,"Al, Cu",False,
mp-1206713,Al2Zn,"Al, Zn",True,
mp-983585,Al3Zn,"Al, Zn",True,
mp-983594,Al3Ga,"Al, Ga",True,
mp-27233,SrAl,"Al, Sr",False,
mp-22318,SrAl2,"Al, Sr",False,
mp-1204001,Sr3Al2,"Al, Sr",False,
mp-1638,SrAl2,"Al, Sr",False,
mp-1071777,SrAl2,"Al, Sr",True,
mp-2775,SrAl4,"Al, Sr",False,
mp-11224,Sr8Al7,"Al, Sr",False,
mp-1109,Sr5Al9,"Al, Sr",False,
mp-11229,YAl,"Al, Y",False,
mp-11228,YAl,"Al, Y",False,
mp-2322,YAl2,"Al, Y",False,
mp-865527,YAl3,"Al, Y",False,
mp-11231,YAl3,"Al, Y",False,
mp-2451,YAl3,"Al, Y",False,
mp-11230,Y2Al,"Al, Y",False,
mp-30338,Y3Al,"Al, Y",False,
mp-16723,Y3Al2,"Al, Y",False,
mp-1178742,Y5Al3,"Al, Y",True,
mp-2772,ZrAl2,"Al, Zr",False,
mp-11233,ZrAl,"Al, Zr",False,
mp-1065309,ZrAl3,"Al, Zr",True,
mp-569775,ZrAl3,"Al, Zr",False,
mp-395,ZrAl3,"Al, Zr",False,
mp-1482,Zr2Al3,"Al, Zr",False,
mp-12773,Zr2Al,"Al, Zr",False,
mp-2557,Zr2Al,"Al, Zr",False,
mp-13470,Zr3Al2,"Al, Zr",False,
mp-1471,Zr3Al,"Al, Zr",False,
mp-1188018,Zr3Al,"Al, Zr",True,
mp-12752,Zr4Al3,"Al, Zr",False,
mp-16724,Zr5Al3,"Al, Zr",False,
mp-570774,Zr5Al4,"Al, Zr",False,
mp-2044,Zr5Al3,"Al, Zr",False,
mp-1842,NbAl3,"Al, Nb",False,
mp-18427,Nb2Al,"Al, Nb",False,
mp-796,Nb3Al,"Al, Nb",False,
mp-569049,Al5Mo,"Al, Mo",False,
mp-571053,Al5Mo,"Al, Mo",False,
mp-550,Al12Mo,"Al, Mo",False,
mp-568607,Al5Mo,"Al, Mo",False,
mp-30180,Al4Mo,"Al, Mo",False,
mp-571247,Al3Mo,"Al, Mo",True,
mp-2733,Al8Mo3,"Al, Mo",False,
mp-259,AlMo3,"Al, Mo",False,
mp-570651,Al17Mo4,"Al, Mo",True,
mp-568153,Al22Mo5,"Al, Mo",False,
mp-16719,Al12Tc,"Al, Tc",False,
mp-1104047,Al4Tc,"Al, Tc",False,
mp-16718,Al6Tc,"Al, Tc",False,
mp-867347,Al3Tc,"Al, Tc",True,
mp-1018166,AlTc2,"Al, Tc",False,
mp-16529,Al6Ru,"Al, Ru",False,
mp-542569,AlRu,"Al, Ru",False,
mp-10910,Al2Ru,"Al, Ru",False,
mp-1009834,Al2Ru,"Al, Ru",False,
mp-1070580,Al3Ru2,"Al, Ru",False,
mp-17880,Al13Ru4,"Al, Ru",False,
mp-364,AlRh,"Al, Rh",False,
mp-1791,Al5Rh2,"Al, Rh",False,
mp-1645,Al9Rh2,"Al, Rh",False,
mp-1183306,AlRh3,"Al, Rh",True,
mp-1203489,Al13Rh4,"Al, Rh",False,
mp-7189,AlPd,"Al, Pd",False,
mp-829,AlPd,"Al, Pd",False,
mp-16522,Al2Pd,"Al, Pd",False,
mp-669546,AlPd,"Al, Pd",False,
mp-10901,Al3Pd2,"Al, Pd",False,
mp-2824,AlPd2,"Al, Pd",False,
mp-1183143,AlPd3,"Al, Pd",True,
mp-16523,Al3Pd5,"Al, Pd",False,
mp-605663,AlPd5,"Al, Pd",False,
mp-1498,Al21Pd8,"Al, Pd",False,
mp-1228901,AlAg,"Ag, Al",True,
mp-1183130,Al3Ag,"Ag, Al",True,
mp-985805,AlAg2,"Ag, Al",True,
mp-1228927,AlAg3,"Ag, Al",True,
mp-1228988,AlAg3,"Ag, Al",True,
mp-1228947,AlAg4,"Ag, Al",True,
mp-1079984,BaAl,"Al, Ba",True,
mp-551,BaAl2,"Al, Ba",False,
mp-1903,BaAl4,"Al, Ba",False,
mp-261,Ba3Al5,"Al, Ba",False,
mp-2631,Ba4Al5,"Al, Ba",False,
mp-570400,Ba7Al10,"Al, Ba",False,
mp-1952,Ba7Al13,"Al, Ba",False,
mp-567701,Ba21Al40,"Al, Ba",False,
mp-12684,LaAl,"Al, La",False,
mp-959,LaAl3,"Al, La",False,
mp-1104765,LaAl4,"Al, La",False,
mp-21109,LaAl4,"Al, La",False,
mp-2694,LaAl2,"Al, La",False,
mp-1084828,La3Al,"Al, La",False,
mp-10889,La3Al,"Al, La",False,
mp-16505,La3Al11,"Al, La",False,
mp-568683,La16Al13,"Al, La",False,
mp-568718,HfAl3,"Al, Hf",False,
mp-249,HfAl,"Al, Hf",False,
mp-12657,HfAl2,"Al, Hf",False,
mp-2614,HfAl3,"Al, Hf",False,
mp-1007730,HfAl3,"Al, Hf",True,
mp-846,Hf2Al3,"Al, Hf",False,
mp-12772,Hf2Al,"Al, Hf",False,
mp-1184670,Hf3Al,"Al, Hf",True,
mp-8462,Hf3Al2,"Al, Hf",False,
mp-1025223,Hf4Al3,"Al, Hf",False,
mp-2361,Hf5Al3,"Al, Hf",False,
mp-869,TaAl3,"Al, Ta",False,
mp-1193531,Ta2Al,"Al, Ta",False,
mp-1217804,Ta11Al4,"Al, Ta",True,
mp-1217883,Ta13Al23,"Al, Ta",True,
mp-1208546,Ta24Al19,"Al, Ta",True,
mp-12524,Al2W,"Al, W",False,
mp-30336,Al4W,"Al, W",False,
mp-11227,Al12W,"Al, W",False,
mp-30337,Al5W,"Al, W",False,
mp-1648,Al12Re,"Al, Re",False,
mp-16528,Al6Re,"Al, Re",False,
mp-1228815,AlRe,"Al, Re",True,
mp-10909,AlRe2,"Al, Re",False,
mp-1214889,Al11Re4,"Al, Re",True,
mp-1192984,Al5Re24,"Al, Re",False,
mp-875,AlOs,"Al, Os",False,
mp-7188,Al2Os,"Al, Os",False,
mp-16521,Al3Os2,"Al, Os",False,
mp-567929,Al13Os4,"Al, Os",False,
mp-1200220,Al3Ir,"Al, Ir",False,
mp-2294,Al3Ir,"Al, Ir",False,
mp-1885,AlIr,"Al, Ir",False,
mp-12003,Al9Ir2,"Al, Ir",False,
mp-10904,AlPt,"Al, Pt",False,
mp-1502,Al2Pt,"Al, Pt",False,
mp-16526,AlPt2,"Al, Pt",False,
mp-16960,AlPt2,"Al, Pt",False,
mp-10905,Al3Pt2,"Al, Pt",False,
mp-1080448,AlPt3,"Al, Pt",False,
mp-1079182,AlPt3,"Al, Pt",False,
mp-607111,AlPt3,"Al, Pt",False,
mp-188,AlPt3,"Al, Pt",False,
mp-1501,Al3Pt5,"Al, Pt",False,
mp-1982,Al21Pt8,"Al, Pt",False,
mp-2647,Al2Au,"Al, Au",False,
mp-1399,AlAu,"Al, Au",False,
mp-569558,AlAu2,"Al, Au",False,
mp-30550,AlAu2,"Al, Au",False,
mp-1018179,AlAu2,"Al, Au",False,
mp-1183223,AlAu3,"Al, Au",True,
mp-1228956,AlAu4,"Al, Au",True,
mp-1490,AlAu4,"Al, Au",False,
mp-16480,Al3Au8,"Al, Au",False,
mp-1018132,AlBi,"Al, Bi",True,
mp-784,KZn13,"K, Zn",False,
mp-1078864,KGa,"Ga, K",False,
mp-568052,K2Ga3,"Ga, K",False,
mp-181,KGa3,"Ga, K",False,
mp-680682,K3Ga13,"Ga, K",False,
mp-1185090,K3Rb,"K, Rb",True,
mp-976115,K3Rb,"K, Rb",True,
mp-1185119,K3Rb,"K, Rb",True,
mp-1185168,KRb3,"K, Rb",True,
mp-1185107,KRb3,"K, Rb",True,
mp-973508,KRb3,"K, Rb",True,
mp-1185080,KRb3,"K, Rb",True,
mp-974738,KSr3,"K, Sr",True,
mp-12735,KAg2,"Ag, K",False,
mp-982780,K3Cd,"Cd, K",True,
mp-397,KCd13,"Cd, K",False,
mp-1202778,K3Cd16,"Cd, K",False,
mp-22481,KIn4,"In, K",False,
mp-582929,K8In11,"In, K",False,
mp-640781,K17In41,"In, K",False,
mp-542374,KSn,"K, Sn",False,
mp-1103373,KSn2,"K, Sn",False,
mp-1185151,KSn3,"K, Sn",True,
mp-570900,K4Sn9,"K, Sn",False,
mp-13909,K4Sn23,"K, Sn",False,
mp-571066,K6Sn25,"K, Sn",False,
mp-1183958,CsK3,"Cs, K",True,
mp-1185554,CsK3,"Cs, K",True,
mp-1185543,CsK3,"Cs, K",True,
mp-30577,CsK2,"Cs, K",False,
mp-1225902,CsK,"Cs, K",True,
mp-1185558,CsK3,"Cs, K",True,
mp-1183940,Cs3K,"Cs, K",True,
mp-569866,Cs6K7,"Cs, K",False,
mp-1185155,KBa3,"Ba, K",True,
mp-1062676,K2Pt,"K, Pt",False,
mp-30401,KAu2,"Au, K",False,
mp-8700,K2Au3,"Au, K",False,
mp-1298,KAu5,"Au, K",False,
mp-11462,KHg,"Hg, K",False,
mp-30717,KHg2,"Hg, K",False,
mp-1184994,KHg3,"Hg, K",True,
mp-1185099,KHg3,"Hg, K",True,
mp-1185042,KHg3,"Hg, K",True,
mp-1185041,KHg3,"Hg, K",True,
mp-1193208,KHg6,"Hg, K",False,
mp-30718,K5Hg7,"Hg, K",False,
mp-31473,K2Hg7,"Hg, K",False,
mp-11952,KHg11,"Hg, K",False,
mp-11028,K3Hg11,"Hg, K",False,
mp-1224131,K7Hg31,"Hg, K",True,
mp-863730,KTl,"K, Tl",False,
mp-974641,K3Tl,"K, Tl",True,
mp-974627,K3Tl,"K, Tl",True,
mp-1185120,K3Tl,"K, Tl",True,
mp-1079544,KTl,"K, Tl",False,
mp-862783,KTl3,"K, Tl",True,
mp-1212012,K10Tl7,"K, Tl",True,
mp-569570,K8Tl11,"K, Tl",False,
mp-1196555,K6Tl17,"K, Tl",False,
mp-640333,K49Tl108,"K, Tl",False,
mp-21526,KPb,"K, Pb",False,
mp-21170,KPb2,"K, Pb",False,
mp-1185202,KPb3,"K, Pb",True,
mp-680443,K4Pb9,"K, Pb",False,
mp-21613,K5Pb24,"K, Pb",False,
mp-31286,K3Bi,"Bi, K",False,
mp-31104,KBi,"Bi, K",False,
mp-569940,K3Bi,"Bi, K",False,
mp-568516,K3Bi,"Bi, K",False,
mp-1206573,K3Bi2,"Bi, K",True,
mp-23279,KBi2,"Bi, K",False,
mp-1205955,K5Bi4,"Bi, K",True,
mp-1223773,K5Bi4,"Bi, K",True,
mp-1194089,CaMn28,"Ca, Mn",False,
mp-2295,CaNi2,"Ca, Ni",False,
mp-1102167,CaNi3,"Ca, Ni",False,
mp-1101884,CaNi5,"Ca, Ni",True,
mp-774,CaNi5,"Ca, Ni",False,
mp-1105997,Ca2Ni7,"Ca, Ni",False,
mp-585949,CaCu,"Ca, Cu",False,
mp-1882,CaCu5,"Ca, Cu",False,
mp-30471,CaCu,"Ca, Cu",False,
mp-12614,Ca2Cu,"Ca, Cu",False,
mp-1039147,CaZn,"Ca, Zn",True,
mp-30483,CaZn,"Ca, Zn",False,
mp-1038828,CaZn,"Ca, Zn",True,
mp-30485,Ca3Zn,"Ca, Zn",False,
mp-13364,CaZn2,"Ca, Zn",False,
mp-1725,CaZn2,"Ca, Zn",False,
mp-1039262,CaZn3,"Ca, Zn",True,
mp-2786,Ca5Zn3,"Ca, Zn",False,
mp-1734,CaZn5,"Ca, Zn",False,
mp-18567,CaZn11,"Ca, Zn",False,
mp-672227,CaZn13,"Ca, Zn",False,
mp-1227465,Ca4Zn51,"Ca, Zn",True,
mp-6914,CaGa,"Ca, Ga",False,
mp-11284,CaGa2,"Ca, Ga",False,
mp-992,CaGa2,"Ca, Ga",False,
mp-1189870,Ca5Ga3,"Ca, Ga",False,
mp-2461,CaGa4,"Ca, Ga",False,
mp-1976,CaGa4,"Ca, Ga",False,
mp-30473,Ca3Ga5,"Ca, Ga",False,
mp-30474,Ca11Ga7,"Ca, Ga",False,
mp-12611,Ca3Ga8,"Ca, Ga",False,
mp-568793,Ca28Ga11,"Ca, Ga",False,
mp-1187176,SrCa3,"Ca, Sr",True,
mp-1218350,SrCa,"Ca, Sr",True,
mp-1187155,SrCa3,"Ca, Sr",True,
mp-1218357,SrCa,"Ca, Sr",True,
mp-1187169,SrCa3,"Ca, Sr",True,
mp-1218346,SrCa,"Ca, Sr",True,
mp-1187151,SrCa3,"Ca, Sr",True,
mp-1187110,Sr3Ca,"Ca, Sr",True,
mp-1187107,Sr3Ca,"Ca, Sr",True,
mp-1187105,Sr3Ca,"Ca, Sr",True,
mp-1187116,Sr3Ca,"Ca, Sr",True,
mp-1214063,Ca5Rh,"Ca, Rh",True,
mp-1063314,Ca2Rh,"Ca, Rh",False,
mp-571262,CaRh2,"Ca, Rh",False,
mp-1106061,Ca3Pd,"Ca, Pd",False,
mp-213,CaPd,"Ca, Pd",False,
mp-1104669,Ca5Pd2,"Ca, Pd",False,
mp-1104661,Ca3Pd2,"Ca, Pd",False,
mp-833,CaPd2,"Ca, Pd",False,
mp-11826,CaPd5,"Ca, Pd",False,
mp-538,CaAg,"Ag, Ca",False,
mp-13270,CaAg2,"Ag, Ca",False,
mp-1183511,CaAg3,"Ag, Ca",True,
mp-31172,Ca5Ag3,"Ag, Ca",False,
mp-1183471,CaAg3,"Ag, Ca",True,
mp-16770,Ca2Ag7,"Ag, Ca",False,
mp-646824,Ca3Ag8,"Ag, Ca",False,
mp-1073,CaCd,"Ca, Cd",False,
mp-1183501,Ca3Cd,"Ca, Cd",True,
mp-1078,CaCd2,"Ca, Cd",False,
mp-1444,CaCd2,"Ca, Cd",False,
mp-18167,Ca3Cd2,"Ca, Cd",True,
mp-1183517,CaCd3,"Ca, Cd",True,
mp-1229298,CaCd6,"Ca, Cd",True,
mp-20669,Ca2In,"Ca, In",False,
mp-21187,CaIn,"Ca, In",False,
mp-20581,Ca3In,"Ca, In",False,
mp-20263,CaIn,"Ca, In",False,
mp-21068,CaIn2,"Ca, In",False,
mp-1214306,Ca8In3,"Ca, In",True,
mp-1191538,Ca8In3,"Ca, In",False,
mp-22735,Ca2Sn,"Ca, Sn",False,
mp-1009730,Ca2Sn,"Ca, Sn",True,
mp-2450,CaSn,"Ca, Sn",False,
mp-1183489,Ca3Sn,"Ca, Sn",True,
mp-1214016,Ca5Sn3,"Ca, Sn",True,
mp-11290,CaSn3,"Ca, Sn",False,
mp-31394,Ca7Sn6,"Ca, Sn",False,
mp-680302,Ca31Sn20,"Ca, Sn",False,
mp-568774,Ca36Sn23,"Ca, Sn",False,
mp-1183332,BaCa3,"Ba, Ca",True,
mp-1227938,BaCa,"Ba, Ca",True,
mp-1183346,BaCa3,"Ba, Ca",True,
mp-1227959,BaCa3,"Ba, Ca",True,
mp-1183342,Ba3Ca,"Ba, Ca",True,
mp-1183314,Ba3Ca,"Ba, Ca",True,
mp-1183374,Ba3Ca,"Ba, Ca",True,
mp-1183602,CaLa,"Ca, La",True,
mp-570356,Ca5Ir,"Ca, Ir",False,
mp-570436,CaIr2,"Ca, Ir",False,
mp-1103570,Ca5Pt2,"Ca, Pt",False,
mp-1103211,CaPt2,"Ca, Pt",False,
mp-842,CaPt2,"Ca, Pt",False,
mp-984698,Ca3Pt2,"Ca, Pt",True,
mp-1105651,Ca5Pt3,"Ca, Pt",False,
mp-30481,CaPt5,"Ca, Pt",False,
mp-30366,Ca3Au,"Au, Ca",False,
mp-12723,CaAu,"Au, Ca",False,
mp-443,CaAu2,"Au, Ca",False,
mp-30367,Ca5Au2,"Au, Ca",False,
mp-30368,Ca5Au3,"Au, Ca",False,
mp-1183462,CaAu3,"Au, Ca",True,
mp-30369,Ca7Au3,"Au, Ca",False,
mp-12699,Ca3Au4,"Au, Ca",False,
mp-571264,Ca5Au4,"Au, Ca",False,
mp-568920,CaAu5,"Au, Ca",False,
mp-1103139,Ca2Hg,"Ca, Hg",False,
mp-11286,CaHg,"Ca, Hg",False,
mp-1105761,Ca3Hg,"Ca, Hg",False,
mp-11287,CaHg2,"Ca, Hg",False,
mp-11288,Ca3Hg2,"Ca, Hg",False,
mp-31154,Ca5Hg3,"Ca, Hg",False,
mp-1091387,CaHg3,"Ca, Hg",True,
mp-863648,CaHg3,"Ca, Hg",False,
mp-12541,Ca4Hg9,"Ca, Hg",False,
mp-30475,CaHg11,"Ca, Hg",False,
mp-1227899,Ca14Hg51,"Ca, Hg",True,
mp-30482,Ca3Tl,"Ca, Tl",False,
mp-2861,CaTl,"Ca, Tl",False,
mp-984744,Ca3Tl,"Ca, Tl",True,
mp-526,CaTl3,"Ca, Tl",False,
mp-1189230,Ca3Tl5,"Ca, Tl",False,
mp-30478,Ca2Pb,"Ca, Pb",False,
mp-20034,CaPb,"Ca, Pb",False,
mp-1009756,Ca2Pb,"Ca, Pb",True,
mp-30479,Ca3Pb,"Ca, Pb",False,
mp-574272,Ca5Pb3,"Ca, Pb",True,
mp-1182146,Ca5Pb3,"Ca, Pb",False,
mp-20549,CaPb3,"Ca, Pb",False,
mp-569535,Ca2Bi,"Bi, Ca",False,
mp-1077466,CaBi2,"Bi, Ca",False,
mp-866006,CaBi3,"Bi, Ca",True,
mp-27145,Ca5Bi3,"Bi, Ca",False,
mp-27298,Ca11Bi10,"Bi, Ca",False,
mp-2039,ScMn2,"Mn, Sc",False,
mp-1095443,ScFe2,"Fe, Sc",False,
mp-1190697,ScFe2,"Fe, Sc",False,
mp-540,ScFe2,"Fe, Sc",False,
mp-30702,Sc29Fe6,"Fe, Sc",False,
mp-253,ScCo2,"Co, Sc",False,
mp-2212,ScCo,"Co, Sc",False,
mp-30562,Sc2Co,"Co, Sc",False,
mp-27162,Sc3Co,"Co, Sc",False,
mp-1186985,ScNi3,"Ni, Sc",True,
mp-850,ScNi2,"Ni, Sc",False,
mp-570673,ScNi5,"Ni, Sc",False,
mp-11521,ScNi,"Ni, Sc",False,
mp-1186988,ScNi3,"Ni, Sc",True,
mp-1197416,Sc2Ni7,"Ni, Sc",False,
mp-867501,Sc2Ni,"Ni, Sc",False,
mp-973092,ScCu3,"Cu, Sc",True,
mp-1018149,ScCu2,"Cu, Sc",False,
mp-1169,ScCu,"Cu, Sc",False,
mp-973100,ScCu3,"Cu, Sc",True,
mp-13503,ScZn2,"Sc, Zn",False,
mp-862260,ScZn3,"Sc, Zn",True,
mp-11567,ScZn12,"Sc, Zn",False,
mp-1219746,ScZn6,"Sc, Zn",True,
mp-973143,ScZn3,"Sc, Zn",True,
mp-11566,ScZn,"Sc, Zn",False,
mp-569900,Sc3Zn17,"Sc, Zn",False,
mp-1210170,Sc13Zn58,"Sc, Zn",True,
mp-932,ScGa3,"Ga, Sc",False,
mp-11413,ScGa2,"Ga, Sc",False,
mp-11411,ScGa,"Ga, Sc",False,
mp-11412,ScGa2,"Ga, Sc",False,
mp-1200767,Sc3Ga5,"Ga, Sc",False,
mp-1186968,Sc3Ga,"Ga, Sc",True,
mp-30666,Sc3Ga2,"Ga, Sc",False,
mp-17332,Sc5Ga3,"Ga, Sc",False,
mp-1179520,Sc5Ga3,"Ga, Sc",False,
mp-1220009,Sc11Ga9,"Ga, Sc",True,
mp-1209233,Sc11Ga10,"Ga, Sc",True,
mp-1215893,YSc,"Sc, Y",True,
mp-1188062,Zr3Sc,"Sc, Zr",True,
mp-1215201,ZrSc,"Sc, Zr",True,
mp-1077791,ZrSc2,"Sc, Zr",True,
mp-1186972,Sc3Nb,"Nb, Sc",True,
mp-861889,Sc3Tc,"Sc, Tc",True,
mp-1101860,ScTc2,"Sc, Tc",False,
mp-30867,ScRu,"Ru, Sc",False,
mp-567750,ScRu2,"Ru, Sc",False,
mp-1209003,Sc5Ru3,"Ru, Sc",True,
mp-1194143,Sc11Ru4,"Ru, Sc",False,
mp-1209947,Sc44Ru7,"Ru, Sc",True,
mp-1210377,Sc57Ru13,"Ru, Sc",True,
mp-1780,ScRh,"Rh, Sc",False,
mp-635,ScRh3,"Rh, Sc",False,
mp-30863,Sc57Rh13,"Rh, Sc",False,
mp-2781,ScPd,"Pd, Sc",False,
mp-2677,ScPd3,"Pd, Sc",False,
mp-1190862,Sc2Pd,"Pd, Sc",False,
mp-1186973,ScAg3,"Ag, Sc",True,
mp-11237,ScAg,"Ag, Sc",False,
mp-30354,ScAg4,"Ag, Sc",False,
mp-1018128,ScAg2,"Ag, Sc",False,
mp-1211,ScCd,"Cd, Sc",False,
mp-31502,ScCd7,"Cd, Sc",False,
mp-30494,ScCd3,"Cd, Sc",False,
mp-972876,Sc3Cd,"Cd, Sc",True,
mp-1207100,ScIn,"In, Sc",True,
mp-1206268,ScIn2,"In, Sc",True,
mp-20539,ScIn3,"In, Sc",False,
mp-31348,Sc2In,"In, Sc",False,
mp-570428,Sc3In,"In, Sc",False,
mp-19713,Sc3In,"In, Sc",False,
mp-981383,ScSn3,"Sc, Sn",True,
mp-2398,ScSn2,"Sc, Sn",False,
mp-1186970,Sc3Sn,"Sc, Sn",True,
mp-1186976,Sc3Sn,"Sc, Sn",True,
mp-17695,Sc5Sn3,"Sc, Sn",False,
mp-1209024,Sc6Sn5,"Sc, Sn",True,
mp-1185096,La3Sc,"La, Sc",True,
mp-976128,Hf5Sc,"Hf, Sc",True,
mp-1184681,Hf3Sc,"Hf, Sc",True,
mp-1224300,HfSc,"Hf, Sc",True,
mp-11557,ScRe2,"Re, Sc",False,
mp-11558,Sc5Re24,"Re, Sc",False,
mp-567612,ScOs2,"Os, Sc",False,
mp-12305,Sc11Os4,"Os, Sc",False,
mp-568623,Sc44Os7,"Os, Sc",False,
mp-1129,ScIr,"Ir, Sc",False,
mp-1190979,Sc2Ir,"Ir, Sc",False,
mp-2263,ScIr2,"Ir, Sc",False,
mp-12593,ScIr3,"Ir, Sc",False,
mp-12304,Sc11Ir4,"Ir, Sc",False,
mp-1200708,Sc44Ir7,"Ir, Sc",False,
mp-1201561,Sc57Ir13,"Ir, Sc",False,
mp-892,ScPt,"Pt, Sc",False,
mp-11550,Sc2Pt,"Pt, Sc",False,
mp-481,ScPt3,"Pt, Sc",False,
mp-1196981,Sc57Pt13,"Pt, Sc",False,
mp-1209057,Sc2Au,"Au, Sc",True,
mp-11256,ScAu,"Au, Sc",False,
mp-1018148,ScAu2,"Au, Sc",False,
mp-1186977,ScAu3,"Au, Sc",True,
mp-972895,ScAu3,"Au, Sc",True,
mp-1068446,ScAu4,"Au, Sc",False,
mp-861910,Sc3Hg,"Hg, Sc",True,
mp-11471,ScHg,"Hg, Sc",False,
