material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal
mp-1228135,Al5CuMo2,"Al, Cu, Mo",3,0.03185007267361151,Tetragonal,123,P4/mmm,0.0,True,True
mp-1208235,Ti4(NbAl3)3,"Al, Nb, Ti",3,0.04342175805000181,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228906,AlCrFe2,"Al, Cr, Fe",3,0.02413916124999904,Tetragonal,123,P4/mmm,0.0,True,True
mp-1222110,MnGa2Ni9,"Ga, Mn, Ni",3,0.007107115833335342,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217098,Ti4CuAg,"Ag, Cu, Ti",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221572,MnInRh2,"In, Mn, Rh",3,0.02662982500000055,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228554,Al2Ni9Pd,"Al, Ni, Pd",3,0.05333080145833158,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215228,ZrTi4Be5,"Be, Ti, Zr",3,0.021402921249999984,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215336,ZrAl6Mo,"Al, Mo, Zr",3,0.02366922125000137,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224791,GaNi2Pt,"Ga, Ni, Pt",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-644280,GaCuPt2,"Cu, Ga, Pt",3,0.0,Tetragonal,123,P4/mmm,0.0,False,True
mp-1224944,GaCu4Ni15,"Cu, Ga, Ni",3,0.030587893000001642,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217070,Ti2RePt,"Pt, Re, Ti",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221982,MgZn4Ag5,"Ag, Mg, Zn",3,0.01030432626922817,Tetragonal,123,P4/mmm,0.28140000000000054,True,False
mp-1208973,Sc2Ga8Ni,"Ga, Ni, Sc",3,0.0026552854545451865,Tetragonal,123,P4/mmm,0.0,True,True
mp-3702,FeCuPt2,"Cu, Fe, Pt",3,0.01835553999999817,Tetragonal,123,P4/mmm,0.0,False,True
mp-1221702,MnAlRh2,"Al, Mn, Rh",3,0.030438072500000857,Tetragonal,123,P4/mmm,0.0,True,True
mp-1229119,Al(Ni4Pt)3,"Al, Ni, Pt",3,0.027030415000000474,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228938,AlCuNi6,"Al, Cu, Ni",3,0.028141036250000084,Tetragonal,123,P4/mmm,0.0,True,True
mp-30493,ZnCdPt2,"Cd, Pt, Zn",3,0.0,Tetragonal,123,P4/mmm,0.0,False,True
mp-1228972,AlCoNi6,"Al, Co, Ni",3,0.01928601062500057,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224968,FeNiPt2,"Fe, Ni, Pt",3,0.06326468250000161,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217017,TiAl6Mo,"Al, Mo, Ti",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217067,Ti2ReOs,"Os, Re, Ti",3,0.00021068999999585003,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215448,Zn2PdAu,"Au, Pd, Zn",3,0.006532567500000752,Tetragonal,123,P4/mmm,0.0,True,True
mp-1213092,CuSnPd2,"Cu, Pd, Sn",3,0.055351248124999586,Tetragonal,123,P4/mmm,0.0,True,True
mp-1216661,TiZnCu2,"Cu, Ti, Zn",3,0.08920452499999953,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224303,HfAl2Zn,"Al, Hf, Zn",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
