material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal,electronegativity_difference
mp-1017985,TiAg,"Ag, Ti",2,0.0,Tetragonal,129,P4/nmm,0.0,False,True,0.19499999999999995
mp-13156,HfAg,"Ag, Hf",2,0.0,Tetragonal,129,P4/nmm,0.0,False,True,0.31499999999999995
mp-1017540,ZrCd,"Cd, Zr",2,0.0,Tetragonal,129,P4/nmm,0.0,False,True,0.17999999999999994
mp-1071777,SrAl2,"Al, Sr",2,0.014346743333332412,Tetragonal,129,P4/nmm,0.0,True,True,0.311126983722081
mp-30500,TiCd,"Cd, Ti",2,0.0,Tetragonal,129,P4/nmm,0.0,False,True,0.07499999999999996
mp-1199235,La5Ir3,"Ir, La",2,0.0,Tetragonal,130,P4/ncc,0.0,False,True,0.5325352101035199
mp-1198712,Y5Ir3,"Ir, Y",2,0.0,Tetragonal,130,P4/ncc,0.0,False,True,0.4744404599104087
mp-672217,La5Ga3,"Ga, La",2,0.0,Tetragonal,130,P4/ncc,0.0,False,True,0.34372727197590824
mp-672256,Y5Ga3,"Ga, Y",2,0.01638631367187493,Tetragonal,130,P4/ncc,0.0,False,True,0.285632521782797
mp-568404,Li9Al4,"Al, Li",2,0.0,Monoclinic,12,C2/m,0.0,False,True,0.29076923076923084
mp-568746,Bi2Pd,"Bi, Pd",2,0.0,Monoclinic,12,C2/m,0.0,False,True,0.08485281374238578
mp-571060,In9Pt13,"In, Pt",2,0.049124047272719906,Monoclinic,12,C2/m,0.0,False,True,0.24583304150890825
mp-1185956,MgSc2,"Mg, Sc",2,0.029343626666667788,Monoclinic,12,C2/m,0.0,True,True,0.023570226039551605
mp-30410,Mn2Au5,"Au, Mn",2,0.014431074999997406,Monoclinic,12,C2/m,0.0,False,True,0.4472364119380994
mp-1185912,MgIn2,"In, Mg",2,0.024073979629630315,Monoclinic,12,C2/m,0.0,True,True,0.22156012477178486
mp-1072744,Hf2Bi,"Bi, Hf",2,0.006848357222224877,Monoclinic,12,C2/m,0.0,True,True,0.33941125496954283
mp-21589,Ga9Ni13,"Ga, Ni",2,0.0,Monoclinic,12,C2/m,0.0,False,True,0.04916660830178161
mp-1038767,MgCd,"Cd, Mg",2,0.03818579500000041,Monoclinic,12,C2/m,0.0,True,True,0.18999999999999995
mp-1094168,LaMg2,"La, Mg",2,0.07886855916666713,Monoclinic,12,C2/m,0.0,True,True,0.09899494936611664
mp-1094776,Mg2Cd,"Cd, Mg",2,0.039833586944445054,Monoclinic,12,C2/m,0.0,True,True,0.179133717900592
mp-1223890,In4Pb,"In, Pb",2,0.008507498000000169,Monoclinic,12,C2/m,0.0,True,True,0.22000000000000003
mp-1094317,Sr2Mg,"Mg, Sr",2,0.06160184333333296,Monoclinic,12,C2/m,0.0,True,True,0.16970562748477144
mp-1094503,Mg2Zn,"Mg, Zn",2,0.058884221533333614,Monoclinic,12,C2/m,0.0,True,True,0.1602775370689507
mp-1188069,Zr2Ni7,"Ni, Zr",2,0.0038042649999994183,Monoclinic,12,C2/m,0.0,False,True,0.2411290315920984
mp-13447,Zn13Rh,"Rh, Zn",2,0.0,Monoclinic,12,C2/m,0.0,False,True,0.1622498073958795
mp-1094351,MgTi2,"Mg, Ti",2,0.07179546611110954,Monoclinic,12,C2/m,0.0,True,True,0.10842303978193728
mp-1039204,MgCd2,"Cd, Mg",2,0.05930486555555703,Monoclinic,12,C2/m,0.0,True,True,0.179133717900592
mp-1094239,MgSn2,"Mg, Sn",2,0.07190916583333351,Monoclinic,12,C2/m,0.0,True,True,0.30641293851417056
mp-641509,In9Ni13,"In, Ni",2,0.06179680954545219,Monoclinic,12,C2/m,0.0,False,True,0.06391659079231612
mp-1221957,MgIn,"In, Mg",2,0.009199702777777485,Monoclinic,12,C2/m,0.0,True,True,0.235
mp-567207,SrIn4,"In, Sr",2,0.007084296222223063,Monoclinic,12,C2/m,0.0,False,True,0.3320000000000001
mp-1185838,Mg5Pt,"Mg, Pt",2,0.09478724388888882,Monoclinic,12,C2/m,0.0,True,True,0.3614976563624659
mp-973455,LiMg2,"Li, Mg",2,0.010646323333333818,Monoclinic,12,C2/m,0.0,True,True,0.1555634918610405
mp-1038896,MgBi2,"Bi, Mg",2,0.0721586866666657,Monoclinic,12,C2/m,0.0,True,True,0.3346972097616324
mp-1094646,MgGa2,"Ga, Mg",2,0.09184321333333312,Monoclinic,12,C2/m,0.0,True,True,0.23570226039551584
mp-1185840,MgAg2,"Ag, Mg",2,0.017365857500000637,Monoclinic,12,C2/m,0.0,True,True,0.2922708028904396
mp-1185936,MgPb2,"Mg, Pb",2,0.03430386666667262,Monoclinic,12,C2/m,0.0,True,True,0.4808326112068523
mp-31019,Al45Cr7,"Al, Cr",2,0.0,Monoclinic,12,C2/m,0.0,False,True,0.01706561475894114
mp-1077372,Zr2Cu,"Cu, Zr",2,0.04423778166666903,Monoclinic,12,C2/m,0.0,False,True,0.268700576850888
mp-30464,Bi2Pd5,"Bi, Pd",2,0.0,Monoclinic,12,C2/m,0.0,False,True,0.08131571126147269
mp-1213182,Fe13Mo9,"Fe, Mo",2,0.0,Monoclinic,12,C2/m,0.0,True,True,0.16224980739587958
mp-1039397,Ca2Mg,"Ca, Mg",2,0.03518725416666624,Monoclinic,12,C2/m,0.0,True,True,0.14613540144521983
mp-31467,Ga3Pd7,"Ga, Pd",2,0.0008468572499964466,Monoclinic,12,C2/m,0.0,False,True,0.1787204521032778
mp-1205422,Hf2Co7,"Co, Hf",2,0.008048037727270696,Monoclinic,12,C2/m,0.0,False,True,0.24112903159209836
