material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal,electronegativity_difference,atomic_concentrations
mp-31498,BaPt,"Ba, Pt",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.6950,Ba: 0.5000; Pt: 0.5000
mp-1095697,LaMg2,"La, Mg",2,0.028436601666667283,Hexagonal,194,P6_3/mmc,0.0,False,True,0.0990,La: 0.3333; Mg: 0.6667
mp-30745,Ir3W,"Ir, W",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.0693,Ir: 0.7500; W: 0.2500
mp-1079240,LiAl,"Al, Li",2,0.08662110999999939,Hexagonal,194,P6_3/mmc,0.0,False,True,0.3150,Li: 0.5000; Al: 0.5000
mp-13503,ScZn2,"Sc, Zn",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.1367,Sc: 0.3333; Zn: 0.6667
mp-30428,BaCu,"Ba, Cu",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.5050,Ba: 0.5000; Cu: 0.5000
mp-570963,TaCr2,"Cr, Ta",2,0.07452002505555555,Hexagonal,194,P6_3/mmc,0.0,False,True,0.0754,Ta: 0.3333; Cr: 0.6667
mp-1677,Be2Mo,"Be, Mo",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2781,Be: 0.6667; Mo: 0.3333
mp-1191009,NbCo2,"Co, Nb",2,0.015001669222222347,Hexagonal,194,P6_3/mmc,0.0,False,True,0.1320,Nb: 0.3333; Co: 0.6667
mp-956096,HfFe2,"Fe, Hf",2,0.013042935833334823,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2498,Hf: 0.3333; Fe: 0.6667
mp-30401,KAu2,"Au, K",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.8108,K: 0.3333; Au: 0.6667
mp-568077,TaFe2,"Fe, Ta",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.1556,Ta: 0.3333; Fe: 0.6667
mp-10598,CuSn,"Cu, Sn",2,0.009223705000000137,Hexagonal,194,P6_3/mmc,0.0,False,True,0.0300,Cu: 0.5000; Sn: 0.5000
mp-1103264,ZrV2,"V, Zr",2,0.03256666083333215,Hexagonal,194,P6_3/mmc,0.0,False,True,0.1414,Zr: 0.3333; V: 0.6667
mp-1079072,Mg3In,"In, Mg",2,0.001179484999999758,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2035,Mg: 0.7500; In: 0.2500
mp-1201276,Y2Ni7,"Ni, Y",2,0.00852187916666658,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2869,Y: 0.2222; Ni: 0.7778
mp-1095545,ZrTc2,"Tc, Zr",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2687,Zr: 0.3333; Tc: 0.6667
mp-30842,ZrPd3,"Pd, Zr",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.3767,Zr: 0.2500; Pd: 0.7500
mp-999318,NiBi,"Bi, Ni",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.0550,Ni: 0.5000; Bi: 0.5000
mp-581920,La13Cd58,"Cd, La",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2282,La: 0.1831; Cd: 0.8169
mp-1188129,ZrPt3,"Pt, Zr",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.4114,Zr: 0.2500; Pt: 0.7500
mp-30726,YHg3,"Hg, Y",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.3377,Y: 0.2500; Hg: 0.7500
mp-1191559,NbRh3,"Nb, Rh",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2944,Nb: 0.2500; Rh: 0.7500
mp-1101860,ScTc2,"Sc, Tc",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2546,Sc: 0.3333; Tc: 0.6667
mp-1409,TiNi3,"Ni, Ti",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.1602,Ti: 0.2500; Ni: 0.7500
mp-2039,ScMn2,"Mn, Sc",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.0896,Sc: 0.3333; Mn: 0.6667
mp-20868,Fe2W,"Fe, W",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2498,Fe: 0.6667; W: 0.3333
mp-30651,MgGa2,"Ga, Mg",2,0.004995789999999722,Hexagonal,194,P6_3/mmc,0.0,False,True,0.2357,Mg: 0.3333; Ga: 0.6667
mp-570923,YRe2,"Re, Y",2,0.0,Hexagonal,194,P6_3/mmc,0.0,False,True,0.3206,Y: 0.3333; Re: 0.6667
mp-567857,Cd8Ag5,"Ag, Cd",2,0.0,Cubic,217,I-43m,0.0,False,True,0.1168,Cd: 0.6154; Ag: 0.3846
mp-1193259,Al8Fe5,"Al, Fe",2,0.046395610769231155,Cubic,217,I-43m,0.0,False,True,0.1070,Al: 0.6154; Fe: 0.3846
mp-30361,Zn8Ag5,"Ag, Zn",2,0.0025969757692312356,Cubic,217,I-43m,0.0,False,True,0.1362,Zn: 0.6154; Ag: 0.3846
mp-1193415,Cd8Au5,"Au, Cd",2,0.04904542677350321,Cubic,217,I-43m,0.0,False,True,0.4135,Cd: 0.6154; Au: 0.3846
mp-30747,Zn11Ir2,"Ir, Zn",2,0.0,Cubic,217,I-43m,0.0,False,True,0.1984,Zn: 0.8462; Ir: 0.1538
mp-1192984,Al5Re24,"Al, Re",2,0.06102760517241279,Cubic,217,I-43m,0.0,False,True,0.1095,Al: 0.1724; Re: 0.8276
mp-1988,Y5Mg24,"Mg, Y",2,0.017897527068963637,Cubic,217,I-43m,0.0,False,True,0.0340,Y: 0.1724; Mg: 0.8276
mp-1368,Zn8Cu5,"Cu, Zn",2,0.0,Cubic,217,I-43m,0.0,False,True,0.1216,Zn: 0.6154; Cu: 0.3846
mp-12662,Re24Mo5,"Mo, Re",2,0.0,Cubic,217,I-43m,0.0,False,True,0.0982,Re: 0.8276; Mo: 0.1724
mp-1192361,Zn11Co2,"Co, Zn",2,0.0,Cubic,217,I-43m,0.0,False,True,0.0830,Zn: 0.8462; Co: 0.1538
mp-11532,Zn11Ni2,"Ni, Zn",2,0.0,Cubic,217,I-43m,0.0,False,True,0.0938,Zn: 0.8462; Ni: 0.1538
mp-11558,Sc5Re24,"Re, Sc",2,0.0,Cubic,217,I-43m,0.0,False,True,0.2040,Sc: 0.1724; Re: 0.8276
mp-13448,Zn11Rh2,"Rh, Zn",2,0.0,Cubic,217,I-43m,0.0,False,True,0.2273,Zn: 0.8462; Rh: 0.1538
mp-21613,K5Pb24,"K, Pb",2,0.0,Cubic,217,I-43m,0.0,False,True,0.5704,K: 0.1724; Pb: 0.8276
mp-567490,Hf5Re24,"Hf, Re",2,0.0,Cubic,217,I-43m,0.0,False,True,0.2266,Hf: 0.1724; Re: 0.8276
mp-1193426,Fe25Mo4,"Fe, Mo",2,0.09549232379310268,Cubic,217,I-43m,0.0,False,True,0.1138,Fe: 0.8621; Mo: 0.1379
mp-1194114,Mg13Al16,"Al, Mg",2,0.044191618620689876,Cubic,217,I-43m,0.0,False,True,0.1492,Mg: 0.4483; Al: 0.5517
mp-2151,Mg17Al12,"Al, Mg",2,0.0,Cubic,217,I-43m,0.0,False,True,0.1478,Mg: 0.5862; Al: 0.4138
mp-1374,Zr5Re24,"Re, Zr",2,0.0,Cubic,217,I-43m,0.0,False,True,0.2153,Zr: 0.1724; Re: 0.8276
mp-1194089,CaMn28,"Ca, Mn",2,0.07027932406658621,Cubic,217,I-43m,0.0,False,True,0.1004,Ca: 0.0345; Mn: 0.9655
mp-518,Ti5Re24,"Re, Ti",2,0.0,Cubic,217,I-43m,0.0,False,True,0.1360,Ti: 0.1724; Re: 0.8276
mp-1198729,Li22Sn5,"Li, Sn",2,0.010069883333333252,Cubic,216,F-43m,0.0,False,True,0.3807,Li: 0.8148; Sn: 0.1852
mp-568623,Sc44Os7,"Os, Sc",2,0.0,Cubic,216,F-43m,0.0,False,True,0.2891,Sc: 0.8627; Os: 0.1373
mp-650,Be5Pd,"Be, Pd",2,0.0,Cubic,216,F-43m,0.0,False,True,0.2348,Be: 0.8333; Pd: 0.1667
mp-1200338,Y15Ni32,"Ni, Y",2,0.0,Cubic,216,F-43m,0.0,False,True,0.3216,Y: 0.3191; Ni: 0.6809
mp-1071690,Be5Co,"Be, Co",2,0.002452683333333816,Cubic,216,F-43m,0.0,False,True,0.1155,Be: 0.8333; Co: 0.1667
mp-573471,Li17Sn4,"Li, Sn",2,0.0,Cubic,216,F-43m,0.0,False,True,0.3848,Li: 0.8095; Sn: 0.1905
mp-1200708,Sc44Ir7,"Ir, Sc",2,0.0,Cubic,216,F-43m,0.0,False,True,0.2891,Sc: 0.8627; Ir: 0.1373
mp-1204948,La11Hg45,"Hg, La",2,0.0025207833928604373,Cubic,216,F-43m,0.0,False,True,0.3576,La: 0.1964; Hg: 0.8036
mp-2439,ZrNi5,"Ni, Zr",2,0.0005126866666671503,Cubic,216,F-43m,0.0,False,True,0.2162,Zr: 0.1667; Ni: 0.8333
mp-573651,Li22Pb5,"Li, Pb",2,0.008461113333332992,Cubic,216,F-43m,0.0,False,True,0.5244,Li: 0.8148; Pb: 0.1852
mp-570153,Mg44Rh7,"Mg, Rh",2,0.0,Cubic,216,F-43m,0.0,False,True,0.3338,Mg: 0.8627; Rh: 0.1373
mp-1220,Be5Au,"Au, Be",2,0.0,Cubic,216,F-43m,0.0,False,True,0.3615,Be: 0.8333; Au: 0.1667
mp-30603,ZrCu5,"Cu, Zr",2,0.009781456785713516,Cubic,216,F-43m,0.0,False,True,0.2124,Zr: 0.1667; Cu: 0.8333
mp-574275,Li17Pb4,"Li, Pb",2,0.0,Cubic,216,F-43m,0.0,False,True,0.5301,Li: 0.8095; Pb: 0.1905
mp-568920,CaAu5,"Au, Ca",2,0.0,Cubic,216,F-43m,0.0,False,True,0.5739,Ca: 0.1667; Au: 0.8333
mp-31499,Mg29Ir4,"Ir, Mg",2,0.001208079531026307,Cubic,216,F-43m,0.0,False,True,0.2905,Mg: 0.8788; Ir: 0.1212
mp-569516,HfNi5,"Hf, Ni",2,0.02767773183333233,Cubic,216,F-43m,0.0,False,True,0.2273,Hf: 0.1667; Ni: 0.8333
mp-1199736,Y11Cd45,"Cd, Y",2,0.0,Cubic,216,F-43m,0.0,False,True,0.1867,Y: 0.1964; Cd: 0.8036
mp-569273,Mg44Ir7,"Ir, Mg",2,0.0,Cubic,216,F-43m,0.0,False,True,0.3063,Mg: 0.8627; Ir: 0.1373
mp-1025010,Be5Fe,"Be, Fe",2,0.04924908499999958,Cubic,216,F-43m,0.0,False,True,0.0969,Be: 0.8333; Fe: 0.1667
mp-23187,La4Bi3,"Bi, La",2,0.009021280714287094,Cubic,220,I-43d,0.0,False,True,0.4553,La: 0.5714; Bi: 0.4286
mp-21895,Na15Pb4,"Na, Pb",2,0.0,Cubic,220,I-43d,0.0,False,True,0.5708,Na: 0.7895; Pb: 0.2105
mp-30892,Ba4Bi3,"Ba, Bi",2,0.0,Cubic,220,I-43d,0.0,False,True,0.5592,Ba: 0.5714; Bi: 0.4286
mp-1197547,Li15Pd4,"Li, Pd",2,0.0,Cubic,220,I-43d,0.0,False,True,0.4974,Li: 0.7895; Pd: 0.2105
mp-567395,Li15Au4,"Au, Li",2,0.0,Cubic,220,I-43d,0.0,False,True,0.6360,Li: 0.7895; Au: 0.2105
mp-571336,La4Pb3,"La, Pb",2,0.0,Cubic,220,I-43d,0.0,False,True,0.6087,La: 0.5714; Pb: 0.4286
mp-626,La4Rh3,"La, Rh",2,0.0,Cubic,220,I-43d,0.0,False,True,0.5839,La: 0.5714; Rh: 0.4286
mp-30893,Sr4Bi3,"Bi, Sr",2,0.0,Cubic,220,I-43d,0.0,False,True,0.5295,Sr: 0.5714; Bi: 0.4286
mp-30794,Na15Sn4,"Na, Sn",2,0.0,Cubic,220,I-43d,0.0,False,True,0.4199,Na: 0.7895; Sn: 0.2105
mp-30424,Zn3Au,"Au, Zn",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.3854,Zn: 0.7500; Au: 0.2500
mp-2496,Cs4Sn23,"Cs, Sn",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.4156,Cs: 0.1481; Sn: 0.8519
mp-1664,V3Pd,"Pd, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2468,V: 0.7500; Pd: 0.2500
mp-1932,Nb3Os,"Nb, Os",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2598,Nb: 0.7500; Os: 0.2500
mp-2211,V3Pt,"Pt, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2815,V: 0.7500; Pt: 0.2500
mp-839,V3Au,"Au, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.3940,V: 0.7500; Au: 0.2500
mp-1458,Nb3Ir,"Ir, Nb",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2598,Nb: 0.7500; Ir: 0.2500
mp-2663,Nb3Pt,"Nb, Pt",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2944,Nb: 0.7500; Pt: 0.2500
mp-11027,Cs3Hg20,"Cs, Hg",2,0.0023572880150964926,Cubic,223,Pm-3n,0.0,False,True,0.4075,Cs: 0.1304; Hg: 0.8696
mp-2339,Ti3Pt,"Pt, Ti",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.3204,Ti: 0.7500; Pt: 0.2500
mp-30788,SnMo3,"Mo, Sn",2,0.05509164124999799,Cubic,223,Pm-3n,0.0,False,True,0.0866,Sn: 0.2500; Mo: 0.7500
mp-569249,Ta3Au,"Au, Ta",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.4503,Ta: 0.7500; Au: 0.2500
mp-1387,AlV3,"Al, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.0087,Al: 0.2500; V: 0.7500
mp-2354,Ti3Hg,"Hg, Ti",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1992,Ti: 0.7500; Hg: 0.2500
mp-544,Ti3Ir,"Ir, Ti",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2858,Ti: 0.7500; Ir: 0.2500
mp-2670,Nb3Ga,"Ga, Nb",2,0.05837239187500032,Cubic,223,Pm-3n,0.0,False,True,0.0909,Nb: 0.7500; Ga: 0.2500
mp-13909,K4Sn23,"K, Sn",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.4050,K: 0.1481; Sn: 0.8519
mp-30871,Ta3Sn,"Sn, Ta",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1992,Ta: 0.7500; Sn: 0.2500
mp-568014,Nb3Bi,"Bi, Nb",2,0.020126058749999842,Cubic,223,Pm-3n,0.0,False,True,0.1819,Nb: 0.7500; Bi: 0.2500
mp-21342,V3Sn,"Sn, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1429,V: 0.7500; Sn: 0.2500
mp-1585,V3Co,"Co, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1083,V: 0.7500; Co: 0.2500
mp-1578,V3Rh,"Rh, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2815,V: 0.7500; Rh: 0.2500
mp-801,Mo3Os,"Mo, Os",2,0.0017573587499981613,Cubic,223,Pm-3n,0.0,False,True,0.0173,Mo: 0.7500; Os: 0.2500
mp-1326,Nb3Sn,"Nb, Sn",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1559,Nb: 0.7500; Sn: 0.2500
mp-22060,Nb3In,"In, Nb",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.0779,Nb: 0.7500; In: 0.2500
mp-259,AlMo3,"Al, Mo",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2382,Al: 0.2500; Mo: 0.7500
mp-7226,V3Ni,"Ni, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1212,V: 0.7500; Ni: 0.2500
mp-2006,V3Ir,"Ir, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2468,V: 0.7500; Ir: 0.2500
mp-1200220,Al3Ir,"Al, Ir",2,0.09830075218750167,Cubic,223,Pm-3n,0.0,False,True,0.2555,Al: 0.7500; Ir: 0.2500
mp-1630,Zr3Hg,"Hg, Zr",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2901,Zr: 0.7500; Hg: 0.2500
mp-1545,Nb3Rh,"Nb, Rh",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.2944,Nb: 0.7500; Rh: 0.2500
mp-11263,Zr3Au,"Au, Zr",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.5239,Zr: 0.7500; Au: 0.2500
mp-1079399,V3Fe,"Fe, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.0866,V: 0.7500; Fe: 0.2500
mp-11026,Rb3Hg20,"Hg, Rb",2,0.012804760491146427,Cubic,223,Pm-3n,0.0,False,True,0.3974,Rb: 0.1304; Hg: 0.8696
mp-2377,GaMo3,"Ga, Mo",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.1516,Ga: 0.2500; Mo: 0.7500
mp-1272,Cr3Ru,"Cr, Ru",2,0.08198951375000263,Cubic,223,Pm-3n,0.0,False,True,0.2338,Cr: 0.7500; Ru: 0.2500
mp-1120,Mo3Ir,"Ir, Mo",2,0.06501973499999991,Cubic,223,Pm-3n,0.0,False,True,0.0173,Mo: 0.7500; Ir: 0.2500
mp-796,Nb3Al,"Al, Nb",2,0.0409174080000021,Cubic,223,Pm-3n,0.0,False,True,0.0043,Nb: 0.7500; Al: 0.2500
mp-1232,Mo3Pt,"Mo, Pt",2,0.076285793750003,Cubic,223,Pm-3n,0.0,False,True,0.0520,Mo: 0.7500; Pt: 0.2500
mp-2752,Nb3Au,"Au, Nb",2,0.003468576250003963,Cubic,223,Pm-3n,0.0,False,True,0.4070,Nb: 0.7500; Au: 0.2500
mp-30876,Zr3Sn,"Sn, Zr",2,0.028289383749999786,Cubic,223,Pm-3n,0.0,False,True,0.2728,Zr: 0.7500; Sn: 0.2500
mp-22568,V3Ga,"Ga, V",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.0779,V: 0.7500; Ga: 0.2500
mp-1786,Ti3Au,"Au, Ti",2,0.0,Cubic,223,Pm-3n,0.0,False,True,0.4330,Ti: 0.7500; Au: 0.2500
mp-1193170,LaZn13,"La, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1416,La: 0.0714; Zn: 0.9286
mp-784,KZn13,"K, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2138,K: 0.0714; Zn: 0.9286
mp-397,KCd13,"Cd, K",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2241,K: 0.0714; Cd: 0.9286
mp-1194443,LaCu13,"Cu, La",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2060,La: 0.0714; Cu: 0.9286
mp-2080,SrBe13,"Be, Sr",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1597,Sr: 0.0714; Be: 0.9286
mp-1878,HfBe13,"Be, Hf",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.0695,Hf: 0.0714; Be: 0.9286
mp-950,NaZn13,"Na, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1854,Na: 0.0714; Zn: 0.9286
mp-672227,CaZn13,"Ca, Zn",2,0.005347061428570443,Cubic,226,Fm-3c,0.0,False,True,0.1674,Ca: 0.0714; Zn: 0.9286
mp-672225,BaZn13,"Ba, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1957,Ba: 0.0714; Zn: 0.9286
mp-672707,SrZn13,"Sr, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1803,Sr: 0.0714; Zn: 0.9286
mp-1193737,LiZn13,"Li, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1726,Li: 0.0714; Zn: 0.9286
mp-1193251,LaBe13,"Be, La",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1210,La: 0.0714; Be: 0.9286
mp-30425,BaBe13,"Ba, Be",2,0.03836030214285735,Cubic,226,Fm-3c,0.0,False,True,0.1751,Ba: 0.0714; Be: 0.9286
mp-1193534,YBe13,"Be, Y",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.0901,Y: 0.0714; Be: 0.9286
mp-855,MgBe13,"Be, Mg",2,0.0005214846428569508,Cubic,226,Fm-3c,0.0,False,True,0.0670,Mg: 0.0714; Be: 0.9286
mp-1713,CsCd13,"Cd, Cs",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2318,Cs: 0.0714; Cd: 0.9286
mp-30559,LaCo13,"Co, La",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2009,La: 0.0714; Co: 0.9286
mp-1040,RbCd13,"Cd, Rb",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2241,Rb: 0.0714; Cd: 0.9286
mp-2504,RbZn13,"Rb, Zn",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.2138,Rb: 0.0714; Zn: 0.9286
mp-642,BaCu13,"Ba, Cu",2,0.0029819446428578367,Cubic,226,Fm-3c,0.0,False,True,0.2601,Ba: 0.0714; Cu: 0.9286
mp-30445,ZrBe13,"Be, Zr",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.0618,Zr: 0.0714; Be: 0.9286
mp-972891,ScBe13,"Be, Sc",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.0541,Sc: 0.0714; Be: 0.9286
mp-1845,CaBe13,"Be, Ca",2,0.0,Cubic,226,Fm-3c,0.0,False,True,0.1468,Ca: 0.0714; Be: 0.9286
mp-11256,ScAu,"Au, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.5900,Sc: 0.5000; Au: 0.5000
mp-11237,ScAg,"Ag, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.2850,Sc: 0.5000; Ag: 0.5000
mp-23159,SrBi3,"Bi, Sr",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4633,Sr: 0.2500; Bi: 0.7500
mp-875,AlOs,"Al, Os",2,0.012587037500004783,Cubic,221,Pm-3m,0.0,False,True,0.2950,Al: 0.5000; Os: 0.5000
mp-1264,CdAu3,"Au, Cd",2,0.011046036249993563,Cubic,221,Pm-3m,0.0,False,True,0.3681,Cd: 0.2500; Au: 0.7500
mp-2212,ScCo,"Co, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.2600,Sc: 0.5000; Co: 0.5000
mp-1027,HfRh3,"Hf, Rh",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4244,Hf: 0.2500; Rh: 0.7500
mp-11546,TiPd,"Pd, Ti",2,0.07338960750000112,Cubic,221,Pm-3m,0.0,False,True,0.3300,Ti: 0.5000; Pd: 0.5000
mp-1780,ScRh,"Rh, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4600,Sc: 0.5000; Rh: 0.5000
mp-1941,GaNi,"Ga, Ni",2,0.042973296904763814,Cubic,221,Pm-3m,0.0,False,True,0.0500,Ga: 0.5000; Ni: 0.5000
mp-11290,CaSn3,"Ca, Sn",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4157,Ca: 0.2500; Sn: 0.7500
mp-20516,InPt3,"In, Pt",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.2165,In: 0.2500; Pt: 0.7500
mp-2126,HfIr3,"Hf, Ir",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.3897,Hf: 0.2500; Ir: 0.7500
mp-712,YCu,"Cu, Y",2,0.018895730000000555,Cubic,221,Pm-3m,0.0,False,True,0.3400,Y: 0.5000; Cu: 0.5000
mp-11500,MnNi,"Mn, Ni",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.1800,Mn: 0.5000; Ni: 0.5000
mp-2696,MgAg,"Ag, Mg",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.3100,Mg: 0.5000; Ag: 0.5000
mp-569125,Mg3In,"In, Mg",2,0.016354179999998664,Cubic,221,Pm-3m,0.0,False,True,0.2035,Mg: 0.7500; In: 0.2500
mp-1948,LaAg,"Ag, La",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4150,La: 0.5000; Ag: 0.5000
mp-21432,LaPb3,"La, Pb",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.5326,La: 0.2500; Pb: 0.7500
mp-12661,Cd3In,"Cd, In",2,0.04173347250000248,Cubic,221,Pm-3m,0.0,False,True,0.0390,Cd: 0.7500; In: 0.2500
mp-20971,SnPt3,"Pt, Sn",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.1386,Sn: 0.2500; Pt: 0.7500
mp-1169,ScCu,"Cu, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.2700,Sc: 0.5000; Cu: 0.5000
mp-20566,MgIn3,"In, Mg",2,0.024540943055557207,Cubic,221,Pm-3m,0.0,False,True,0.2035,Mg: 0.2500; In: 0.7500
mp-10596,FeIr3,"Fe, Ir",2,0.03003229249999606,Cubic,221,Pm-3m,0.0,False,True,0.1602,Fe: 0.2500; Ir: 0.7500
mp-892,ScPt,"Pt, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4600,Sc: 0.5000; Pt: 0.5000
mp-542,SrHg,"Hg, Sr",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.5250,Sr: 0.5000; Hg: 0.5000
mp-11563,TiRh,"Rh, Ti",2,0.0201166999999991,Cubic,221,Pm-3m,0.0,False,True,0.3700,Ti: 0.5000; Rh: 0.5000
mp-30343,InAg3,"Ag, In",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.0650,In: 0.2500; Ag: 0.7500
mp-2103,CuAu3,"Au, Cu",2,0.006434499999997456,Cubic,221,Pm-3m,0.0,False,True,0.2771,Cu: 0.2500; Au: 0.7500
mp-823,TiCo,"Co, Ti",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.1700,Ti: 0.5000; Co: 0.5000
mp-934,LiTl,"Li, Tl",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.3200,Li: 0.5000; Tl: 0.5000
mp-20539,ScIn3,"In, Sc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.1819,Sc: 0.2500; In: 0.7500
mp-2283,ZrCo,"Co, Zr",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.2750,Zr: 0.5000; Co: 0.5000
mp-305,TiFe,"Fe, Ti",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.1450,Ti: 0.5000; Fe: 0.5000
mp-11571,YSn3,"Sn, Y",2,0.023755627499997267,Cubic,221,Pm-3m,0.0,False,True,0.3204,Y: 0.2500; Sn: 0.7500
mp-11460,HfTc,"Hf, Tc",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.3000,Hf: 0.5000; Tc: 0.5000
mp-1649,Fe3Pt,"Fe, Pt",2,0.043079117500000486,Cubic,221,Pm-3m,0.0,False,True,0.1949,Fe: 0.7500; Pt: 0.2500
mp-20582,LaIn,"In, La",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.3400,La: 0.5000; In: 0.5000
mp-559,YPd3,"Pd, Y",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.4244,Y: 0.2500; Pd: 0.7500
mp-11566,ScZn,"Sc, Zn",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.1450,Sc: 0.5000; Zn: 0.5000
mp-2399,YHg,"Hg, Y",2,0.0,Cubic,221,Pm-3m,0.0,False,True,0.3900,Y: 0.5000; Hg: 0.5000
