material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal,electronegativity_difference,atomic_concentrations
mp-16860,Mg13Ir3,"Ir, Mg",2,0.015399822382246686,Trigonal,167,R-3c,0.0,False,True,0.3474,Mg: 0.8125; Ir: 0.1875
mp-1200207,Cs8Ga11,"Cs, Ga",2,0.0,Trigonal,167,R-3c,0.0,False,True,0.5036,Cs: 0.4211; Ga: 0.5789
mp-568495,Cu10Sn3,"Cu, Sn",2,0.02194780346153813,Hexagonal,173,P6_3,0.0,False,True,0.0253,Cu: 0.7692; Sn: 0.2308
mp-12283,Li5Tl2,"Li, Tl",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.2891,Li: 0.7143; Tl: 0.2857
mp-1194918,Bi4Ir,"Bi, Ir",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0720,Bi: 0.8000; Ir: 0.2000
mp-1102848,LaIr3,"Ir, La",2,0.008618540000007613,Trigonal,166,R-3m,0.0,False,True,0.4763,La: 0.2500; Ir: 0.7500
mp-30766,Li5Sn2,"Li, Sn",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.4427,Li: 0.7143; Sn: 0.2857
mp-1813,Ba2Mg17,"Ba, Mg",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1289,Ba: 0.1053; Mg: 0.8947
mp-7285,HfNi3,"Hf, Ni",2,0.002178646916664917,Trigonal,166,R-3m,0.0,False,True,0.2641,Hf: 0.2500; Ni: 0.7500
mp-569594,Fe7Mo6,"Fe, Mo",2,0.00687256875739628,Trigonal,166,R-3m,0.0,False,True,0.1645,Fe: 0.5385; Mo: 0.4615
mp-1061732,MgZr2,"Mg, Zr",2,0.04071996166666736,Trigonal,166,R-3m,0.0,False,True,0.0094,Mg: 0.3333; Zr: 0.6667
mp-1460,RbGa7,"Ga, Rb",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3274,Rb: 0.1250; Ga: 0.8750
mp-11273,Be3Nb,"Be, Nb",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0130,Be: 0.7500; Nb: 0.2500
mp-17639,Y2Zn17,"Y, Zn",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1320,Y: 0.1053; Zn: 0.8947
mp-1105643,Hf2Be17,"Be, Hf",2,0.0019026751754385174,Trigonal,166,R-3m,0.0,False,True,0.0829,Hf: 0.1053; Be: 0.8947
mp-1077925,Na5Sn2,"Na, Sn",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.4653,Na: 0.7143; Sn: 0.2857
mp-7851,TaCo3,"Co, Ta",2,0.022571235833334313,Trigonal,166,R-3m,0.0,False,True,0.1645,Ta: 0.2500; Co: 0.7500
mp-1105040,Ta6Zn7,"Ta, Zn",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0748,Ta: 0.4615; Zn: 0.5385
mp-9568,Li3Ga2,"Ga, Li",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.4066,Li: 0.6000; Ga: 0.4000
mp-1104956,Ta6Fe7,"Fe, Ta",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1645,Ta: 0.4615; Fe: 0.5385
mp-2451,YAl3,"Al, Y",2,0.011892777500001728,Trigonal,166,R-3m,0.0,False,True,0.1689,Y: 0.2500; Al: 0.7500
mp-567747,Co7Mo6,"Co, Mo",2,0.011532919358973714,Trigonal,166,R-3m,0.0,False,True,0.1396,Co: 0.5385; Mo: 0.4615
mp-1105569,Y2Fe17,"Fe, Y",2,0.020232452105263476,Trigonal,166,R-3m,0.0,False,True,0.1872,Y: 0.1053; Fe: 0.8947
mp-12648,Ti2Be17,"Be, Ti",2,0.0001682199999999412,Trigonal,166,R-3m,0.0,False,True,0.0092,Ti: 0.1053; Be: 0.8947
mp-1103885,Nb6Fe7,"Fe, Nb",2,0.0017899439053259414,Trigonal,166,R-3m,0.0,False,True,0.1147,Nb: 0.4615; Fe: 0.5385
mp-21446,BaPb3,"Ba, Pb",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.6235,Ba: 0.2500; Pb: 0.7500
mp-16506,Li3Al2,"Al, Li",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3086,Li: 0.6000; Al: 0.4000
mp-697180,Mg3In,"In, Mg",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.2035,Mg: 0.7500; In: 0.2500
mp-2764,LaNi3,"La, Ni",2,0.0017624329166672226,Trigonal,166,R-3m,0.0,False,True,0.3507,La: 0.2500; Ni: 0.7500
mp-30709,La2Zn17,"La, Zn",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1688,La: 0.1053; Zn: 0.8947
mp-27505,Fe3Sn2,"Fe, Sn",2,0.0004480230000005747,Trigonal,166,R-3m,0.0,False,True,0.0637,Fe: 0.6000; Sn: 0.4000
mp-570400,Ba7Al10,"Al, Ba",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3544,Ba: 0.4118; Al: 0.5882
mp-569196,YNi3,"Ni, Y",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.2988,Y: 0.2500; Ni: 0.7500
mp-1104237,Nb7Ni6,"Nb, Ni",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1545,Nb: 0.5385; Ni: 0.4615
mp-1102392,YFe3,"Fe, Y",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.2641,Y: 0.2500; Fe: 0.7500
mp-30441,Be17Nb2,"Be, Nb",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0092,Be: 0.8947; Nb: 0.1053
mp-636105,MnGa,"Ga, Mn",2,0.05060490461538514,Trigonal,166,R-3m,0.0,False,True,0.1300,Mn: 0.5000; Ga: 0.5000
mp-2544,Zr2Be17,"Be, Zr",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0737,Zr: 0.1053; Be: 0.8947
mp-1104372,Nb6Zn7,"Nb, Zn",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0249,Nb: 0.4615; Zn: 0.5385
mp-569100,LaRh3,"La, Rh",2,0.0037921279166681643,Trigonal,166,R-3m,0.0,False,True,0.5110,La: 0.2500; Rh: 0.7500
mp-7250,Nb6Co7,"Co, Nb",2,0.005622903410255731,Trigonal,166,R-3m,0.0,False,True,0.1396,Nb: 0.4615; Co: 0.5385
mp-1109,Sr5Al9,"Al, Sr",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3162,Sr: 0.3571; Al: 0.6429
mp-20132,InHg,"Hg, In",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1100,In: 0.5000; Hg: 0.5000
mp-1189382,La2Co7,"Co, La",2,0.029885577391304707,Trigonal,166,R-3m,0.0,False,True,0.3243,La: 0.2222; Co: 0.7778
mp-1106140,Y2Co17,"Co, Y",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.2025,Y: 0.1053; Co: 0.8947
mp-27587,Li8Pb3,"Li, Pb",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.6012,Li: 0.7273; Pb: 0.2727
mp-21293,Li3In2,"In, Li",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3919,Li: 0.6000; In: 0.4000
mp-18063,SrSn3,"Sn, Sr",2,0.027413276041663437,Trigonal,166,R-3m,0.0,False,True,0.4373,Sr: 0.2500; Sn: 0.7500
mp-1104334,Nb7Co6,"Co, Nb",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1396,Nb: 0.5385; Co: 0.4615
mp-1103465,TiBe3,"Be, Ti",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0130,Ti: 0.2500; Be: 0.7500
mp-644311,CuPt,"Cu, Pt",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1900,Cu: 0.5000; Pt: 0.5000
mp-1105997,Ca2Ni7,"Ca, Ni",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3783,Ca: 0.2222; Ni: 0.7778
mp-1104548,Ta7Co6,"Co, Ta",2,0.0014632612820477675,Trigonal,166,R-3m,0.0,False,True,0.1894,Ta: 0.5385; Co: 0.4615
mp-574339,Y2Ni7,"Ni, Y",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.2869,Y: 0.2222; Ni: 0.7778
mp-1188908,La2Ni7,"La, Ni",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3367,La: 0.2222; Ni: 0.7778
mp-1189402,Ta2Be17,"Be, Ta",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0215,Ta: 0.1053; Be: 0.8947
mp-1095497,YIr3,"Ir, Y",2,0.015700779999995973,Trigonal,166,R-3m,0.0,False,True,0.4244,Y: 0.2500; Ir: 0.7500
mp-1102167,CaNi3,"Ca, Ni",2,2.671666666742567e-05,Trigonal,166,R-3m,0.0,False,True,0.3940,Ca: 0.2500; Ni: 0.7500
mp-1182452,CrGa,"Cr, Ga",2,0.08224818605769002,Trigonal,166,R-3m,0.0,False,True,0.0750,Cr: 0.5000; Ga: 0.5000
mp-1190346,La2Rh7,"La, Rh",2,0.026713662777778424,Trigonal,166,R-3m,0.0,False,True,0.4906,La: 0.2222; Rh: 0.7778
mp-2588,YCo3,"Co, Y",2,0.05055418807692291,Trigonal,166,R-3m,0.0,False,True,0.2858,Y: 0.2500; Co: 0.7500
mp-1190236,La2Ir7,"Ir, La",2,0.020186647222223186,Trigonal,166,R-3m,0.0,False,True,0.4573,La: 0.2222; Ir: 0.7778
mp-30574,CsGa7,"Cs, Ga",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.3373,Cs: 0.1250; Ga: 0.8750
mp-1473,Fe7W6,"Fe, W",2,0.0026645362499966296,Trigonal,166,R-3m,0.0,False,True,0.2642,Fe: 0.5385; W: 0.4615
mp-571095,Na7Ga13,"Ga, Na",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.4197,Na: 0.3500; Ga: 0.6500
mp-1102049,TaBe3,"Be, Ta",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.0303,Ta: 0.2500; Be: 0.7500
mp-1103826,Ta7Fe6,"Fe, Ta",2,0.0,Trigonal,166,R-3m,0.0,False,True,0.1645,Ta: 0.5385; Fe: 0.4615
mp-1188333,Y2Co7,"Co, Y",2,0.07389264299145282,Trigonal,166,R-3m,0.0,False,True,0.2744,Y: 0.2222; Co: 0.7778
mp-30597,Cu10Sn3,"Cu, Sn",2,0.03160750653846023,Hexagonal,176,P6_3/m,0.0,False,True,0.0253,Cu: 0.7692; Sn: 0.2308
mp-643067,Mg3Sn,"Mg, Sn",2,0.03617427374999904,Hexagonal,176,P6_3/m,0.0,False,True,0.2815,Mg: 0.7500; Sn: 0.2500
mp-510099,In3Au10,"Au, In",2,0.0,Hexagonal,176,P6_3/m,0.0,False,True,0.3202,In: 0.2308; Au: 0.7692
mp-2137,Mg2Ni,"Mg, Ni",2,0.0,Hexagonal,180,P6_222,0.0,False,True,0.2828,Mg: 0.6667; Ni: 0.3333
mp-30047,Sn2Mo,"Mo, Sn",2,0.06053427666666522,Hexagonal,180,P6_222,0.0,False,True,0.0943,Sn: 0.6667; Mo: 0.3333
mp-1079810,HfSn2,"Hf, Sn",2,0.0011263725555537007,Hexagonal,180,P6_222,0.0,False,True,0.3111,Hf: 0.3333; Sn: 0.6667
mp-568607,Al5Mo,"Al, Mo",2,0.0,Hexagonal,182,P6_322,0.0,False,True,0.2050,Al: 0.8333; Mo: 0.1667
mp-30337,Al5W,"Al, W",2,0.0,Hexagonal,182,P6_322,0.0,False,True,0.2795,Al: 0.8333; W: 0.1667
mp-12524,Al2W,"Al, W",2,0.09311756111111436,Hexagonal,181,P6_422,0.0,False,True,0.3536,Al: 0.6667; W: 0.3333
mp-542429,Mg3Rh,"Mg, Rh",2,0.0,Hexagonal,185,P6_3cm,0.0,False,True,0.4200,Mg: 0.7500; Rh: 0.2500
mp-18712,Mg3Pd,"Mg, Pd",2,0.0,Hexagonal,185,P6_3cm,0.0,False,True,0.3854,Mg: 0.7500; Pd: 0.2500
mp-18707,Mg3Pt,"Mg, Pt",2,0.0,Hexagonal,185,P6_3cm,0.0,False,True,0.4200,Mg: 0.7500; Pt: 0.2500
mp-17783,Mg3Au,"Au, Mg",2,0.0,Hexagonal,185,P6_3cm,0.0,False,True,0.5326,Mg: 0.7500; Au: 0.2500
mp-568419,Mg3Ir,"Ir, Mg",2,0.0,Hexagonal,185,P6_3cm,0.0,False,True,0.3854,Mg: 0.7500; Ir: 0.2500
mp-30370,Cd3Au,"Au, Cd",2,0.0,Hexagonal,185,P6_3cm,0.0,False,True,0.3681,Cd: 0.7500; Au: 0.2500
mp-1105925,La7Pd3,"La, Pd",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.5041,La: 0.7000; Pd: 0.3000
mp-1106092,Sr7Ag3,"Ag, Sr",2,0.013513263899998407,Hexagonal,186,P6_3mc,0.0,False,True,0.4491,Sr: 0.7000; Ag: 0.3000
mp-1189501,La7Pt3,"La, Pt",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.5407,La: 0.7000; Pt: 0.3000
mp-573855,La7Ni3,"La, Ni",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.3712,La: 0.7000; Ni: 0.3000
mp-1188890,Y7Pt3,"Pt, Y",2,0.017898522250000326,Hexagonal,186,P6_3mc,0.0,False,True,0.4858,Y: 0.7000; Pt: 0.3000
mp-570557,NbCo3,"Co, Nb",2,0.0660422908333329,Hexagonal,186,P6_3mc,0.0,False,True,0.1212,Nb: 0.2500; Co: 0.7500
mp-1189031,La7Rh3,"La, Rh",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.5407,La: 0.7000; Rh: 0.3000
mp-1189474,Y7Rh3,"Rh, Y",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.4858,Y: 0.7000; Rh: 0.3000
mp-1105837,La7Ir3,"Ir, La",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.5041,La: 0.7000; Ir: 0.3000
mp-30422,Sr7Au3,"Au, Sr",2,0.0,Hexagonal,186,P6_3mc,0.0,False,True,0.7286,Sr: 0.7000; Au: 0.3000
mp-1200130,Rb5Tl9,"Rb, Tl",2,0.0,Hexagonal,189,P-62m,0.0,False,True,0.3833,Rb: 0.3571; Tl: 0.6429
mp-568683,La16Al13,"Al, La",2,0.00441335133620413,Hexagonal,189,P-62m,0.0,False,True,0.2536,La: 0.5517; Al: 0.4483
mp-31326,Mg2In,"In, Mg",2,0.015275971481479633,Hexagonal,189,P-62m,0.0,False,True,0.2216,Mg: 0.6667; In: 0.3333
mp-567244,Mg2Tl,"Mg, Tl",2,0.014480268611110514,Hexagonal,189,P-62m,0.0,False,True,0.1461,Mg: 0.6667; Tl: 0.3333
mp-578,GaAg2,"Ag, Ga",2,0.0,Hexagonal,189,P-62m,0.0,False,True,0.0566,Ga: 0.3333; Ag: 0.6667
mp-571598,Ga2Au7,"Au, Ga",2,0.017660370925923985,Hexagonal,189,P-62m,0.0,False,True,0.3035,Ga: 0.2222; Au: 0.7778
mp-30650,Mg2Ga,"Ga, Mg",2,0.0,Hexagonal,190,P-62c,0.0,False,True,0.2357,Mg: 0.6667; Ga: 0.3333
mp-571353,BaSn5,"Ba, Sn",2,0.026217794166670583,Hexagonal,191,P6/mmm,0.0,False,True,0.3988,Ba: 0.1667; Sn: 0.8333
mp-11472,SrHg2,"Hg, Sr",2,0.0031802333333292854,Hexagonal,191,P6/mmm,0.0,False,True,0.4950,Sr: 0.3333; Hg: 0.6667
mp-11287,CaHg2,"Ca, Hg",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4714,Ca: 0.3333; Hg: 0.6667
mp-570832,SrPt5,"Pt, Sr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4957,Sr: 0.1667; Pt: 0.8333
mp-11280,TiBe12,"Be, Ti",2,0.08558260846153765,Hexagonal,191,P6/mmm,0.0,False,True,0.0080,Ti: 0.0769; Be: 0.9231
mp-11385,YFe5,"Fe, Y",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2273,Y: 0.1667; Fe: 0.8333
mp-30363,BaAu2,"Au, Ba",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.7778,Ba: 0.3333; Au: 0.6667
mp-20536,CoSn,"Co, Sn",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.0400,Co: 0.5000; Sn: 0.5000
mp-680434,Na26Cd141,"Cd, Na",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2755,Na: 0.1557; Cd: 0.8443
mp-1882,CaCu5,"Ca, Cu",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3354,Ca: 0.1667; Cu: 0.8333
mp-30481,CaPt5,"Ca, Pt",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4770,Ca: 0.1667; Pt: 0.8333
mp-1731,LaCo5,"Co, La",2,0.03345996532608808,Hexagonal,191,P6/mmm,0.0,False,True,0.2907,La: 0.1667; Co: 0.8333
mp-30725,YHg2,"Hg, Y",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3677,Y: 0.3333; Hg: 0.6667
mp-2152,YNi5,"Ni, Y",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2571,Y: 0.1667; Ni: 0.8333
mp-2726,SrCu5,"Cu, Sr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3540,Sr: 0.1667; Cu: 0.8333
mp-1814,BaAg5,"Ag, Ba",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3876,Ba: 0.1667; Ag: 0.8333
mp-2613,LaCu5,"Cu, La",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2981,La: 0.1667; Cu: 0.8333
mp-2317,LaNi5,"La, Ni",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3019,La: 0.1667; Ni: 0.8333
mp-11283,ZrBe5,"Be, Zr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.0894,Zr: 0.1667; Be: 0.8333
mp-182,SrGa2,"Ga, Sr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4054,Sr: 0.3333; Ga: 0.6667
mp-2424,LaZn5,"La, Zn",2,0.003247978166665888,Hexagonal,191,P6/mmm,0.0,False,True,0.2050,La: 0.1667; Zn: 0.8333
mp-1252,ZrBe2,"Be, Zr",2,0.028948296666665208,Hexagonal,191,P6/mmm,0.0,False,True,0.1131,Zr: 0.3333; Be: 0.6667
mp-2797,YCu5,"Cu, Y",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2534,Y: 0.1667; Cu: 0.8333
mp-2051,LaCu2,"Cu, La",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3771,La: 0.3333; Cu: 0.6667
mp-2410,SrAg5,"Ag, Sr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3652,Sr: 0.1667; Ag: 0.8333
mp-1219,BaGa2,"Ba, Ga",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4337,Ba: 0.3333; Ga: 0.6667
mp-774,CaNi5,"Ca, Ni",2,0.0004997670833333245,Hexagonal,191,P6/mmm,0.0,False,True,0.3391,Ca: 0.1667; Ni: 0.8333
mp-570673,ScNi5,"Ni, Sc",2,0.008523272916668212,Hexagonal,191,P6/mmm,0.0,False,True,0.2050,Sc: 0.1667; Ni: 0.8333
mp-1914,YGa2,"Ga, Y",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2781,Y: 0.3333; Ga: 0.6667
mp-1025223,Hf4Al3,"Al, Hf",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.1534,Hf: 0.5714; Al: 0.4286
mp-11466,NaHg2,"Hg, Na",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.5044,Na: 0.3333; Hg: 0.6667
mp-19839,LaGa2,"Ga, La",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.3347,La: 0.3333; Ga: 0.6667
mp-2606,BaPd5,"Ba, Pd",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4882,Ba: 0.1667; Pd: 0.8333
mp-638,SrZn5,"Sr, Zn",2,0.024680062499999877,Hexagonal,191,P6/mmm,0.0,False,True,0.2609,Sr: 0.1667; Zn: 0.8333
mp-11565,YRh5,"Rh, Y",2,0.08311612055555528,Hexagonal,191,P6/mmm,0.0,False,True,0.3950,Y: 0.1667; Rh: 0.8333
mp-1734,CaZn5,"Ca, Zn",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.2422,Ca: 0.1667; Zn: 0.8333
mp-1298,KAu5,"Au, K",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.6410,K: 0.1667; Au: 0.8333
mp-442,RhPb,"Pb, Rh",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.0250,Rh: 0.5000; Pb: 0.5000
mp-30469,TlBi2,"Bi, Tl",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.1886,Tl: 0.3333; Bi: 0.6667
mp-11463,LaHg2,"Hg, La",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4243,La: 0.3333; Hg: 0.6667
mp-19876,InNi,"In, Ni",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.0650,In: 0.5000; Ni: 0.5000
mp-21260,FeSn,"Fe, Sn",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.0650,Fe: 0.5000; Sn: 0.5000
mp-1260,SrPd5,"Pd, Sr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4658,Sr: 0.1667; Pd: 0.8333
mp-1832,LaPt5,"La, Pt",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4398,La: 0.1667; Pt: 0.8333
mp-728,Li2Pd,"Li, Pd",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.5751,Li: 0.6667; Pd: 0.3333
mp-992,CaGa2,"Ca, Ga",2,0.016981658333333982,Hexagonal,191,P6/mmm,0.0,False,True,0.3818,Ca: 0.3333; Ga: 0.6667
mp-1831,SrAu5,"Au, Sr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.5926,Sr: 0.1667; Au: 0.8333
mp-11277,ScBe5,"Be, Sc",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.0783,Sc: 0.1667; Be: 0.8333
mp-811,BaPt5,"Ba, Pt",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.5180,Ba: 0.1667; Pt: 0.8333
mp-1209,RbAu5,"Au, Rb",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.6410,Rb: 0.1667; Au: 0.8333
mp-30885,YZn5,"Y, Zn",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.1603,Y: 0.1667; Zn: 0.8333
mp-2170,Li2Pt,"Li, Pt",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.6128,Li: 0.6667; Pt: 0.3333
mp-30364,BaAu5,"Au, Ba",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.6149,Ba: 0.1667; Au: 0.8333
mp-30753,LaPd5,"La, Pd",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4099,La: 0.1667; Pd: 0.8333
mp-2827,YCo5,"Co, Y",2,0.011988457820512721,Hexagonal,191,P6/mmm,0.0,False,True,0.2460,Y: 0.1667; Co: 0.8333
mp-11826,CaPd5,"Ca, Pd",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4472,Ca: 0.1667; Pd: 0.8333
mp-2553,HfBe2,"Be, Hf",2,0.012765049333336442,Hexagonal,191,P6/mmm,0.0,False,True,0.1273,Hf: 0.3333; Be: 0.6667
mp-1606,NbAu2,"Au, Nb",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.4431,Nb: 0.3333; Au: 0.6667
mp-2025,HfBe5,"Be, Hf",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.1006,Hf: 0.1667; Be: 0.8333
mp-1384,LaIr5,"Ir, La",2,0.06472783666666793,Hexagonal,191,P6/mmm,0.0,False,True,0.4099,La: 0.1667; Ir: 0.8333
mp-12752,Zr4Al3,"Al, Zr",2,0.0,Hexagonal,191,P6/mmm,0.0,False,True,0.1386,Zr: 0.5714; Al: 0.4286
mp-1189573,Hf5Ir3,"Hf, Ir",2,0.013379535624993721,Hexagonal,193,P6_3/mcm,0.0,False,True,0.4357,Hf: 0.6250; Ir: 0.3750
mp-1190304,V5Ga3,"Ga, V",2,0.08278061909722112,Hexagonal,193,P6_3/mcm,0.0,False,True,0.0871,V: 0.6250; Ga: 0.3750
mp-1812,Hg5Au6,"Au, Hg",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.2689,Hg: 0.4545; Au: 0.5455
mp-30407,Mg13Au41,"Au, Mg",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.5259,Mg: 0.2407; Au: 0.7593
mp-510521,Y5Ga3,"Ga, Y",2,0.03427095898437571,Hexagonal,193,P6_3/mcm,0.0,False,True,0.2856,Y: 0.6250; Ga: 0.3750
mp-29620,Sr5Bi3,"Bi, Sr",2,0.00014172718749705382,Hexagonal,193,P6_3/mcm,0.0,False,True,0.5180,Sr: 0.6250; Bi: 0.3750
mp-1188953,Zr5Pt3,"Pt, Zr",2,4.6259374997248415e-05,Hexagonal,193,P6_3/mcm,0.0,False,True,0.4599,Zr: 0.6250; Pt: 0.3750
mp-20847,Ti5Sn3,"Sn, Ti",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.2033,Ti: 0.6250; Sn: 0.3750
mp-11465,Mg5Hg3,"Hg, Mg",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.3340,Mg: 0.6250; Hg: 0.3750
mp-567412,Y5Sn3,"Sn, Y",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.3583,Y: 0.6250; Sn: 0.3750
mp-510691,Hf5Sn4,"Hf, Sn",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.3280,Hf: 0.5556; Sn: 0.4444
mp-18032,Nb5Ga4,"Ga, Nb",2,0.021052528412699445,Hexagonal,193,P6_3/mcm,0.0,False,True,0.1043,Nb: 0.5556; Ga: 0.4444
mp-1188292,Y5Pb3,"Pb, Y",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.5374,Y: 0.6250; Pb: 0.3750
mp-30675,Ti5Ga4,"Ga, Ti",2,0.011488576388890337,Hexagonal,193,P6_3/mcm,0.0,False,True,0.1342,Ti: 0.5556; Ga: 0.4444
mp-1105908,La5Sn3,"La, Sn",2,0.001225076874999509,Hexagonal,193,P6_3/mcm,0.0,False,True,0.4163,La: 0.6250; Sn: 0.3750
mp-1106169,Zr5Ga3,"Ga, Zr",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.2324,Zr: 0.6250; Ga: 0.3750
mp-1188697,Zr5Ir3,"Ir, Zr",2,0.011442138333336516,Hexagonal,193,P6_3/mcm,0.0,False,True,0.4212,Zr: 0.6250; Ir: 0.3750
mp-1105962,La5Bi3,"Bi, La",2,0.011194366874999417,Hexagonal,193,P6_3/mcm,0.0,False,True,0.4454,La: 0.6250; Bi: 0.3750
mp-681992,Zr5Pb3,"Pb, Zr",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.4841,Zr: 0.6250; Pb: 0.3750
mp-1105896,La5Pb3,"La, Pb",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.5955,La: 0.6250; Pb: 0.3750
mp-21104,Hf5Sn3,"Hf, Sn",2,0.0,Hexagonal,193,P6_3/mcm,0.0,False,True,0.3195,Hf: 0.6250; Sn: 0.3750
