material_id,formula,elements,theoretical,valence_info
mp-1094543,Mg2Sn,"Mg, Sn",True,"Mg: 2 (Valence: 2), Sn: 1 (Valence: 4)"
mp-2343,Mg2Sn,"Mg, Sn",False,"Mg: 2 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094800,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094801,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094205,Mg5Sn,"Mg, Sn",True,"Mg: 5 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094524,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1023593,Mg15Sn,"Mg, Sn",True,"Mg: 15 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1016238,Mg3Sn,"Mg, Sn",True,"Mg: 3 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094251,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094247,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1018795,Mg2Sn,"Mg, Sn",True,"Mg: 2 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094736,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094209,Mg2Sn,"Mg, Sn",True,"Mg: 2 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094669,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1185637,Mg149Sn,"Mg, Sn",True,"Mg: 149 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094238,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-938875,Mg3Sn,"Mg, Sn",True,"Mg: 3 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1185973,MgSn,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094189,Mg5Sn,"Mg, Sn",True,"Mg: 5 (Valence: 2), Sn: 1 (Valence: 4)"
mp-1094252,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094233,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094206,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094521,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094241,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094213,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094212,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094239,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094223,MgSn2,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 2 (Valence: 4)"
mp-1094988,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-1094202,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-978257,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-1094725,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-1094249,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-1094802,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-1094230,MgSn3,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 3 (Valence: 4)"
mp-1094245,MgSn5,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 5 (Valence: 4)"
mp-1094246,MgSn5,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 5 (Valence: 4)"
mp-1094240,MgSn5,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 5 (Valence: 4)"
mp-2426125,Mg9Sn5,"Mg, Sn",True,"Mg: 9 (Valence: 2), Sn: 5 (Valence: 4)"
mp-31503,Mg9Sn5,"Mg, Sn",False,"Mg: 9 (Valence: 2), Sn: 5 (Valence: 4)"
mp-1094229,MgSn5,"Mg, Sn",True,"Mg: 1 (Valence: 2), Sn: 5 (Valence: 4)"
mp-978251,CsMg149,"Cs, Mg",True,"Cs: 1 (Valence: 1), Mg: 149 (Valence: 2)"
mp-1183328,BaMg3,"Ba, Mg",True,"Ba: 1 (Valence: 2), Mg: 3 (Valence: 2)"
mp-1184337,BaMg149,"Ba, Mg",True,"Ba: 1 (Valence: 2), Mg: 149 (Valence: 2)"
mp-1183308,BaMg,"Ba, Mg",True,"Ba: 1 (Valence: 2), Mg: 1 (Valence: 2)"
mp-1935,BaMg2,"Ba, Mg",False,"Ba: 1 (Valence: 2), Mg: 2 (Valence: 2)"
mp-1813,Ba2Mg17,"Ba, Mg",False,"Ba: 2 (Valence: 2), Mg: 17 (Valence: 2)"
mp-568512,Ba6Mg23,"Ba, Mg",False,"Ba: 6 (Valence: 2), Mg: 23 (Valence: 2)"
mp-1094163,LaMg2,"La, Mg",True,"La: 1 (Valence: 3), Mg: 2 (Valence: 2)"
mp-1016227,LaMg3,"La, Mg",True,"La: 1 (Valence: 3), Mg: 3 (Valence: 2)"
mp-1094174,LaMg3,"La, Mg",True,"La: 1 (Valence: 3), Mg: 3 (Valence: 2)"
mp-1095697,LaMg2,"La, Mg",False,"La: 1 (Valence: 3), Mg: 2 (Valence: 2)"
mp-1104815,LaMg12,"La, Mg",True,"La: 1 (Valence: 3), Mg: 12 (Valence: 2)"
mp-1094739,LaMg,"La, Mg",True,"La: 1 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1909,LaMg2,"La, Mg",False,"La: 1 (Valence: 3), Mg: 2 (Valence: 2)"
mp-2306,LaMg3,"La, Mg",False,"La: 1 (Valence: 3), Mg: 3 (Valence: 2)"
mp-1094169,LaMg3,"La, Mg",True,"La: 1 (Valence: 3), Mg: 3 (Valence: 2)"
mp-1104,LaMg,"La, Mg",False,"La: 1 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094216,LaMg,"La, Mg",True,"La: 1 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094168,LaMg2,"La, Mg",True,"La: 1 (Valence: 3), Mg: 2 (Valence: 2)"
mp-1023560,LaMg15,"La, Mg",True,"La: 1 (Valence: 3), Mg: 15 (Valence: 2)"
mp-1098156,LaMg3,"La, Mg",True,"La: 1 (Valence: 3), Mg: 3 (Valence: 2)"
mp-1094182,LaMg,"La, Mg",True,"La: 1 (Valence: 3), Mg: 1 (Valence: 2)"
mp-30752,La2Mg17,"La, Mg",False,"La: 2 (Valence: 3), Mg: 17 (Valence: 2)"
mp-1094203,La2Mg,"La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094190,La2Mg,"La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094195,La2Mg,"La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094177,La2Mg,"La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094201,La2Mg,"La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094170,La2Mg,"La, Mg",True,"La: 2 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094172,La3Mg,"La, Mg",True,"La: 3 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094171,La3Mg,"La, Mg",True,"La: 3 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094855,La3Mg,"La, Mg",True,"La: 3 (Valence: 3), Mg: 1 (Valence: 2)"
mp-975341,La3Mg,"La, Mg",True,"La: 3 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094759,La3Mg,"La, Mg",True,"La: 3 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1222990,La4Mg,"La, Mg",True,"La: 4 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094218,La5Mg,"La, Mg",True,"La: 5 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1211590,La5Mg41,"La, Mg",True,"La: 5 (Valence: 3), Mg: 41 (Valence: 2)"
mp-1185098,La5Mg,"La, Mg",True,"La: 5 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1185091,La5Mg,"La, Mg",True,"La: 5 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1094178,La5Mg,"La, Mg",True,"La: 5 (Valence: 3), Mg: 1 (Valence: 2)"
mp-1023478,HfMg15,"Hf, Mg",True,"Hf: 1 (Valence: 4), Mg: 15 (Valence: 2)"
mp-1185513,HfMg149,"Hf, Mg",True,"Hf: 1 (Valence: 4), Mg: 149 (Valence: 2)"
mp-1094220,Hf3Mg,"Hf, Mg",True,"Hf: 3 (Valence: 4), Mg: 1 (Valence: 2)"
mp-1185640,Mg149Ta,"Mg, Ta",True,"Mg: 149 (Valence: 2), Ta: 1 (Valence: 5)"
mp-1185583,Mg149Re,"Mg, Re",True,"Mg: 149 (Valence: 2), Re: 1 (Valence: 7)"
mp-1185600,Mg149Os,"Mg, Os",True,"Mg: 149 (Valence: 2), Os: 1 (Valence: 8)"
mp-30739,Mg3Ir,"Ir, Mg",False,"Mg: 3 (Valence: 2), Ir: 1 (Valence: 9)"
mp-1185890,MgIr,"Ir, Mg",True,"Mg: 1 (Valence: 2), Ir: 1 (Valence: 9)"
mp-568419,Mg3Ir,"Ir, Mg",False,"Mg: 3 (Valence: 2), Ir: 1 (Valence: 9)"
mp-683946,MgIr,"Ir, Mg",False,"Mg: 1 (Valence: 2), Ir: 1 (Valence: 9)"
mp-1185575,Mg149Ir,"Ir, Mg",True,"Mg: 149 (Valence: 2), Ir: 1 (Valence: 9)"
mp-11883,MgIr2,"Ir, Mg",False,"Mg: 1 (Valence: 2), Ir: 2 (Valence: 9)"
mp-16860,Mg13Ir3,"Ir, Mg",False,"Mg: 13 (Valence: 2), Ir: 3 (Valence: 9)"
mp-1210677,Mg2Ir3,"Ir, Mg",True,"Mg: 2 (Valence: 2), Ir: 3 (Valence: 9)"
mp-31499,Mg29Ir4,"Ir, Mg",False,"Mg: 29 (Valence: 2), Ir: 4 (Valence: 9)"
mp-569273,Mg44Ir7,"Ir, Mg",False,"Mg: 44 (Valence: 2), Ir: 7 (Valence: 9)"
mp-1185568,Mg149Pt,"Mg, Pt",True,"Mg: 149 (Valence: 2), Pt: 1 (Valence: 10)"
mp-18707,Mg3Pt,"Mg, Pt",False,"Mg: 3 (Valence: 2), Pt: 1 (Valence: 10)"
mp-13208,Mg2Pt,"Mg, Pt",False,"Mg: 2 (Valence: 2), Pt: 1 (Valence: 10)"
mp-1185838,Mg5Pt,"Mg, Pt",True,"Mg: 5 (Valence: 2), Pt: 1 (Valence: 10)"
mp-569265,Mg3Pt,"Mg, Pt",False,"Mg: 3 (Valence: 2), Pt: 1 (Valence: 10)"
mp-12651,MgPt,"Mg, Pt",False,"Mg: 1 (Valence: 2), Pt: 1 (Valence: 10)"
mp-1185948,MgPt2,"Mg, Pt",True,"Mg: 1 (Valence: 2), Pt: 2 (Valence: 10)"
mp-1185946,MgPt2,"Mg, Pt",True,"Mg: 1 (Valence: 2), Pt: 2 (Valence: 10)"
mp-30777,MgPt3,"Mg, Pt",True,"Mg: 1 (Valence: 2), Pt: 3 (Valence: 10)"
mp-977056,MgPt5,"Mg, Pt",True,"Mg: 1 (Valence: 2), Pt: 5 (Valence: 10)"
mp-1185952,MgPt5,"Mg, Pt",True,"Mg: 1 (Valence: 2), Pt: 5 (Valence: 10)"
mp-1206346,MgPt7,"Mg, Pt",True,"Mg: 1 (Valence: 2), Pt: 7 (Valence: 10)"
mp-17783,Mg3Au,"Au, Mg",False,"Mg: 3 (Valence: 2), Au: 1 (Valence: 11)"
mp-437,MgAu,"Au, Mg",False,"Mg: 1 (Valence: 2), Au: 1 (Valence: 11)"
mp-1078964,Mg3Au,"Au, Mg",False,"Mg: 3 (Valence: 2), Au: 1 (Valence: 11)"
mp-11250,Mg2Au,"Au, Mg",False,"Mg: 2 (Valence: 2), Au: 1 (Valence: 11)"
mp-1185813,Mg5Au,"Au, Mg",True,"Mg: 5 (Valence: 2), Au: 1 (Valence: 11)"
mp-1185573,Mg149Au,"Au, Mg",True,"Mg: 149 (Valence: 2), Au: 1 (Valence: 11)"
mp-1557,Mg3Au,"Au, Mg",False,"Mg: 3 (Valence: 2), Au: 1 (Valence: 11)"
mp-1185844,MgAu2,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 2 (Valence: 11)"
mp-1185857,MgAu2,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 2 (Valence: 11)"
mp-1185854,MgAu2,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 2 (Valence: 11)"
mp-864935,MgAu3,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 3 (Valence: 11)"
mp-1185848,MgAu3,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 3 (Valence: 11)"
mp-570017,MgAu3,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 3 (Valence: 11)"
mp-1185846,MgAu3,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 3 (Valence: 11)"
mp-30408,MgAu3,"Au, Mg",False,"Mg: 1 (Valence: 2), Au: 3 (Valence: 11)"
mp-1185695,MgAu5,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 5 (Valence: 11)"
mp-1185852,MgAu5,"Au, Mg",True,"Mg: 1 (Valence: 2), Au: 5 (Valence: 11)"
mp-1222172,Mg3Au13,"Au, Mg",True,"Mg: 3 (Valence: 2), Au: 13 (Valence: 11)"
mp-30407,Mg13Au41,"Au, Mg",False,"Mg: 13 (Valence: 2), Au: 41 (Valence: 11)"
mp-1408,MgHg,"Hg, Mg",False,"Mg: 1 (Valence: 2), Hg: 1 (Valence: 12)"
mp-1185814,Mg5Hg,"Hg, Mg",True,"Mg: 5 (Valence: 2), Hg: 1 (Valence: 12)"
mp-731,Mg3Hg,"Hg, Mg",False,"Mg: 3 (Valence: 2), Hg: 1 (Valence: 12)"
mp-1185579,Mg149Hg,"Hg, Mg",True,"Mg: 149 (Valence: 2), Hg: 1 (Valence: 12)"
mp-978282,Mg3Hg,"Hg, Mg",True,"Mg: 3 (Valence: 2), Hg: 1 (Valence: 12)"
mp-1185805,Mg5Hg,"Hg, Mg",True,"Mg: 5 (Valence: 2), Hg: 1 (Valence: 12)"
mp-973295,Mg5Hg,"Hg, Mg",True,"Mg: 5 (Valence: 2), Hg: 1 (Valence: 12)"
mp-30719,Mg2Hg,"Hg, Mg",False,"Mg: 2 (Valence: 2), Hg: 1 (Valence: 12)"
mp-1185810,Mg5Hg,"Hg, Mg",True,"Mg: 5 (Valence: 2), Hg: 1 (Valence: 12)"
mp-569103,Mg3Hg,"Hg, Mg",False,"Mg: 3 (Valence: 2), Hg: 1 (Valence: 12)"
mp-1185784,Mg3Hg,"Hg, Mg",True,"Mg: 3 (Valence: 2), Hg: 1 (Valence: 12)"
mp-1185877,MgHg2,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 2 (Valence: 12)"
mp-1185878,MgHg2,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 2 (Valence: 12)"
mp-1185876,MgHg2,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 2 (Valence: 12)"
mp-11464,MgHg2,"Hg, Mg",False,"Mg: 1 (Valence: 2), Hg: 2 (Valence: 12)"
mp-1185886,MgHg2,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 2 (Valence: 12)"
mp-1185883,MgHg3,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 3 (Valence: 12)"
mp-11465,Mg5Hg3,"Hg, Mg",False,"Mg: 5 (Valence: 2), Hg: 3 (Valence: 12)"
mp-1185879,MgHg3,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 3 (Valence: 12)"
mp-1205873,MgHg3,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 3 (Valence: 12)"
mp-1185880,MgHg3,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 3 (Valence: 12)"
mp-1185881,MgHg3,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 3 (Valence: 12)"
mp-1185885,MgHg5,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 5 (Valence: 12)"
mp-981382,MgHg5,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 5 (Valence: 12)"
mp-1185887,MgHg5,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 5 (Valence: 12)"
mp-2351903,MgHg5,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 5 (Valence: 12)"
mp-972892,MgHg5,"Hg, Mg",True,"Mg: 1 (Valence: 2), Hg: 5 (Valence: 12)"
mp-11498,MgTl,"Mg, Tl",False,"Mg: 1 (Valence: 2), Tl: 1 (Valence: 3)"
mp-1185792,Mg3Tl,"Mg, Tl",True,"Mg: 3 (Valence: 2), Tl: 1 (Valence: 3)"
mp-1185635,Mg149Tl,"Mg, Tl",True,"Mg: 149 (Valence: 2), Tl: 1 (Valence: 3)"
mp-1185786,Mg3Tl,"Mg, Tl",True,"Mg: 3 (Valence: 2), Tl: 1 (Valence: 3)"
mp-864938,Mg3Tl,"Mg, Tl",True,"Mg: 3 (Valence: 2), Tl: 1 (Valence: 3)"
mp-567244,Mg2Tl,"Mg, Tl",False,"Mg: 2 (Valence: 2), Tl: 1 (Valence: 3)"
mp-570849,Mg5Tl2,"Mg, Tl",False,"Mg: 5 (Valence: 2), Tl: 2 (Valence: 3)"
mp-978262,MgTl3,"Mg, Tl",True,"Mg: 1 (Valence: 2), Tl: 3 (Valence: 3)"
mp-1185990,MgTl3,"Mg, Tl",True,"Mg: 1 (Valence: 2), Tl: 3 (Valence: 3)"
mp-1185982,MgTl3,"Mg, Tl",True,"Mg: 1 (Valence: 2), Tl: 3 (Valence: 3)"
mp-20724,Mg2Pb,"Mg, Pb",False,"Mg: 2 (Valence: 2), Pb: 1 (Valence: 4)"
mp-978293,Mg3Pb,"Mg, Pb",True,"Mg: 3 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185831,Mg5Pb,"Mg, Pb",True,"Mg: 5 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185832,Mg5Pb,"Mg, Pb",True,"Mg: 5 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185818,Mg5Pb,"Mg, Pb",True,"Mg: 5 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185787,Mg3Pb,"Mg, Pb",True,"Mg: 3 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185570,Mg149Pb,"Mg, Pb",True,"Mg: 149 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1102915,Mg2Pb,"Mg, Pb",False,"Mg: 2 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185937,MgPb,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185825,Mg5Pb,"Mg, Pb",True,"Mg: 5 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185919,MgPb,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 1 (Valence: 4)"
mp-1185928,MgPb2,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 2 (Valence: 4)"
mp-1185999,MgPb2,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 2 (Valence: 4)"
mp-1185940,MgPb2,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 2 (Valence: 4)"
mp-1185936,MgPb2,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 2 (Valence: 4)"
mp-1210680,MgPb2,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 2 (Valence: 4)"
mp-1185955,MgPb2,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 2 (Valence: 4)"
mp-976828,MgPb3,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 3 (Valence: 4)"
mp-1185974,MgPb3,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 3 (Valence: 4)"
mp-976824,MgPb3,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 3 (Valence: 4)"
mp-976891,MgPb5,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 5 (Valence: 4)"
mp-1185962,MgPb5,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 5 (Valence: 4)"
mp-976969,MgPb5,"Mg, Pb",True,"Mg: 1 (Valence: 2), Pb: 5 (Valence: 4)"
mp-1185557,Mg149Bi,"Bi, Mg",True,"Mg: 149 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1039305,MgBi,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1023495,Mg15Bi,"Bi, Mg",True,"Mg: 15 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1094983,Mg5Bi,"Bi, Mg",True,"Mg: 5 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1038936,MgBi,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1039073,Mg3Bi,"Bi, Mg",True,"Mg: 3 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1039075,Mg3Bi,"Bi, Mg",True,"Mg: 3 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1185694,MgBi,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1094676,Mg3Bi,"Bi, Mg",True,"Mg: 3 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1039154,MgBi,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1039188,MgBi,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1094714,Mg5Bi,"Bi, Mg",True,"Mg: 5 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1016327,Mg7Bi,"Bi, Mg",True,"Mg: 7 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1038799,MgBi,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1038921,Mg5Bi,"Bi, Mg",True,"Mg: 5 (Valence: 2), Bi: 1 (Valence: 5)"
mp-1094981,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1038792,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1038896,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1039263,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1094878,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1094822,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-569018,Mg3Bi2,"Bi, Mg",False,"Mg: 3 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1039058,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1196079,Mg3Bi2,"Bi, Mg",True,"Mg: 3 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1095014,MgBi2,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 2 (Valence: 5)"
mp-1207227,Mg2Bi3,"Bi, Mg",True,"Mg: 2 (Valence: 2), Bi: 3 (Valence: 5)"
mp-1185697,MgBi3,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 3 (Valence: 5)"
mp-1185855,MgBi5,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 5 (Valence: 5)"
mp-1185698,MgBi5,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 5 (Valence: 5)"
mp-1185699,MgBi5,"Bi, Mg",True,"Mg: 1 (Valence: 2), Bi: 5 (Valence: 5)"
mp-2404,CaAl2,"Al, Ca",False,"Ca: 1 (Valence: 2), Al: 2 (Valence: 3)"
mp-1190736,Ca8Al3,"Al, Ca",False,"Ca: 8 (Valence: 2), Al: 3 (Valence: 3)"
mp-1749,CaAl4,"Al, Ca",False,"Ca: 1 (Valence: 2), Al: 4 (Valence: 3)"
mp-1193055,Ca13Al14,"Al, Ca",False,"Ca: 13 (Valence: 2), Al: 14 (Valence: 3)"
mp-2121,ScAl3,"Al, Sc",False,"Sc: 1 (Valence: 3), Al: 3 (Valence: 3)"
mp-813,ScAl2,"Al, Sc",False,"Sc: 1 (Valence: 3), Al: 2 (Valence: 3)"
mp-331,ScAl,"Al, Sc",False,"Sc: 1 (Valence: 3), Al: 1 (Valence: 3)"
mp-999204,ScAl3,"Al, Sc",True,"Sc: 1 (Valence: 3), Al: 3 (Valence: 3)"
mp-11220,Sc2Al,"Al, Sc",False,"Sc: 2 (Valence: 3), Al: 1 (Valence: 3)"
mp-978498,Sc3Al,"Al, Sc",True,"Sc: 3 (Valence: 3), Al: 1 (Valence: 3)"
mp-862259,Sc3Al,"Al, Sc",True,"Sc: 3 (Valence: 3), Al: 1 (Valence: 3)"
mp-1953,TiAl,"Al, Ti",False,"Ti: 1 (Valence: 4), Al: 1 (Valence: 3)"
mp-1823,Ti3Al,"Al, Ti",False,"Ti: 3 (Valence: 4), Al: 1 (Valence: 3)"
mp-567705,TiAl2,"Al, Ti",False,"Ti: 1 (Valence: 4), Al: 2 (Valence: 3)"
mp-11809,TiAl2,"Al, Ti",False,"Ti: 1 (Valence: 4), Al: 2 (Valence: 3)"
mp-542915,TiAl3,"Al, Ti",False,"Ti: 1 (Valence: 4), Al: 3 (Valence: 3)"
mp-998981,TiAl3,"Al, Ti",True,"Ti: 1 (Valence: 4), Al: 3 (Valence: 3)"
mp-1217092,Ti3Al5,"Al, Ti",True,"Ti: 3 (Valence: 4), Al: 5 (Valence: 3)"
mp-1217081,Ti3Al5,"Al, Ti",True,"Ti: 3 (Valence: 4), Al: 5 (Valence: 3)"
mp-1217111,Ti5Al11,"Al, Ti",True,"Ti: 5 (Valence: 4), Al: 11 (Valence: 3)"
mp-1228001,AlV,"Al, V",True,"Al: 1 (Valence: 3), V: 1 (Valence: 5)"
mp-1387,AlV3,"Al, V",False,"Al: 1 (Valence: 3), V: 3 (Valence: 5)"
mp-1228006,AlV2,"Al, V",True,"Al: 1 (Valence: 3), V: 2 (Valence: 5)"
mp-1228813,AlV3,"Al, V",True,"Al: 1 (Valence: 3), V: 3 (Valence: 5)"
mp-2554,Al3V,"Al, V",False,"Al: 3 (Valence: 3), V: 1 (Valence: 5)"
mp-1214872,Al8V5,"Al, V",True,"Al: 8 (Valence: 3), V: 5 (Valence: 5)"
mp-1228763,Al8V5,"Al, V",True,"Al: 8 (Valence: 3), V: 5 (Valence: 5)"
mp-16722,Al10V,"Al, V",False,"Al: 10 (Valence: 3), V: 1 (Valence: 5)"
mp-30335,Al23V4,"Al, V",False,"Al: 23 (Valence: 3), V: 4 (Valence: 5)"
mp-1229052,Al41V4,"Al, V",True,"Al: 41 (Valence: 3), V: 4 (Valence: 5)"
mp-567919,Al45V7,"Al, V",False,"Al: 45 (Valence: 3), V: 7 (Valence: 5)"
